female,male,site,block,height,volume,rust,stemform
496,0,102,20,27.599990845,1.9180402756,0,3
496,0,102,18,30.799987793,2.3557949066,0,3
496,0,102,12,28.799987793,2.2756156921,0,3
496,0,102,3,31.299987793,1.8907175064,0,3
496,0,102,4,30.899993896,2.5942344666,0,3
496,0,102,11,32.399993896,2.8862953186,0,3
496,0,102,14,29.399993896,2.5454750061,0,3
496,0,102,2,32.5,2.3284301758,0,3
496,0,102,15,33.399993896,2.8013973236,0,5
496,0,102,10,31.5,2.4857940674,0,4
496,0,102,13,22.799987793,0.8605389595,0,3
496,0,102,5,32.199981689,2.9539432526,0,4
496,0,102,1,30.099990845,2.1589736938,0,4
496,0,102,19,30.699996948,2.1296863556,0,4
496,0,102,9,33.699981689,3.000749588,0,5
496,0,102,6,30.699996948,1.8551197052,0,6
496,0,102,17,30.899993896,2.0027389526,0,3
496,0,102,7,33.699981689,3.000749588,0,3
496,0,102,16,31.299987793,2.31798172,0,3
504,0,102,6,31.899993896,1.995762825,0,4
504,0,102,1,31.599990845,2.2648830414,0,2
504,0,102,3,32.199981689,2.9539432526,0,5
504,0,102,19,31.299987793,2.31798172,0,3
504,0,102,5,32.799987793,2.5065784454,0,4
504,0,102,14,32.299987793,2.5480709076,1,4
504,0,102,16,31,2.0790309906,1,3
504,0,102,15,29.599990845,1.6644601822,1,4
504,0,102,4,32.099975586,2.0792064667,1,3
504,0,102,9,30.699996948,2.1296863556,0,4
504,0,102,2,29.399993896,2.2502441406,1,3
504,0,102,17,31.399993896,2.2507629395,0,4
504,0,102,13,26.899993896,1.6882305145,0,4
504,0,102,11,32.899993896,2.9303150177,0,4
504,0,102,10,28.299987793,1.7743396759,0,4
504,0,102,8,29.599990845,1.3712844849,1,4
504,0,102,12,31.699996948,2.1979579926,1,3
504,0,102,18,28.299987793,1.7743396759,0,3
504,0,102,7,32.099975586,2.5325012207,1,4
504,0,102,20,30.399993896,2.1801567078,0,3
185,0,102,7,32.599975586,2.4128570557,0,3
185,0,102,12,32.399993896,2.6365585327,0,4
185,0,102,19,27,1.6356010437,0,5
185,0,102,14,29,1.6922636032,0,3
185,0,102,2,30.399993896,1.6459293365,0,4
185,0,102,16,29.899993896,1.8727502823,1,2
185,0,102,6,28.599990845,1.9863128662,0,5
185,0,102,9,30.799987793,2.1365127563,0,2
185,0,102,18,29.599990845,2.1939163208,0,4
185,0,102,3,29.699996948,2.3456764221,0,4
185,0,102,1,29.199996948,2.16472435,0,5
185,0,102,15,28.599990845,2.0530643463,0,4
185,0,102,13,31.5,2.3325786591,0,4
185,0,102,4,29.699996948,2.1307315826,0,4
185,0,102,17,29.299987793,1.6479320526,0,3
185,0,102,10,32.199981689,2.4613437653,1,3
185,0,102,8,31.5,2.4085693359,0,3
185,0,102,5,30.399993896,2.1092033386,0,3
185,0,102,11,28.399993896,1.7804899216,0,4
506,0,102,13,31.099990845,2.2295799255,0,4
506,0,102,5,30.199996948,2.0262489319,0,3
506,0,102,17,27,1.6943817139,0,3
506,0,102,20,27.599990845,2.1145381927,0,3
506,0,102,3,32.799987793,2.3496112823,0,2
506,0,102,11,33.399993896,2.551815033,0,3
506,0,102,12,32.199981689,2.5402851105,1,4
506,0,102,19,31.199996948,2.3106842041,0,3
506,0,102,10,26.299987793,1.5378465652,1,3
506,0,102,4,32.699981689,2.2662315369,0,4
506,0,102,15,31.899993896,1.8581190109,0,2
506,0,102,18,30.599990845,2.6479969025,0,3
506,0,102,2,30.899993896,2.3633327484,0,4
506,0,102,14,33.099975586,2.2935409546,0,4
506,0,102,16,33.399993896,2.9743366241,0,4
506,0,102,9,31.299987793,2.7077999115,1,4
506,0,102,8,29.5,2.0477581024,0,4
506,0,102,7,33,1.9915771484,0,1
506,0,102,6,31.5,2.3325786591,0,3
506,0,102,1,33.699981689,2.1811618805,0,3
510,0,102,8,33.299987793,2.62591362,0,4
510,0,102,14,28.799987793,2.5693397522,1,4
510,0,102,2,29.099990845,1.8235445023,0,3
510,0,102,20,31,2.4468727112,0,3
510,0,102,9,30.899993896,2.4390888214,0,3
510,0,102,5,29.899993896,2.2158107758,0,3
510,0,102,7,30.299987793,2.2450027466,0,4
510,0,102,17,32.199981689,2.014213562,0,4
510,0,102,1,32.5,3.0684776306,1,4
510,0,102,10,31.199996948,2.6190948486,0,3
510,0,102,19,28.099990845,1.3035020828,0,3
510,0,102,11,29.199996948,1.703701973,1,3
510,0,102,3,31.099990845,2.6907138824,0,4
510,0,102,16,30.099990845,2.6052799225,0,3
510,0,102,18,25.599990845,1.4440879822,0,3
510,0,102,13,30.799987793,1.9281053543,1,4
510,0,102,12,30,1.6247158051,0,4
510,0,102,4,31.399993896,2.0345993042,1,3
510,0,102,15,29.5,1.9135274887,0,4
510,0,102,6,32.5,2.3284301758,0,3
518,0,102,15,31.099990845,2.5321235657,0,4
518,0,102,9,30.799987793,1.9281053543,0,3
518,0,102,16,33.299987793,2.5442752838,0,3
518,0,102,12,33.399993896,2.3919754028,1,4
518,0,102,2,29.799987793,1.9326438904,0,5
518,0,102,8,32.799987793,2.5065784454,0,3
518,0,102,4,29.599990845,1.9198999405,0,3
518,0,102,14,30.299987793,2.2450027466,0,3
518,0,102,1,30.799987793,2.5080223083,1,3
518,0,102,13,29.199996948,1.8944101334,0,3
518,0,102,17,26.099990845,1.9384870529,0,4
518,0,102,11,30.199996948,2.1660346985,0,3
518,0,102,20,30.299987793,2.1730957031,0,3
518,0,102,18,29.099990845,1.5181999207,0,4
518,0,102,19,28.5,1.6038579941,0,3
518,0,102,10,27.699996948,1.6179141998,0,3
518,0,102,5,29.799987793,1.8017234802,0,5
518,0,102,6,30,2.2231082916,0,3
518,0,102,7,28.199996948,1.7067966461,0,4
233,0,102,10,28.799987793,1.6808252335,0,3
233,0,102,6,26.899993896,1.6296682358,0,4
233,0,102,2,28,2.144695282,1,5
233,0,102,5,31.199996948,2.3106842041,0,3
233,0,102,13,25.599990845,1.1905317307,0,4
233,0,102,4,29.899993896,2.1448516846,0,4
233,0,102,3,27.799987793,1.9965782166,0,4
233,0,102,12,32.699981689,2.11743927,0,3
233,0,102,15,27.599990845,1.5542736053,0,4
233,0,102,7,30.799987793,2.3557949066,0,3
233,0,102,1,27,2.0693035126,0,4
233,0,102,17,24.5,1.5949144363,0,4
233,0,102,20,27.5,1.276389122,0,4
233,0,102,8,29.599990845,2.0545864105,0,4
233,0,102,19,28.399993896,1.718662262,1,3
233,0,102,14,25.699996948,1.3447542191,1,4
233,0,102,16,29.699996948,2.4196548462,0,3
233,0,102,9,26.5,1.333070755,1,3
233,0,102,11,28.299987793,1.8370599747,1,5
238,0,102,20,26.599990845,1.8497676849,0,4
238,0,102,3,29.599990845,3.0432529449,0,4
238,0,102,2,31.899993896,2.7590618134,0,4
238,0,102,13,30.699996948,2.7366218567,0,4
238,0,102,10,26.099990845,2.001449585,1,3
238,0,102,1,30.599990845,2.2668952942,0,4
238,0,102,8,30.099990845,2.4517879486,0,4
238,0,102,19,29,1.7542600632,0,3
238,0,102,18,30.599990845,2.6479969025,0,4
238,0,102,14,28.799987793,2.4202194214,0,4
238,0,102,15,29.399993896,2.3223228455,0,4
238,0,102,5,30.699996948,2.3482551575,0,3
238,0,102,9,31.599990845,1.9773111343,0,3
238,0,102,17,29.199996948,1.6424226761,0,4
238,0,102,6,28.5,2.2522621155,0,4
238,0,102,11,29.099990845,1.4605550766,0,4
238,0,102,4,30.699996948,2.1296863556,0,3
238,0,102,16,33.799987793,3.189868927,0,4
238,0,102,12,27.899993896,1.4569835663,1,5
531,0,102,10,28,2.0771484375,1,3
531,0,102,19,26,1.4661254883,1,4
531,0,102,9,34,3.301235199,1,4
531,0,102,8,27.699996948,1.8613033295,0,4
531,0,102,18,26.599990845,1.4991807938,1,3
531,0,102,7,31,2.1501674652,0,3
531,0,102,2,32.599975586,2.8188648224,0,3
531,0,102,6,30.299987793,2.5445156097,0,4
531,0,102,13,29.799987793,2.3534603119,0,3
531,0,102,17,30.199996948,2.3105583191,0,3
531,0,102,14,28,1.7558879852,0,3
531,0,102,16,31.199996948,2.3859519958,1,4
531,0,102,1,31.099990845,2.156993866,0,3
531,0,102,15,31.899993896,2.7590618134,0,4
531,0,102,4,30.699996948,2.3482551575,0,3
531,0,102,12,27.899993896,1.6293525696,1,3
534,0,102,6,28.099990845,2.0844459534,1,3
534,0,102,20,30.899993896,2.4390888214,0,3
534,0,102,15,31.599990845,2.5722904205,0,3
534,0,102,11,28.699996948,1.9272823334,0,4
534,0,102,13,29.099990845,2.2276268005,0,4
534,0,102,10,31,1.872918129,0,4
534,0,102,19,29.099990845,2.0204486847,0,4
534,0,102,4,27.599990845,1.5542736053,1,3
534,0,102,8,31.199996948,2.5401554108,0,3
534,0,102,2,33.399993896,3.2435722351,0,4
534,0,102,16,29.5,2.1866188049,0,3
534,0,102,17,30.199996948,2.8537101746,0,4
534,0,102,1,32.899993896,2.5947761536,0,4
534,0,102,9,31.299987793,2.7894477844,0,3
534,0,102,5,28.299987793,2.2366943359,0,4
534,0,102,3,30.599990845,2.2668952942,0,4
534,0,102,7,31.399993896,2.1774768829,0,4
534,0,102,12,28.699996948,1.9272823334,1,3
534,0,102,18,27.599990845,1.8547058105,0,3
270,0,102,4,29.599990845,1.3161325455,0,3
270,0,102,5,33.699981689,2.6570510864,0,3
270,0,102,15,30.599990845,2.1228580475,0,4
270,0,102,10,27.199996948,1.5893182755,0,3
270,0,102,6,28.299987793,2.0990428925,0,4
270,0,102,14,28.799987793,1.8050928116,0,3
270,0,102,19,28.199996948,1.7067966461,0,4
270,0,102,17,31.299987793,2.5481891632,0,3
270,0,102,2,32,2.3690681458,0,4
270,0,102,13,28.5,1.6636676788,0,5
270,0,102,1,31.199996948,2.4624423981,1,4
270,0,102,16,28.699996948,1.6148757935,0,4
270,0,102,11,30.799987793,2.3557949066,0,3
270,0,102,12,29.599990845,1.6644601822,0,3
270,0,102,3,30.299987793,1.579416275,1,3
270,0,102,8,31.5,2.1120204926,0,3
270,0,102,9,32.699981689,2.4990386963,0,4
270,0,102,18,24.5,0.922188282,1,3
270,0,102,20,29.399993896,2.1793193817,1,3
270,0,102,7,27.599990845,1.6711988449,0,4
271,0,102,17,28,1.406619072,1,3
271,0,102,2,28.899993896,2.0067939758,0,5
271,0,102,7,30.199996948,2.3845977783,0,3
271,0,102,11,28.5,1.7245950699,0,3
271,0,102,5,30.199996948,1.8254547119,0,3
271,0,102,9,29.599990845,2.5625629425,0,3
271,0,102,13,28.799987793,1.9999675751,0,3
271,0,102,18,28.699996948,1.8625488281,0,3
271,0,102,3,29.899993896,2.5113697052,0,3
271,0,102,15,25.599990845,1.391368866,0,4
271,0,102,10,33.199981689,3.4092788696,1,4
271,0,102,14,28.899993896,2.2834014893,0,4
271,0,102,12,33.099975586,2.8615818024,0,4
271,0,102,8,32.099975586,2.0792064667,0,4
271,0,102,16,29.699996948,2.0614128113,0,5
271,0,102,6,28.899993896,1.7483272552,0,3
271,0,102,19,30.299987793,2.0328464508,0,4
271,0,102,4,31,1.806646347,0,3
271,0,102,1,30.599990845,2.5693759918,0,4
271,0,102,20,27.299987793,1.5950374603,0,3
272,0,102,10,29.5,2.1866188049,1,4
272,0,102,7,32.5,2.8103218079,1,4
272,0,102,2,28.799987793,2.0671844482,1,6
272,0,102,11,32.599975586,2.5714225769,0,3
272,0,102,20,28.699996948,1.2771406174,1,3
272,0,102,6,30.599990845,2.1228580475,0,3
272,0,102,5,30,2.3690280914,0,3
272,0,102,17,32.799987793,2.1977920532,0,3
272,0,102,3,31.599990845,2.7334308624,0,4
272,0,102,15,28.199996948,2.1597747803,0,4
272,0,102,16,31.399993896,2.3252811432,0,3
272,0,102,1,30.299987793,1.8313884735,1,3
272,0,102,8,33.099975586,2.5291957855,0,3
272,0,102,13,29.899993896,2.1448516846,0,4
272,0,102,19,27.199996948,1.4212741852,1,5
272,0,102,12,30.899993896,2.4390888214,0,3
272,0,102,18,30.199996948,1.9581327438,1,4
272,0,102,14,28.199996948,1.7067966461,0,3
272,0,102,4,31.099990845,2.3784122467,1,4
274,0,102,10,29.699996948,2.7272167206,0,4
274,0,102,1,32.699981689,2.9127063751,1,3
274,0,102,11,33.099975586,2.8615818024,0,3
274,0,102,20,28.399993896,1.7804899216,0,4
274,0,102,16,30.399993896,2.1801567078,0,4
274,0,102,5,31.5,2.3325786591,0,3
274,0,102,12,29.099990845,1.4605550766,0,4
274,0,102,19,30,2.2231082916,1,4
274,0,102,8,30.799987793,2.3557949066,0,3
274,0,102,14,31.099990845,1.9465579987,0,3
274,0,102,3,29.099990845,1.6369132996,1,3
274,0,102,9,31.099990845,2.6907138824,0,3
274,0,102,15,31.199996948,2.3859519958,0,4
274,0,102,18,27.5,1.3287067413,0,4
274,0,102,17,29.699996948,1.9932603836,0,3
274,0,102,13,32.599975586,2.3354911804,0,4
274,0,102,2,32.5,2.9811515808,0,3
274,0,102,6,28.599990845,1.5504693985,0,4
274,0,102,7,29,2.291185379,0,3
279,0,102,3,31.299987793,2.5481891632,0,4
279,0,102,7,27.399993896,1.6593332291,0,4
279,0,102,16,26.299987793,1.3753623962,1,4
279,0,102,13,30.799987793,1.7305717468,0,3
279,0,102,9,29.199996948,1.9602708817,0,4
279,0,102,11,29.799987793,1.9326438904,1,4
279,0,102,5,28.699996948,2.2678318024,0,4
279,0,102,8,31.199996948,2.2366409302,0,3
279,0,102,20,25.599990845,1.2889413834,1,3
279,0,102,17,24.099990845,0.6807994843,1,4
279,0,102,15,29.099990845,2.0883674622,0,4
279,0,102,18,26.899993896,1.3004522324,1,4
279,0,102,2,29.699996948,1.9262714386,0,4
279,0,102,10,30.299987793,2.5445156097,0,4
279,0,102,6,27.5,1.7251348495,0,3
279,0,102,1,29.199996948,1.5822896957,1,2
279,0,102,4,31.299987793,2.7894477844,1,4
279,0,102,14,25.599990845,0.9194016457,0,3
279,0,102,12,30.5,2.6394538879,0,4
279,0,102,19,27.899993896,1.8115711212,0,3
559,0,102,1,29.899993896,2.5881919861,1,3
559,0,102,8,29.799987793,1.8665990829,0,3
559,0,102,6,30,2.2954807281,0,3
559,0,102,5,32,2.6044235229,0,3
559,0,102,18,28.799987793,1.9999675751,0,3
559,0,102,7,31,2.0790309906,1,3
559,0,102,15,29.5,2.1866188049,0,3
559,0,102,19,26.5,1.9676790237,1,4
559,0,102,10,30.099990845,1.9517612457,0,4
559,0,102,2,31.099990845,2.2295799255,0,2
559,0,102,4,30.599990845,2.2668952942,0,3
559,0,102,16,27.699996948,1.6179141998,0,3
559,0,102,17,24.799987793,1.7268762589,0,4
559,0,102,11,27.299987793,1.5377464294,0,4
559,0,102,9,31.799987793,2.431186676,1,4
559,0,102,12,28.299987793,2.3071861267,0,4
559,0,102,20,30.399993896,1.903503418,0,4
560,0,102,6,26.599990845,1.1861572266,0,3
560,0,102,1,29,1.5130987167,0,6
560,0,102,18,27.299987793,1.3192882538,1,3
560,0,102,3,31.599990845,2.7334308624,0,3
560,0,102,20,29.5,1.9135274887,1,5
560,0,102,13,28.5,2.0460033417,0,4
560,0,102,15,31.799987793,2.0600891113,1,3
560,0,102,19,29.199996948,1.766125679,0,4
560,0,102,14,27.699996948,1.2854270935,1,3
560,0,102,2,27.699996948,2.1220779419,0,4
560,0,102,7,26.299987793,1.5940704346,0,4
560,0,102,8,31.099990845,2.3784122467,0,3
560,0,102,5,27.199996948,1.2121524811,0,4
560,0,102,17,27.599990845,1.7312850952,0,4
560,0,102,11,29.199996948,2.5283889771,0,3
560,0,102,9,28.299987793,2.3071861267,0,3
560,0,102,10,31.5,2.9750995636,0,3
560,0,102,12,26.799987793,1.4550085068,0,3
561,0,102,19,26.699996948,2.1786499023,0,3
561,0,102,9,27.599990845,1.612195015,0,3
561,0,102,7,31.799987793,2.2047863007,0,4
561,0,102,2,26.299987793,1.4284915924,0,5
561,0,102,13,29.099990845,2.4450778961,0,4
561,0,102,12,27.699996948,1.9895181656,0,6
561,0,102,8,31.399993896,2.3252811432,0,4
561,0,102,16,30.699996948,2.1296863556,0,3
561,0,102,15,30.299987793,2.2450027466,0,4
561,0,102,5,29.5,2.3301067352,0,4
561,0,102,11,29.299987793,1.8358459473,0,4
561,0,102,18,26.799987793,1.3477802277,0,4
561,0,102,10,28.699996948,2.2678318024,1,3
561,0,102,3,28.099990845,2.2911186218,0,4
561,0,102,4,32.899993896,2.356672287,0,3
561,0,102,20,28.099990845,1.8243160248,0,5
561,0,102,6,29.299987793,1.8358459473,0,3
561,0,102,14,27.699996948,1.7988262177,0,4
561,0,102,17,29.799987793,2.1377925873,0,3
562,0,102,3,31.699996948,2.271944046,1,3
562,0,102,12,29.099990845,1.8880386353,0,4
562,0,102,13,30.599990845,2.1942768097,0,3
562,0,102,1,30.899993896,2.0027389526,0,3
562,0,102,15,28.5,1.4875917435,0,4
562,0,102,4,30.699996948,2.8179073334,0,3
562,0,102,11,31.799987793,2.6688137054,0,2
562,0,102,10,29.299987793,1.7720584869,0,4
562,0,102,18,29.399993896,2.5454750061,0,5
562,0,102,17,31.799987793,2.5883579254,1,4
562,0,102,7,29.699996948,2.1307315826,0,3
562,0,102,16,30.5,2.1872158051,0,3
562,0,102,5,32.5,1.8924331665,0,3
562,0,102,6,31.299987793,2.4702262878,0,4
562,0,102,8,30.699996948,1.4793977737,0,3
562,0,102,20,28,1.9453496933,0,4
562,0,102,14,30,2.013053894,0,4
562,0,102,19,27.899993896,1.6889972687,1,4
564,0,102,16,31.099990845,2.6108074188,0,3
564,0,102,9,32,2.6044235229,0,3
564,0,102,2,31,2.0091114044,0,3
564,0,102,3,32.599975586,2.6526260376,0,5
564,0,102,6,31.799987793,2.5883579254,0,3
564,0,102,12,31.799987793,2.431186676,0,4
564,0,102,5,29.099990845,1.4605550766,1,3
564,0,102,4,33.5,2.5593528748,0,5
564,0,102,20,32.399993896,2.3982601166,1,3
564,0,102,11,31.199996948,2.1638221741,0,3
564,0,102,17,32.599975586,2.4128570557,0,6
564,0,102,7,30.599990845,2.5693759918,1,3
564,0,102,15,29.799987793,1.9326438904,0,4
564,0,102,13,30.799987793,2.208398819,0,4
564,0,102,19,27.299987793,1.6534004211,1,4
564,0,102,18,28.899993896,1.8112440109,0,5
564,0,102,14,30,2.3690280914,0,4
564,0,102,1,30.699996948,2.2741947174,1,3
564,0,102,10,33.199981689,2.7848243713,1,4
292,0,102,9,28.099990845,2.0177593231,0,5
292,0,102,8,30.799987793,2.2814922333,0,3
292,0,102,16,31.399993896,2.8813915253,0,4
292,0,102,18,27.099990845,1.9471540451,1,3
292,0,102,11,27,1.8151187897,0,4
292,0,102,19,30,2.6749916077,0,4
292,0,102,17,27.5,1.8481082916,1,4
292,0,102,5,29.899993896,2.3612442017,0,4
292,0,102,3,29,1.5130987167,1,4
292,0,102,4,28.399993896,1.4824905396,0,4
292,0,102,14,29.5,2.1866188049,0,4
292,0,102,1,30.399993896,2.4758892059,0,4
292,0,102,7,29.099990845,2.0883674622,0,3
292,0,102,15,28.899993896,2.142829895,0,3
292,0,102,2,25.899993896,2.1143817902,0,4
568,0,102,12,32.299987793,2.4688835144,1,4
568,0,102,6,32.299987793,2.7932338715,1,4
568,0,102,7,31.099990845,1.62022686,0,5
568,0,102,2,31.799987793,2.6688137054,0,3
568,0,102,15,27.599990845,1.7312850952,0,5
568,0,102,8,32.399993896,2.8862953186,0,3
568,0,102,19,29.899993896,1.9390163422,0,4
568,0,102,3,33.5,2.6414833069,0,4
568,0,102,9,30.099990845,1.819521904,1,3
568,0,102,11,33.399993896,3.3359375,0,4
568,0,102,13,28.399993896,1.657948494,1,3
568,0,102,16,30.799987793,2.2814922333,1,3
568,0,102,18,29.099990845,1.5769863129,0,4
568,0,102,20,30.5,2.2595977783,0,5
569,0,102,12,29.599990845,1.986661911,0,3
569,0,102,16,30.599990845,1.983622551,1,4
569,0,102,6,27.399993896,2.0333595276,0,4
569,0,102,5,29.799987793,2.3534603119,0,3
569,0,102,3,30.799987793,2.5080223083,0,4
569,0,102,13,31.399993896,2.4010295868,0,4
569,0,102,17,31.299987793,2.4702262878,1,4
569,0,102,10,28.5,1.8498048782,0,5
569,0,102,14,27.799987793,2.129617691,0,4
569,0,102,15,32.899993896,3.0174274445,0,3
569,0,102,4,33,3.1151657104,0,4
569,0,102,18,32,2.6044235229,0,5
569,0,102,8,32.299987793,2.3909626007,0,4
569,0,102,9,30.699996948,2.2013378143,0,4
569,0,102,2,31,2.5240898132,0,5
569,0,102,11,31.599990845,2.4935798645,1,3
569,0,102,19,29.099990845,1.9536733627,0,5
569,0,102,1,29.299987793,2.0341033936,0,5
569,0,102,20,28.299987793,2.2366943359,0,4
570,0,102,4,33.199981689,2.7848243713,0,3
570,0,102,1,30.899993896,2.3633327484,0,3
570,0,102,13,29.399993896,2.9404621124,0,4
570,0,102,16,32.5,2.5636386871,0,3
570,0,102,3,28.5,1.7866411209,1,4
570,0,102,9,26.399993896,1.4881629944,0,3
570,0,102,10,30.799987793,2.5080223083,0,2
570,0,102,7,30.399993896,2.4001674652,0,4
570,0,102,5,31.899993896,1.995762825,1,3
570,0,102,6,26.399993896,1.3804636002,1,3
570,0,102,8,30.799987793,1.9963665009,0,4
570,0,102,12,28.199996948,1.8942928314,0,4
570,0,102,15,28.099990845,1.8876953125,0,4
570,0,102,2,31.5,2.6439533234,0,4
570,0,102,17,25.099990845,1.2644252777,0,4
570,0,102,11,28,1.0968914032,1,4
570,0,102,20,29.699996948,2.1307315826,0,4
570,0,102,18,29.399993896,2.0409317017,0,4
570,0,102,14,28.899993896,1.8112440109,1,3
570,0,102,19,30.399993896,1.8373212814,0,4
575,0,102,4,32.5,2.4839611053,0,4
575,0,102,6,31.799987793,2.431186676,1,4
575,0,102,11,31.5,2.1843032837,0,4
575,0,102,1,28,1.406619072,0,3
575,0,102,7,27.5,1.8481082916,0,3
575,0,102,3,29.899993896,2.3612442017,0,4
575,0,102,5,31.699996948,2.580324173,1,4
575,0,102,19,26.599990845,1.611869812,1,4
575,0,102,20,28.099990845,1.8876953125,1,5
575,0,102,2,29.399993896,2.3955535889,0,4
575,0,102,14,28.299987793,1.8370599747,0,4
575,0,102,9,27,1.6943817139,1,3
575,0,102,12,30.299987793,1.8313884735,0,4
575,0,102,16,32.5,2.7268199921,0,4
575,0,102,18,29.599990845,2.123670578,0,4
575,0,102,8,31,2.2225189209,0,4
575,0,102,10,29.899993896,2.287940979,0,3
577,0,102,8,31.599990845,2.2648830414,0,4
577,0,102,14,29.5,2.1166095734,0,4
577,0,102,2,27.199996948,1.4762220383,1,3
577,0,102,16,29.399993896,2.3955535889,0,3
577,0,102,11,34.299987793,3.3300666809,0,3
577,0,102,5,26.5,1.549284935,0,3
577,0,102,7,29.899993896,1.8076562881,1,6
577,0,102,9,29,1.9470748901,0,4
577,0,102,12,27.899993896,2.2750511169,0,4
577,0,102,20,27.099990845,1.5267276764,0,4
577,0,102,6,26.599990845,1.2863254547,1,4
578,0,102,10,27.299987793,2.2959213257,0,3
578,0,102,7,32.799987793,2.5869922638,0,4
578,0,102,18,30.099990845,1.8850507736,0,3
578,0,102,15,27.5,2.0406589508,0,4
578,0,102,19,28.799987793,1.8050928116,1,3
578,0,102,14,30.799987793,2.3557949066,0,4
578,0,102,20,27.699996948,1.9895181656,0,3
578,0,102,13,28,1.6350717545,1,4
578,0,102,11,30.799987793,2.4313049316,0,2
578,0,102,2,31.899993896,2.8422737122,0,3
578,0,102,5,28.399993896,1.9074888229,0,3
578,0,102,16,28.799987793,2.1355323792,0,3
578,0,102,17,26,2.1881961823,0,4
578,0,102,4,34.199981689,2.2130241394,0,3
578,0,102,3,27.799987793,2.33735466,0,3
578,0,102,1,28.5,2.1136379242,0,3
578,0,102,8,29.899993896,3.1587867737,0,3
578,0,102,6,28.899993896,1.6865444183,0,3
578,0,102,9,29.5,2.6309700012,0,3
580,0,102,10,29.699996948,2.0614128113,0,4
580,0,102,16,31.199996948,2.3106842041,0,2
580,0,102,17,28.699996948,2.3393192291,0,3
580,0,102,2,26.899993896,0.6082549095,1,3
580,0,102,3,28.199996948,1.2554779053,1,3
580,0,102,6,27.599990845,1.6711988449,0,3
580,0,102,5,30.5,2.561088562,0,4
580,0,102,11,28.399993896,1.8434324265,0,4
580,0,102,13,28.199996948,1.416425705,1,4
580,0,102,15,30.799987793,2.5080223083,0,3
580,0,102,18,27.699996948,1.2854270935,0,3
580,0,102,8,31.299987793,2.2437019348,0,4
580,0,102,7,30.599990845,1.983622551,1,4
580,0,102,1,30.5,2.0460414886,0,5
580,0,102,4,31,2.7630348206,1,4
303,0,102,18,29.5,2.4035873413,0,3
303,0,102,12,27.299987793,1.6534004211,1,3
303,0,102,2,28,2.2133407593,1,4
303,0,102,1,26.199996948,1.1688280106,1,4
303,0,102,16,27.299987793,1.7128334045,0,3
303,0,102,8,30.599990845,2.0526390076,1,3
303,0,102,10,28.799987793,1.9999675751,1,4
303,0,102,4,32,2.2931270599,1,3
303,0,102,7,29.199996948,2.4533653259,0,3
303,0,102,14,29.699996948,2.3456764221,0,4
303,0,102,11,28.5,2.1136379242,0,4
303,0,102,17,28.099990845,2.1522350311,0,4
303,0,102,20,28.099990845,1.7620382309,0,2
303,0,102,6,28.599990845,1.7927913666,1,4
303,0,102,19,29,2.0813064575,1,4
303,0,102,15,30.5,2.3331756592,0,3
303,0,102,13,31.299987793,2.4702262878,0,4
305,0,102,19,30.799987793,2.2814922333,0,3
305,0,102,7,30.899993896,1.7360811234,0,4
305,0,102,18,28.899993896,2.0742454529,0,3
305,0,102,9,28.399993896,1.718662262,0,3
305,0,102,1,28.899993896,1.4507484436,0,4
305,0,102,15,29.899993896,2.0064544678,0,3
305,0,102,16,28.799987793,2.2050094604,0,4
305,0,102,13,27.599990845,1.6711988449,0,3
305,0,102,5,30.399993896,2.2523002625,0,4
305,0,102,11,29.299987793,1.7094211578,1,3
305,0,102,3,29.5,1.6589508057,0,2
305,0,102,14,27.299987793,1.4263753891,0,3
305,0,102,12,30.5,2.483921051,0,4
305,0,102,20,29.099990845,2.1574268341,0,4
305,0,102,17,22,1.0278530121,0,3
305,0,102,2,31.099990845,2.454656601,1,4
305,0,102,8,31.899993896,2.7590618134,0,3
586,0,102,16,28.899993896,1.5079975128,0,3
586,0,102,15,30,2.519657135,0,3
586,0,102,9,30.299987793,2.3180980682,0,4
586,0,102,3,30.399993896,2.5528030396,0,3
586,0,102,8,29.699996948,2.1307315826,0,4
586,0,102,11,31.299987793,2.2437019348,0,3
586,0,102,5,26.899993896,1.4059705734,0,4
586,0,102,17,28.399993896,2.038942337,0,3
586,0,102,2,31,2.0091114044,1,3
586,0,102,10,32.199981689,2.3072471619,0,3
586,0,102,19,27.099990845,1.362490654,0,4
586,0,102,1,27.899993896,1.9385223389,0,5
586,0,102,14,30.399993896,1.903503418,0,3
586,0,102,20,29.199996948,2.0272769928,0,4
586,0,102,4,30.099990845,1.6300191879,0,4
586,0,102,13,28.5,2.2522621155,0,3
586,0,102,18,31.599990845,2.6522407532,0,3
586,0,102,7,31.899993896,2.5963897705,0,4
586,0,102,6,29.199996948,1.9602708817,0,2
587,0,102,16,29.899993896,1.9390163422,1,3
587,0,102,6,30.299987793,1.9645051956,0,3
587,0,102,20,27.699996948,1.6179141998,1,4
587,0,102,8,30.099990845,2.2304058075,0,3
587,0,102,10,29.5,2.1166095734,0,3
587,0,102,9,26.899993896,2.1277122498,0,3
587,0,102,5,28.899993896,1.5663795471,0,3
587,0,102,11,28.199996948,1.8306875229,0,3
587,0,102,17,28.099990845,1.7008638382,0,3
587,0,102,18,29,2.0136222839,0,3
587,0,102,12,27.5,1.1259088516,0,3
587,0,102,1,31,2.6025218964,0,3
587,0,102,14,27.699996948,1.2854270935,0,5
