female,male,site,block,height,volume,rust,stemform
303,0,105,9,29.5,2.6309700012,1,1
303,0,105,14,30.5,2.6394538879,1,2
303,0,105,11,26.199996948,2.340429306,0,3
303,0,105,4,32.5,3.0684776306,0,2
303,0,105,8,30.5,2.561088562,1,1
303,0,105,12,26.599990845,1.3379735947,1,3
303,0,105,17,29.5,2.3301067352,1,4
303,0,105,16,30.799987793,3.1652622223,1,2
303,0,105,10,31.199996948,2.699256897,0,1
303,0,105,13,25.599990845,1.7227497101,1,2
303,0,105,6,26.199996948,1.1688280106,1,1
303,0,105,7,24.299987793,1.0865097046,1,1
303,0,105,20,31.5,2.6439533234,1,1
303,0,105,3,30.5,2.483921051,1,2
305,0,105,4,31.199996948,2.1638221741,0,NA
305,0,105,11,30.799987793,1.8610525131,1,NA
305,0,105,19,33.5,2.9831409454,0,1
305,0,105,20,28.899993896,1.8752937317,1,1
305,0,105,16,28.199996948,2.9811077118,1,1
305,0,105,7,30.199996948,3.4549064636,1,1
305,0,105,2,21.699996948,0.3673818111,1,NA
305,0,105,8,27.899993896,2.2750511169,0,1
305,0,105,12,29.5,2.1866188049,0,1
305,0,105,18,28.199996948,2.7438335419,1,1
305,0,105,9,29.899993896,2.3612442017,0,3
305,0,105,15,33.099975586,3.1245040894,1,1
305,0,105,10,26.599990845,2.1043586731,0,1
305,0,105,1,31.799987793,2.5883579254,1,1
305,0,105,13,35.799987793,2.3957252502,0,NA
305,0,105,17,26.199996948,1.6451759338,0,NA
305,0,105,6,31.799987793,3.8282604218,1,2
586,0,105,7,27.599990845,1.7924547195,0,4
586,0,105,9,33.5,3.0718402863,0,1
586,0,105,1,4.2999992371,NA,0,NA
586,0,105,11,29.199996948,1.2455415726,1,NA
586,0,105,5,27.199996948,2.0843811035,0,2
586,0,105,3,28.5,1.8498048782,1,2
586,0,105,8,27.599990845,1.7312850952,1,2
586,0,105,2,26.599990845,1.444401741,0,2
586,0,105,4,29.899993896,2.4357204437,1,2
586,0,105,6,30.799987793,2.9097366333,0,1
586,0,105,17,29.899993896,1.9390163422,0,5
586,0,105,14,28.199996948,1.9590044022,0,2
586,0,105,15,30.199996948,1.891201973,0,2
586,0,105,19,28.5,2.2522621155,0,2
586,0,105,20,31.5,2.7248878479,0,1
586,0,105,16,27.599990845,2.250951767,0,2
586,0,105,18,25.599990845,0.8777279854,0,NA
586,0,105,13,29.5,2.2577838898,1,2
587,0,105,11,28.5,1.7866411209,0,1
587,0,105,1,22,0.9074687958,0,4
587,0,105,3,27.199996948,2.3575191498,1,1
587,0,105,5,28.899993896,2.142829895,1,1
587,0,105,12,24.599990845,0.9677906036,1,1
587,0,105,20,24.299987793,1.3224248886,0,2
587,0,105,2,26.199996948,1.3702611923,1,1
587,0,105,4,31.199996948,2.4624423981,1,2
587,0,105,6,26.199996948,1.4231882095,0,1
587,0,105,9,28.199996948,2.2289104462,0,6
587,0,105,8,30.799987793,2.208398819,1,1
587,0,105,14,29.199996948,2.3067531586,0,1
587,0,105,16,31.199996948,3.0321445465,0,NA
587,0,105,10,24.599990845,1.5467662811,0,6
587,0,105,19,31.799987793,2.5883579254,0,1
587,0,105,13,28.899993896,2.355386734,1,NA
587,0,105,18,26.899993896,2.2627754211,0,1
312,0,105,10,30.5,2.8817234039,0,6
312,0,105,17,33.099975586,3.2147407532,0,1
312,0,105,3,31.199996948,2.0218544006,1,1
312,0,105,11,32.199981689,3.3076057434,0,3
312,0,105,13,27.599990845,2.0479564667,0,2
312,0,105,16,31.799987793,3.2669353485,0,1
312,0,105,1,31.199996948,3.6618156433,1,1
312,0,105,19,31.199996948,3.2059307098,0,3
312,0,105,5,32.199981689,2.3072471619,1,1
312,0,105,7,33.799987793,3.4702835083,1,4
312,0,105,18,32.5,2.8950977325,0,1
312,0,105,6,29.899993896,2.5881919861,0,NA
312,0,105,8,28.199996948,0.8749547005,0,NA
312,0,105,15,29.5,2.0477581024,1,NA
312,0,105,9,30.799987793,2.2814922333,0,1
312,0,105,12,30.5,3.134759903,0,1
312,0,105,2,31.799987793,3.7315864563,0,2
312,0,105,20,32.799987793,3.2766170502,0,1
325,0,105,16,26.899993896,1.4603118896,0,6
325,0,105,1,29.199996948,2.6818714142,0,2
325,0,105,8,32.199981689,3.217294693,0,2
325,0,105,3,32.799987793,3.3686084747,1,1
325,0,105,10,30.199996948,2.2377033234,1,4
325,0,105,12,28.199996948,1.2554779053,0,3
325,0,105,17,27.199996948,2.3575191498,0,NA
325,0,105,19,21,0.538254261,1,NA
325,0,105,6,29.899993896,2.0750675201,0,4
325,0,105,7,32.799987793,2.7516784668,0,2
325,0,105,15,31.199996948,2.3859519958,0,NA
325,0,105,4,32.5,3.9117870331,0,1
325,0,105,20,31.199996948,2.5401554108,0,1
325,0,105,5,26.899993896,2.4732837677,0,NA
595,0,105,9,33.099975586,3.2147407532,0,1
595,0,105,1,32.5,2.8950977325,1,1
595,0,105,18,26.199996948,1.6451759338,0,3
595,0,105,13,26.899993896,1.6882305145,1,3
595,0,105,6,30.199996948,2.1660346985,1,2
595,0,105,14,27.899993896,2.4901027679,0,1
595,0,105,16,29.899993896,2.6661872864,0,1
595,0,105,19,28.199996948,1.416425705,0,6
595,0,105,5,29.899993896,2.0750675201,1,1
595,0,105,3,29.899993896,3.0737552643,0,NA
595,0,105,20,28.5,1.9140863419,0,1
595,0,105,4,31.5,2.4085693359,1,1
595,0,105,8,33.5,3.1618556976,0,1
595,0,105,12,27.199996948,1.7669649124,0,1
595,0,105,11,30.5,3.6731357574,0,1
597,0,105,10,35.799987793,3.6736316681,0,1
597,0,105,12,28.5,1.5451660156,0,1
597,0,105,9,26.899993896,1.6882305145,1,2
597,0,105,11,29.5,1.8481473923,1,1
597,0,105,13,29.899993896,2.1448516846,0,3
597,0,105,19,34.099975586,3.1262550354,1,1
597,0,105,16,30.199996948,2.3845977783,1,1
597,0,105,8,33.099975586,3.3991107941,1,1
597,0,105,14,30.799987793,1.667142868,0,NA
597,0,105,3,31.199996948,2.5401554108,1,1
597,0,105,20,27.199996948,1.8283147812,1,4
597,0,105,17,27.899993896,2.4173240662,0,1
597,0,105,7,30.799987793,2.9097366333,0,1
597,0,105,18,26.899993896,1.1991548538,0,NA
598,0,105,14,27.599990845,1.8547058105,1,1
598,0,105,2,28.5,2.4685840607,1,2
598,0,105,17,29.199996948,2.2351665497,0,1
598,0,105,8,27.199996948,1.8907308578,0,1
598,0,105,12,31.799987793,2.9176673889,1,1
598,0,105,9,29.199996948,1.1934261322,0,NA
598,0,105,11,31.199996948,2.9470863342,0,1
598,0,105,3,31.799987793,3.003112793,1,1
598,0,105,19,31.799987793,3.1777477264,0,1
598,0,105,4,30.5,2.2595977783,0,NA
598,0,105,1,25.299987793,1.4806547165,0,2
598,0,105,13,32.199981689,2.5402851105,1,1
598,0,105,20,31.199996948,1.9527082443,1,NA
598,0,105,10,27.899993896,2.0698509216,1,1
598,0,105,18,27.199996948,1.7066831589,1,1
1,0,105,18,29.5,3.116979599,0,1
1,0,105,7,24.599990845,1.4406204224,0,6
1,0,105,17,28.899993896,2.2834014893,1,3
1,0,105,19,27.199996948,1.5893182755,1,1
1,0,105,8,29.899993896,1.9390163422,0,1
1,0,105,5,28.5,1.1158761978,1,1
1,0,105,17,29.5,2.3301067352,0,1
1,0,105,16,25.899993896,1.5149698257,1,1
1,0,105,15,30.5,3.0492172241,0,1
1,0,105,8,32.199981689,3.1282482147,1,1
1,0,105,4,29.899993896,3.1587867737,0,1
1,0,105,10,25.899993896,1.3549566269,1,1
1,0,105,9,22.599990845,1.1418437958,0,1
1,0,105,20,29.199996948,2.2351665497,0,1
1,0,105,11,27.199996948,2.3575191498,1,5
1,0,105,6,26.199996948,1.6451759338,0,2
1,0,105,6,30.5,2.1160316467,1,1
1,0,105,7,30.5,2.8817234039,1,1
1,0,105,11,28.5,2.0460033417,0,1
1,0,105,13,25.599990845,1.6650094986,0,NA
1,0,105,1,28.5,2.3953590393,0,1
1,0,105,14,29.5,1.9800643921,0,2
1,0,105,2,19.399993896,0.3761527538,0,6
1,0,105,15,30.799987793,3.2528533936,0,1
1,0,105,3,18,0.3729755878,1,6
1,0,105,13,28.5,1.7866411209,1,1
1,0,105,19,28.5,1.9794855118,1,1
1,0,105,18,28.5,2.1136379242,1,2
1,0,105,1,31.199996948,2.0922260284,0,1
1,0,105,5,29.199996948,2.5283889771,1,1
1,0,105,10,30.199996948,1.9581327438,1,3
1,0,105,4,23.599990845,1.2376260757,1,1
1,0,105,3,27.599990845,1.9824571609,1,1
1,0,105,20,29.5,3.0330867767,0,1
1,0,105,12,25.299987793,1.5347414017,1,1
1,0,105,9,33.099975586,3.1245040894,1,1
2,0,105,6,29.899993896,2.0750675201,0,1
2,0,105,11,29.199996948,2.6818714142,0,2
2,0,105,3,26.599990845,1.7287321091,1,1
2,0,105,10,30.799987793,2.9937038422,1,1
2,0,105,20,22.299987793,1.1713085175,1,1
2,0,105,11,26.599990845,1.8497676849,1,1
2,0,105,14,28.5,1.9140863419,1,1
2,0,105,10,29.199996948,2.2351665497,0,1
2,0,105,2,29.199996948,2.7603321075,0,1
2,0,105,6,27.199996948,2.0187644958,0,1
2,0,105,20,26.199996948,1.762336731,1,1
2,0,105,15,27.899993896,2.3456401825,1,1
2,0,105,7,29.5,2.3301067352,1,1
2,0,105,5,29.899993896,2.4357204437,0,1
2,0,105,4,27.199996948,2.7229499817,1,1
2,0,105,16,27.899993896,2.4173240662,0,1
2,0,105,18,21.699996948,1.4164905548,0,1
2,0,105,12,28.5,1.9140863419,1,1
2,0,105,8,32.799987793,3.09649086,0,1
2,0,105,15,25.899993896,1.6841259003,0,1
2,0,105,19,29.899993896,1.6194124222,0,NA
2,0,105,4,27.599990845,1.7924547195,0,1
2,0,105,5,29.199996948,2.3067531586,1,1
2,0,105,2,30.799987793,3.4316616058,0,1
2,0,105,8,28.199996948,1.9590044022,1,1
2,0,105,9,25.599990845,1.6650094986,0,1
2,0,105,9,26.599990845,3.0470809937,1,1
2,0,105,3,24.599990845,1.4406204224,1,1
2,0,105,13,31.799987793,2.354473114,0,1
2,0,105,13,28.5,2.8514785767,1,1
2,0,105,18,31.5,2.4857940674,1,1
2,0,105,12,25.899993896,1.303650856,1,1
2,0,105,16,24.899993896,1.9720249176,0,2
2,0,105,17,28.899993896,2.6546649933,1,1
2,0,105,1,27.599990845,1.5542736053,1,1
16,0,106,1,24.299987793,1.0421867371,0,1
16,0,106,13,21,0.6284542084,0,1
16,0,106,3,16.099990845,0.299271822,1,NA
16,0,106,9,25.299987793,0.9943699837,0,1
16,0,106,6,23.599990845,0.9710149765,0,2
16,0,106,2,22.299987793,0.6324691772,0,2
16,0,106,19,23.299987793,0.9591002464,0,1
16,0,106,7,17.099990845,0.211127162,1,1
16,0,106,14,12.5,0.1045619249,1,NA
16,0,106,20,23.599990845,1.1450529099,0,3
16,0,106,8,24.299987793,0.7962632179,0,2
16,0,106,15,25.299987793,1.1298351288,0,1
16,0,106,4,22.599990845,0.7429156303,0,2
16,0,106,12,18.399993896,0.2083754539,0,1
16,0,106,10,23.599990845,0.8117890358,0,1
16,0,106,5,24,0.8249764442,0,1
16,0,106,11,24.299987793,0.6175398827,0,1
16,0,106,16,20.699996948,0.651219368,0,1
16,0,106,17,26.899993896,1.5721607208,0,1
16,0,106,18,24.899993896,1.0226459503,0,1
18,0,106,19,27.599990845,1.2809076309,0,1
18,0,106,18,22.299987793,0.7689285278,0,1
18,0,106,15,22,0.5035982132,1,2
18,0,106,1,24.299987793,0.9563994408,1,1
18,0,106,17,19.399993896,0.4998128414,1,1
18,0,106,13,24.299987793,0.9988164902,1,1
18,0,106,7,23.299987793,0.8018980026,0,1
18,0,106,6,20.299987793,0.6392865181,0,1
18,0,106,12,7.5,NA,1,NA
18,0,106,20,22,0.8315272331,0,1
18,0,106,3,20,0.5707135201,0,1
18,0,106,10,21.299987793,0.5751228333,0,1
18,0,106,2,23,1.0301876068,0,1
18,0,106,14,24.299987793,0.9149355888,1,1
18,0,106,16,19.699996948,0.4050173759,0,1
18,0,106,4,23,0.7920069695,0,1
414,0,106,13,22.599990845,0.8532862663,0,1
414,0,106,12,24.299987793,0.7586121559,0,1
414,0,106,7,24,0.9040560722,0,2
414,0,106,19,26.599990845,1.0437316895,0,2
414,0,106,9,17.099990845,0.2966496944,0,1
414,0,106,3,24.899993896,1.0226459503,0,2
414,0,106,15,22.299987793,0.7335014343,0,1
414,0,106,11,24.299987793,0.9149355888,0,1
414,0,106,5,23.599990845,1.2853012085,0,2
414,0,106,4,24.299987793,0.7219142914,0,1
414,0,106,2,22.299987793,0.6324691772,0,1
414,0,106,10,19.699996948,0.6213879585,0,1
414,0,106,20,23.599990845,0.7377300262,0,3
414,0,106,1,27.599990845,1.3870067596,0,1
414,0,106,6,22,0.5325074196,1,1
414,0,106,16,23.299987793,0.9591002464,0,1
414,0,106,14,21,0.5975637436,0,1
414,0,106,8,21.699996948,0.7491469383,0,1
415,0,106,15,23,0.4956352711,0,1
415,0,106,9,22.299987793,0.7689285278,0,2
415,0,106,3,25.599990845,1.0057611465,0,1
415,0,106,20,25.599990845,1.142832756,0,1
415,0,106,7,26.599990845,1.1376390457,1,1
415,0,106,5,24.899993896,0.8546490669,0,2
415,0,106,18,24.899993896,1.0670871735,0,1
415,0,106,11,24,0.9040560722,0,1
415,0,106,6,21.699996948,0.7146730423,0,1
415,0,106,10,23.299987793,1.0006856918,0,NA
415,0,106,19,26.599990845,0.7870531082,1,1
415,0,106,13,27.599990845,1.2294826508,0,1
415,0,106,8,18.699996948,0.3212521076,0,1
415,0,106,12,20.299987793,0.4672884941,0,2
415,0,106,16,22.599990845,0.6737680435,0,1
415,0,106,4,24.899993896,0.9366941452,0,1
415,0,106,17,21.299987793,0.8061423302,1,1
415,0,106,2,23.299987793,0.8018980026,0,2
415,0,106,1,23.599990845,0.8117890358,1,1
416,0,106,20,9.1999969482,0.0483255982,1,NA
416,0,106,10,23.299987793,1.0431842804,0,1
416,0,106,2,17.399993896,0.3831665516,0,1
416,0,106,7,23,1.0301876068,1,1
416,0,106,17,20.299987793,0.5497040749,0,2
416,0,106,12,24.899993896,1.6765651703,0,1
416,0,106,4,5.1999969482,NA,1,NA
416,0,106,1,27.199996948,1.8907308578,0,1
416,0,106,6,21.299987793,0.5454621315,1,1
416,0,106,18,12.799995422,0.0979778767,0,1
416,0,106,14,23.299987793,0.7648825645,0,2
416,0,106,8,21.299987793,0.8424873352,0,2
416,0,106,9,24.599990845,1.1921434402,0,2
416,0,106,5,24.299987793,1.2251996994,0,2
416,0,106,11,17.099990845,0.2604284286,0,1
416,0,106,13,25.599990845,1.2392339706,0,1
416,0,106,3,21.299987793,0.7706327438,0,4
417,0,106,16,26.199996948,1.6451759338,1,1
417,0,106,6,23,0.7920069695,1,1
417,0,106,9,20.699996948,0.651219368,0,1
417,0,106,19,25.299987793,0.9943699837,0,1
417,0,106,4,25.599990845,1.0057611465,1,1
417,0,106,1,22.599990845,0.5766954422,0,1
417,0,106,11,24.899993896,1.303943634,1,1
417,0,106,5,22.299987793,0.9193840027,0,1
417,0,106,7,21.699996948,0.6482791901,1,1
417,0,106,14,24.299987793,1.0421867371,0,1
417,0,106,17,25.899993896,1.4072780609,1,1
417,0,106,13,26.199996948,1.0742769241,0,2
417,0,106,15,21.299987793,0.8424873352,0,3
417,0,106,8,19.399993896,0.6424970627,0,1
417,0,106,10,24.599990845,1.3889951706,0,1
417,0,106,20,17.099990845,0.2433239222,0,1
417,0,106,18,23.299987793,1.0431842804,0,1
418,0,106,13,22,0.6244139671,0,1
418,0,106,8,23,0.7554683685,0,2
418,0,106,6,25.299987793,0.6767964363,0,1
418,0,106,1,24.599990845,1.2399091721,0,1
418,0,106,5,22.299987793,0.7335014343,0,1
418,0,106,9,24,0.9450082779,0,1
418,0,106,16,26.599990845,0.9539985657,0,1
418,0,106,2,20.699996948,0.5310463905,0,1
418,0,106,12,21.699996948,0.6163592339,0,2
418,0,106,15,25.599990845,1.391368866,0,2
418,0,106,10,24,0.9450082779,0,2
418,0,106,4,23.299987793,1.0431842804,0,1
418,0,106,20,21.299987793,0.6691179276,0,1
418,0,106,3,23.299987793,0.8786711693,0,1
418,0,106,18,20.699996948,0.7843837738,0,1
418,0,106,7,25.599990845,1.0057611465,0,2
418,0,106,14,25.299987793,0.9943699837,0,2
418,0,106,19,25.299987793,1.225107193,0,2
418,0,106,17,22,0.5622801781,0,1
419,0,106,9,22.599990845,0.8532862663,0,2
419,0,106,6,24.299987793,1.2733354568,0,1
419,0,106,5,24.599990845,1.0995073318,1,1
419,0,106,8,21.299987793,1.2071886063,0,3
419,0,106,2,19.399993896,0.4233338833,0,1
419,0,106,3,21,0.5098347664,0,2
419,0,106,19,24.299987793,1.1317863464,0,1
419,0,106,12,22.299987793,1.0414094925,0,1
419,0,106,14,23.599990845,1.0561819077,0,2
419,0,106,17,22,0.6567754745,0,1
419,0,106,13,25.299987793,1.3243484497,0,1
419,0,106,7,25.599990845,0.962079525,0,1
419,0,106,11,24.599990845,0.9258151054,0,1
419,0,106,4,24.599990845,1.0107307434,0,1
419,0,106,16,24.899993896,1.2546186447,1,1
419,0,106,20,23.599990845,1.2376260757,0,1
419,0,106,18,23.599990845,1.01313591,1,1
419,0,106,15,25.899993896,1.6267242432,0,1
421,0,106,10,22.599990845,1.0128574371,0,1
421,0,106,11,23,1.0730419159,0,1
421,0,106,7,19,0.5718121529,1,1
421,0,106,18,24,0.86404562,0,1
421,0,106,16,23.599990845,1.0561819077,0,2
421,0,106,4,24,0.7134180069,0,1
421,0,106,9,23.599990845,0.6335849762,0,1
421,0,106,1,23.299987793,0.8018980026,0,1
421,0,106,5,21,0.5975637436,1,NA
421,0,106,8,21,0.5975637436,0,2
421,0,106,14,25.899993896,1.4606161118,0,1
421,0,106,19,24.899993896,0.8546490669,0,2
421,0,106,20,24,0.7134180069,1,2
421,0,106,13,25.599990845,1.0057611465,0,1
421,0,106,17,18.699996948,0.2816417217,1,1
421,0,106,2,19.699996948,0.3366286755,0,2
421,0,106,3,25.899993896,1.1085882187,0,2
421,0,106,6,27.199996948,1.0665140152,0,1
422,0,106,2,23.599990845,0.8895506859,1,2
422,0,106,17,24.599990845,1.0107307434,0,2
422,0,106,5,25.299987793,0.9943699837,0,2
422,0,106,8,21.699996948,0.5550723076,1,1
422,0,106,3,27.599990845,1.4416799545,0,1
422,0,106,6,26.599990845,1.1376390457,1,1
422,0,106,20,24.299987793,0.9988164902,0,1
422,0,106,9,20,0.4353840351,1,1
422,0,106,19,27.199996948,1.5322370529,0,2
422,0,106,18,24.899993896,1.1588993073,0,2
422,0,106,14,22.599990845,0.6737680435,0,2
422,0,106,4,20.699996948,0.7161774635,0,3
422,0,106,16,20,0.5707135201,0,1
422,0,106,15,23.599990845,1.01313591,0,1
422,0,106,7,27.599990845,1.2809076309,0,1
422,0,106,10,24.299987793,1.0421867371,0,1
422,0,106,12,27.199996948,1.2121524811,0,1
425,0,106,5,12.099998474,0.1383668184,0,1
425,0,106,15,23.599990845,1.1450529099,0,2
425,0,106,14,17.399993896,0.4053487778,0,2
425,0,106,11,24.899993896,1.0670871735,0,2
425,0,106,19,22,0.9467339516,0,1
425,0,106,3,23,0.8677916527,0,2
425,0,106,2,17.699996948,0.2683832645,1,1
425,0,106,20,23.299987793,1.0431842804,0,1
425,0,106,17,20,0.6930990219,0,1
425,0,106,16,21.699996948,0.5550723076,0,2
425,0,106,9,21.299987793,0.6369504929,1,1
425,0,106,10,24.899993896,1.2546186447,0,2
425,0,106,7,13.5,0.1396201849,0,1
425,0,106,18,11.199996948,0.0831347108,0,1
425,0,106,1,24.599990845,1.4406204224,0,1
425,0,106,4,24.599990845,1.2886390686,0,2
425,0,106,6,19.399993896,0.7372398376,0,1
425,0,106,12,20.699996948,0.9691085815,0,1
425,0,106,8,22.299987793,0.7689285278,0,1
426,0,106,14,21.299987793,0.4351742268,1,1
426,0,106,15,22,0.8315272331,0,1
426,0,106,18,24.599990845,1.1921434402,1,1
426,0,106,5,9.1999969482,0.0690761209,1,NA
426,0,106,16,24.899993896,1.2062711716,1,2
426,0,106,10,24,0.9040560722,0,2
426,0,106,20,24.299987793,1.0421867371,0,1
426,0,106,19,26.899993896,1.0551233292,0,1
426,0,106,9,23.599990845,0.8117890358,0,1
426,0,106,6,25.299987793,1.0836877823,0,1
426,0,106,7,20.699996948,0.5310463905,0,1
426,0,106,2,23,0.7920069695,0,2
426,0,106,17,6.5999984741,NA,0,NA
426,0,106,3,23.299987793,0.8018980026,0,2
426,0,106,12,24.599990845,0.8447585106,0,1
426,0,106,1,22,0.7590374947,1,1
426,0,106,4,22.299987793,0.7689285278,1,1
426,0,106,8,22.599990845,0.9312987328,0,1
426,0,106,13,23.299987793,0.8786711693,0,1
427,0,106,12,25.299987793,0.7502355576,1,1
427,0,106,17,27.199996948,1.2121524811,1,1
427,0,106,5,27.199996948,1.3673934937,0,1
427,0,106,2,24,0.577852726,0,1
427,0,106,16,28.199996948,1.3080205917,0,1
427,0,106,1,22.299987793,0.5100054741,1,1
427,0,106,18,25.299987793,0.8678369522,0,1
427,0,106,8,20.699996948,0.5895090103,0,3
427,0,106,6,21,0.6601686478,1,2
427,0,106,3,25.899993896,1.2040882111,1,2
427,0,106,10,23,0.6183342934,0,1
427,0,106,19,27.599990845,1.2294826508,0,1
427,0,106,14,26.199996948,0.775724411,1,1
427,0,106,13,29.199996948,1.2455415726,0,2
427,0,106,20,18.399993896,0.3805148602,0,1
427,0,106,9,25.899993896,1.2040882111,1,1
427,0,106,15,25.599990845,0.962079525,0,1
427,0,106,11,23.599990845,0.8895506859,0,1
427,0,106,7,7.8999977112,NA,1,NA
427,0,106,4,22.299987793,0.5393095016,0,1
117,0,106,7,23.299987793,0.9591002464,1,1
117,0,106,14,20.299987793,0.5497040749,1,1
117,0,106,19,23,0.7920069695,0,1
117,0,106,16,24.599990845,0.9258151054,1,1
117,0,106,5,18.699996948,0.5633158684,1,2
117,0,106,2,16.399993896,0.3042201996,0,1
117,0,106,6,23.299987793,0.918428421,0,1
117,0,106,8,20.299987793,0.6392865181,1,1
117,0,106,4,18.699996948,0.3421576023,0,1
117,0,106,17,23.299987793,1.1761665344,0,1
117,0,106,18,22.599990845,0.9716348648,0,2
117,0,106,12,20,0.758998394,1,2
117,0,106,15,22,0.5622801781,0,2
117,0,106,3,17.399993896,0.3012626171,0,1
117,0,106,20,24,0.9450082779,0,2
117,0,106,13,24.599990845,0.9258151054,0,2
117,0,106,11,20,0.386743784,0,2
117,0,106,9,24.299987793,1.0421867371,1,2
117,0,106,10,23.299987793,0.7287807465,0,1
119,0,106,5,20.699996948,0.5310463905,0,1
119,0,106,19,20.699996948,0.7161774635,0,1
119,0,106,2,19.399993896,0.4998128414,0,1
119,0,106,3,20,0.6303372383,0,1
119,0,106,6,20,0.386743784,0,2
119,0,106,4,21,0.6284542084,0,1
119,0,106,15,22,0.8690667152,0,2
119,0,106,7,18.699996948,0.3861691952,0,1
119,0,106,18,19.699996948,0.3586521149,0,1
119,0,106,10,22.599990845,0.891849041,0,1
119,0,106,8,17.399993896,0.4053487778,0,2
119,0,106,16,20.299987793,0.5214362144,0,2
119,0,106,17,21.699996948,0.7844719887,0,2
119,0,106,1,23.299987793,0.9591002464,1,2
119,0,106,11,18,0.3952167034,0,2
119,0,106,12,22.299987793,0.698949337,0,1
119,0,106,9,22,0.8690667152,0,2
119,0,106,20,21,0.5975637436,0,2
122,0,106,11,22.599990845,1.0128574371,0,3
122,0,106,12,20,0.5707135201,1,1
122,0,106,19,24.299987793,1.1317863464,1,1
122,0,106,7,18,0.4418172836,0,2
122,0,106,17,23.599990845,0.6007213593,1,1
122,0,106,18,15.099998474,0.1521724463,0,1
122,0,106,10,20,0.514228344,0,1
122,0,106,2,22.299987793,0.698949337,0,2
122,0,106,14,23.599990845,1.1001548767,1,1
122,0,106,4,18.399993896,0.2592594624,1,2
122,0,106,5,24.899993896,1.1125049591,1,2
122,0,106,3,20.699996948,0.5310463905,1,2
122,0,106,6,18.399993896,0.4267072678,0,1
122,0,106,16,22,0.8690667152,1,1
122,0,106,9,24,1.3559398651,0,2
122,0,106,20,21.699996948,0.8206481934,1,2
122,0,106,1,23.599990845,1.3834295273,0,2
122,0,106,13,24.299987793,0.7962632179,1,1
128,0,106,16,23.599990845,0.9298200607,1,2
128,0,106,8,22,0.6900000572,0,2
128,0,106,11,21.699996948,0.6163592339,1,1
128,0,106,10,24.299987793,0.8348674774,0,1
128,0,106,17,22,0.6900000572,0,3
128,0,106,13,21.699996948,0.4971904755,1,NA
128,0,106,3,23,0.9471850395,1,2
128,0,106,20,23.299987793,0.8018980026,0,3
128,0,106,6,10.799995422,0.0949260592,0,1
128,0,106,19,22,0.8690667152,1,1
128,0,106,14,4.8999977112,NA,0,NA
128,0,106,2,21,0.5674972534,0,2
128,0,106,12,18.699996948,0.3212521076,0,1
128,0,106,15,24.299987793,0.9563994408,0,3
128,0,106,7,22.599990845,0.6737680435,1,1
128,0,106,9,21.699996948,0.7491469383,0,2
128,0,106,18,20.299987793,0.6086297035,0,1
128,0,106,4,20,0.542078495,0,2
485,0,106,4,23.299987793,0.5935139656,0,1
485,0,106,3,24,0.7868490219,0,2
485,0,106,1,25.599990845,1.2392339706,1,1
485,0,106,6,21.299987793,0.5751228333,0,1
485,0,106,20,23.599990845,1.0561819077,1,1
485,0,106,14,23,0.6850967407,0,1
485,0,106,15,26.599990845,1.1376390457,0,2
485,0,106,13,26.199996948,0.8975095749,1,1
485,0,106,12,24.299987793,0.9149355888,0,2
485,0,106,19,17.399993896,0.1988828182,0,1
485,0,106,9,19.399993896,0.3110888004,0,2
485,0,106,10,23.299987793,0.6259593964,0,1
485,0,106,11,18.699996948,0.2816417217,0,1
485,0,106,18,26.199996948,1.1210384369,1,1
485,0,106,2,13.5,0.0657477975,1,NA
485,0,106,8,25.899993896,0.7291297913,0,1
485,0,106,17,24.599990845,0.9258151054,0,1
485,0,106,7,24,0.9450082779,0,1
488,0,106,11,19.699996948,0.6519117355,0,1
488,0,106,6,23,0.7198314667,1,1
488,0,106,9,23,0.8294482231,0,1
488,0,106,4,12.5,0.0964715481,1,NA
488,0,106,8,16.699996948,0.192237854,0,1
488,0,106,16,7.5,NA,0,NA
488,0,106,14,23.299987793,0.8786711693,1,2
488,0,106,5,20.299987793,0.5497040749,0,1
488,0,106,17,20.699996948,0.4238653183,1,1
488,0,106,7,24,0.7496628761,0,1
488,0,106,13,24,0.7496628761,0,1
488,0,106,20,23.299987793,0.9591002464,0,1
488,0,106,18,24,0.9869017601,1,1
488,0,106,1,22,0.9074687958,0,3
488,0,106,19,13.799995422,0.1214036345,0,1
488,0,106,3,24,0.9040560722,0,1
489,0,106,15,23.599990845,0.7020893097,0,2
489,0,106,2,23,0.6850967407,0,1
489,0,106,3,22.299987793,0.9998598099,0,1
489,0,106,20,22,0.8315272331,0,1
489,0,106,16,24.899993896,1.0226459503,0,1
489,0,106,12,24.899993896,0.8951835632,0,2
489,0,106,8,8.5,0.0418787897,1,NA
489,0,106,11,23.599990845,0.6673746109,0,1
489,0,106,7,20.699996948,0.651219368,1,1
489,0,106,9,20.699996948,0.7498745918,0,2
489,0,106,19,24.599990845,1.0546369553,1,2
489,0,106,17,21.299987793,0.5454621315,1,1
489,0,106,5,19,0.7227339745,0,1
489,0,106,10,15.699996948,0.1334773302,1,NA
489,0,106,4,19.399993896,0.4480659962,1,1
489,0,106,13,26.899993896,1.0092229843,0,2
489,0,106,1,24.899993896,1.2062711716,1,2
489,0,106,14,20,0.542078495,0,2
489,0,106,18,23.299987793,0.6259593964,0,1
491,0,106,2,13.099998474,0.1079628468,0,1
