site,block,female,male,height,rust,volume
1,20,C10068,0,16,1,27.97
1,20,C10069,0,13,1,16.86
1,20,C10070,0,12.5,1,14.18
1,20,C10071,0,16.2,0,42.29
1,20,C10073,0,15.2,0,32.02
1,20,C10074,0,15,1,23.26
2,1,C1001,0,17.3,0,26.31
2,1,C1003,0,13.5,0,17.38
2,1,C1004,0,16.5,0,30.59
2,1,C1005,0,15.8,0,24.32
2,1,C1006,0,17.2,0,33.73
2,1,C1007,0,15.5,0,23.92
2,1,C1008,0,15,0,28.11
2,1,C1009,0,13.7,1,12.08
2,1,C10010,0,15.7,0,24.19
2,1,C10011,0,14.8,0,17.42
2,1,C10012,0,14.8,0,26.13
2,1,C10013,0,15.2,0,22
2,1,C10014,0,16.9,0,24.09
2,1,C10015,0,14.2,1,19.41
2,1,C10016,0,17,1,33.38
2,1,C10017,0,15.7,0,31.08
2,1,C10018,0,14.8,0,14.98
2,1,C10020,0,15.7,0,29.27
2,1,C10021,0,13.9,0,17.79
2,1,C10022,0,11,0,9.61
2,1,C10023,0,14,0,17.9
2,1,C10024,0,12.5,0,15.24
2,1,C10026,0,16.8,0,33.03
2,1,C10027,0,15.7,0,22.62
2,1,C10028,0,12.5,1,10.46
2,1,C10029,0,15.4,0,30.55
2,1,C10030,0,16,0,26.25
2,1,C10031,0,15.8,0,22.74
2,1,C10032,0,14.4,0,21.02
2,1,C10033,0,14.8,0,26.13
2,1,C10034,0,13.5,1,17.38
2,1,C10035,0,16,0,27.97
2,1,C10036,0,13.9,0,21.8
2,1,C10037,0,16,0,22.98
2,1,C10038,0,14.8,1,21.51
2,1,C10039,0,16.4,0,32.32
2,1,C10040,0,15.8,0,37.12
2,1,C10041,0,17.1,0,31.58
2,1,C10043,0,11.9,0,11.8
2,1,C10044,0,13,1,15.71
2,1,C10045,0,14.1,0,25.05
2,1,C10046,0,16.3,0,24.98
2,1,C10047,0,13,0,14.62
2,1,C10048,0,14.7,0,25.97
2,1,C10756,0,12.9,0,13.49
2,1,C17100,0,15.4,0,28.77
2,1,C10049,0,18,0,44.18
2,1,C10050,0,13.4,0,17.27
2,1,C10051,0,15,0,21.76
2,1,C10052,0,16.1,0,26.39
2,1,C10053,0,15,0,24.82
2,1,C10054,0,17.3,0,31.91
2,1,C10055,0,15,0,23.26
2,1,C10056,0,14.4,0,19.64
2,1,C10057,0,14,0,35.11
2,1,C10058,0,11.5,0,10.68
2,1,C10059,0,14.5,0,25.67
2,1,C10060,0,12.5,0,8.89
2,1,c10061,0,15.9,0,33.34
2,1,C10062,0,15.2,0,33.9
2,1,C10063,0,15.7,0,31.08
2,1,C10064,0,15.8,0,25.96
2,1,C10065,0,15.6,0,22.49
2,1,C10066,0,15,1,23.26
2,1,C10067,0,16,0,24.58
2,1,C10068,0,15.5,0,22.37
2,1,C10070,0,13.8,1,17.69
2,1,C10071,0,12.7,0,14.36
2,1,C10072,0,14.7,0,22.86
2,1,C10073,0,16.3,0,26.68
2,1,C10074,0,15.8,0,33.15
2,2,C1001,0,14.6,0,21.27
2,2,C1002,0,17,0,35.41
2,2,C1003,0,13,0,18.06
2,2,C1004,0,15.8,0,27.67
2,2,C1005,0,14.9,0,18.83
2,2,C1006,0,16.5,0,28.74
2,2,C1007,0,16,0,29.76
2,2,C1009,0,13.2,1,20.87
2,2,C10010,0,15.9,1,24.45
2,2,C10011,0,15,1,23.26
2,2,C10012,0,16.5,0,30.59
2,2,C10013,0,17.6,1,53.22
2,2,C10014,0,13.4,0,16.09
2,2,C10015,0,14.3,1,23.82
2,2,C10016,0,15.6,1,20.99
2,2,C10017,0,15.4,0,27.05
2,2,C10018,0,16,0,29.76
2,2,C10020,0,16.6,0,22.12
2,2,C10021,0,12,0,11
2,2,C10022,0,15.7,0,24.19
2,2,C10024,0,15,1,26.44
2,2,C10025,0,15,0,24.82
2,2,C10026,0,16.5,1,28.74
2,2,C10027,0,12.6,0,16.44
2,2,C10028,0,15.5,1,23.92
2,2,C10029,0,16,1,26.25
2,2,C10030,0,17.9,0,28.96
2,2,C10031,0,17,0,33.38
2,2,C10032,0,16.3,0,26.68
2,2,C10033,0,16,1,27.97
2,2,C10034,0,12.7,0,15.43
2,2,C10035,0,16.5,1,32.5
2,2,C10036,0,17.5,0,30.28
2,2,C10037,0,16.2,0,28.28
2,2,C10038,0,15.5,0,23.92
2,2,C10039,0,14.5,0,19.75
2,2,C10040,0,16,1,27.97
2,2,C10041,0,16,0,27.97
2,2,C10042,0,17.5,0,40.75
2,2,C10043,0,13.1,0,16.96
2,2,C10044,0,14.2,0,20.78
2,2,C10045,0,13.6,0,21.4
2,2,C10046,0,14.3,0,18.21
2,2,C10047,0,12.4,0,13.1
2,2,C10048,0,15.5,0,27.2
2,2,C10756,0,17.8,0,25.19
2,2,C17100,0,17.1,1,26.04
2,2,C10049,0,17.9,1,34.97
2,2,C10050,0,16.5,1,30.59
2,2,C10053,0,11.4,0,14.19
2,2,C10054,0,15.3,1,32.21
2,2,C10055,0,14.5,0,22.6
2,2,C10056,0,17.3,0,24.58
2,2,C10057,0,14.2,1,19.41
2,2,C10058,0,16.5,0,28.74
2,2,C10059,0,12.6,0,11.38
2,2,C10060,0,15.4,0,23.79
2,2,c10061,0,14.5,1,18.41
2,2,C10062,0,17.5,0,55.58
2,2,C10063,0,13.5,0,18.62
2,2,C10064,0,16.4,0,42.77
2,2,C10066,0,19.5,0,33.36
2,2,C10067,0,11.7,0,16.59
2,2,C10068,0,17.5,0,32.24
2,2,C10070,0,13.4,0,16.09
2,2,C10071,0,16.2,0,21.67
2,2,C10072,0,16.5,1,36.51
2,2,C10073,0,16,0,24.58
2,2,C10074,0,15.2,1,20.54
2,3,C1001,0,14.7,0,18.62
2,3,C1003,0,14,0,14.35
2,3,C1004,0,16.8,0,23.96
2,3,C1005,0,16,0,27.97
2,3,C1006,0,15.4,1,25.39
2,3,C1007,0,18.3,1,35.67
2,3,C1008,0,13,0,15.71
2,3,C1009,0,14.7,0,16.09
2,3,C10010,0,16.4,1,25.11
2,3,C10011,0,13.9,0,16.57
2,3,C10012,0,14.5,0,15.91
2,3,C10013,0,16,0,27.97
2,3,C10014,0,11.5,0,7.18
2,3,C10015,0,14.7,1,22.86
2,3,C10016,0,11,0,7.6
2,3,C10017,0,13.4,0,23.98
2,3,C10018,0,12.5,0,8.89
2,3,C10020,0,15.7,0,25.82
2,3,C10021,0,14,0,16.66
2,3,C10022,0,16,0,21.45
2,3,C10023,0,13.5,0,16.19
2,3,C10024,0,15.9,0,24.45
2,3,C10025,0,14.7,0,17.33
2,3,C10026,0,16,0,29.76
2,3,C10027,0,17.4,0,34.08
2,3,C10028,0,14.8,1,16.17
2,3,C10029,0,15.9,0,22.86
2,3,C10030,0,13.8,0,16.47
2,3,C10031,0,14.2,0,22.2
2,3,C10032,0,13,0,12.58
2,3,C10033,0,14.2,0,19.41
2,3,C10034,0,16.2,0,28.28
2,3,C10035,0,14,0,19.19
2,3,C10036,0,12.3,0,14.01
2,3,C10038,0,14.6,0,42.57
2,3,C10039,0,13.2,0,18.28
2,3,C10040,0,13.6,0,16.28
2,3,C10041,0,13.1,0,15.81
2,3,C10043,0,12.1,0,9.45
2,3,C10044,0,12.4,1,12.15
2,3,C10045,0,14.4,0,21.02
2,3,C10046,0,15,0,23.26
2,3,C10047,0,16.3,0,26.68
2,3,C10048,0,11.5,1,10.68
2,3,C10756,0,19,0,36.91
2,3,C17100,0,16.3,0,26.68
2,3,C10050,0,13,0,16.86
2,3,C10051,0,15.8,0,27.67
2,3,C10052,0,10.2,0,6.75
2,3,C10053,0,14.4,0,19.64
2,3,C10054,0,15.2,1,23.52
2,3,C10055,0,12.3,1,14.01
2,3,C10056,0,13.3,0,14.87
2,3,C10057,0,14,1,17.9
2,3,C10058,0,11.2,0,12.16
2,3,C10059,0,12.7,0,15.43
2,3,C10060,0,16.7,0,29.05
2,3,c10061,0,13.5,1,24.13
2,3,C10062,0,17.1,0,33.56
2,3,C10063,0,16.2,0,30.09
2,3,C10064,0,15.5,0,44.99
2,3,C10065,0,13.5,0,18.62
2,3,C10066,0,14.6,0,19.86
2,3,C10067,0,14.4,0,18.31
2,3,C10068,0,15,0,21.76
2,3,C10069,0,16.2,1,18.75
2,3,C10070,0,17,0,27.68
2,3,C10071,0,11.4,0,10.62
2,3,C10072,0,17.6,0,30.43
2,3,C10073,0,16.9,0,29.36
2,3,C10074,0,17.6,0,30.43
2,4,C1001,0,15.5,0,19.45
2,4,C1002,0,13.2,1,18.28
2,4,C1003,0,15.4,0,27.05
2,4,C1004,0,16.1,0,24.72
2,4,C1005,0,19.8,0,43.14
2,4,C1006,0,17.5,0,30.28
2,4,C1007,0,15.5,0,23.92
2,4,C1008,0,16.8,0,29.2
2,4,C1009,0,16.5,1,47.67
2,4,C10010,0,15.9,1,27.82
2,4,C10011,0,16.5,1,32.5
2,4,C10012,0,17.6,0,36.54
2,4,C10013,0,16.8,0,29.2
2,4,C10014,0,15,0,17.61
2,4,C10015,0,16.8,0,33.03
2,4,C10016,0,15.9,0,29.6
2,4,C10017,0,19.1,0,39.37
2,4,C10018,0,15.7,1,22.62
2,4,C10020,0,16.4,1,21.9
2,4,C10021,0,17.7,0,32.57
2,4,C10022,0,14.1,0,29.95
2,4,C10023,0,17.1,0,24.33
2,4,C10024,0,15.1,0,24.96
2,4,C10025,0,15.8,0,25.96
2,4,C10026,0,16.3,0,26.68
2,4,C10027,0,17.4,0,42.82
2,4,C10028,0,13,0,14.62
2,4,C10029,0,17.6,0,36.54
2,4,C10030,0,17.2,0,35.79
2,4,C10031,0,16,0,27.97
2,4,C10032,0,17,1,29.51
2,4,C10033,0,16.8,0,33.03
2,4,C10034,0,15.5,1,20.88
2,4,C10035,0,13.2,0,15.9
2,4,C10036,0,16.5,0,38.61
2,4,C10037,0,14.5,0,19.75
2,4,C10038,0,18,1,35.14
2,4,C10039,0,19.5,0,45.02
2,4,C10040,0,13,0,18.06
2,4,C10041,0,14.8,0,26.13
2,4,C10042,0,16.1,0,44.29
2,4,C10044,0,15.4,0,32.4
2,4,C10045,0,14.7,0,21.39
2,4,C10046,0,14.5,0,19.75
2,4,C10047,0,17.1,0,35.6
2,4,C10048,0,16.5,0,32.5
2,4,C10756,0,17.8,0,39.12
2,4,C17100,0,13.9,0,15.39
2,4,C10049,0,16.5,0,30.59
2,4,C10050,0,17.3,0,33.91
2,4,C10051,0,15.4,0,27.05
2,4,C10052,0,15.5,1,22.37
2,4,C10053,0,17,0,33.38
2,4,C10054,0,15.2,0,25.1
2,4,C10055,0,14.9,1,23.13
2,4,C10057,0,14.2,1,20.78
2,4,C10058,0,14.3,0,25.36
2,4,C10059,0,15.8,1,31.26
2,4,C10060,0,17.5,0,30.28
2,4,c10061,0,17.5,0,40.75
2,4,C10062,0,16.4,0,28.59
2,4,C10063,0,16,0,27.97
2,4,C10064,0,20.5,1,58.41
2,4,C10065,0,14,0,23.39
2,4,C10066,0,15,1,18.93
2,4,C10067,0,15.4,1,22.25
2,4,C10068,0,19.5,1,52.94
2,4,C10069,0,17.4,1,38.32
2,4,C10070,0,16,1,27.97
2,4,C10071,0,15,0,23.26
2,4,C10072,0,15.2,1,30.2
2,4,C10073,0,17.5,0,32.24
2,4,C10074,0,17.8,0,30.74
2,5,C1001,0,17,0,29.51
2,5,C1002,0,14.8,1,22.99
2,5,C1003,0,16.1,0,28.13
2,5,C1004,0,14.1,0,18
2,5,C1005,0,16.2,1,23.23
2,5,C1006,0,15.9,0,24.45
2,5,C1007,0,15.5,0,23.92
2,5,C1008,0,18.8,0,34.38
2,5,C1009,0,16,0,22.98
2,5,C10010,0,16,1,27.97
2,5,C10011,0,16.2,0,33.9
2,5,C10012,0,14.9,0,17.51
2,5,C10013,0,12.8,0,11.5
2,5,C10014,0,19.1,0,34.88
2,5,C10015,0,14.5,0,17.14
2,5,C10016,0,16,1,15.92
2,5,C10017,0,16.7,0,30.92
2,5,C10018,0,15.9,0,24.45
2,5,C10020,0,12.4,1,13.1
2,5,C10021,0,17.4,0,47.6
2,5,C10022,0,12.6,0,17.61
2,5,C10023,0,17,0,33.38
2,5,C10024,0,18,0,27.24
2,5,C10025,0,18.1,0,46.86
2,5,C10026,0,17.1,0,35.6
2,5,C10027,0,17.2,0,35.79
2,5,C10028,0,15.3,0,26.9
2,5,C10029,0,15.6,0,34.7
2,5,C10030,0,16,0,27.97
2,5,C10031,0,18,0,37.3
2,5,C10032,0,15,1,21.76
2,5,C10033,0,19.1,0,37.09
2,5,C10034,0,14,1,14.35
2,5,C10035,0,18,0,41.82
2,5,C10036,0,13.8,0,18.96
2,5,C10037,0,15.3,0,26.9
2,5,C10038,0,16.4,1,23.47
2,5,C10039,0,18,0,31.05
2,5,C10040,0,18,1,44.18
2,5,C10041,0,16,1,31.61
2,5,C10042,0,15.3,0,26.9
2,5,C10043,0,13.9,1,15.39
2,5,C10044,0,11.8,1,8.58
2,5,C10045,0,15,0,29.85
2,5,C10047,0,14.8,0,21.51
2,5,C10048,0,15.1,1,28.28
2,5,C10756,0,18.8,1,41.13
2,5,C17100,0,12,0,7.98
2,5,C10049,0,16.4,0,25.11
2,5,C10050,0,17,1,27.68
2,5,C10051,0,14.3,0,20.9
2,5,C10052,0,16.1,1,23.11
2,5,C10053,0,16,1,26.25
2,5,C10054,0,13.8,0,24.59
2,5,C10055,0,15.4,0,22.25
2,5,C10056,0,15.7,0,27.51
2,5,C10057,0,15.7,0,29.27
2,5,C10058,0,12.9,0,11.57
2,5,C10059,0,15.9,0,24.45
2,5,C10060,0,15.7,1,22.62
2,5,c10061,0,16.8,0,31.08
2,5,C10062,0,18.2,0,49.63
2,5,C10063,0,7.2,0,4.06
2,5,C10064,0,17.4,0,47.6
2,5,C10065,0,16,0,33.53
2,5,C10066,0,16,0,29.76
2,5,C10067,0,15.9,0,31.44
2,5,C10068,0,16.6,0,36.71
2,5,C10069,0,17.5,1,36.35
2,5,C10070,0,17.6,0,32.4
2,5,C10071,0,15.5,0,18.08
2,5,C10072,0,16.9,0,33.2
2,5,C10073,0,19.7,1,42.94
2,6,C1001,0,17.4,0,24.7
2,6,C1002,0,13.6,0,16.28
2,6,C1003,0,15.2,1,17.8
2,6,C1004,0,15,0,28.11
2,6,C1005,0,13.3,1,16
2,6,C1006,0,16.8,0,22.35
2,6,C1007,0,12,1,11
2,6,C1008,0,14.4,1,15.83
2,6,C1009,0,17.1,0,29.66
2,6,C10010,0,15,0,18.93
2,6,C10011,0,15.6,0,19.56
2,6,C10012,0,16.9,0,25.78
2,6,C10013,0,15,1,17.61
2,6,C10014,0,14.6,0,13.71
2,6,C10015,0,14,1,19.19
2,6,C10016,0,18,0,33.06
2,6,C10018,0,15.7,0,24.19
2,6,C10020,0,14,1,15.48
2,6,C10021,0,8,0,3.94
2,6,C10022,0,15.7,0,21.11
2,6,C10023,0,16.9,0,27.53
2,6,C10024,0,12.8,0,15.52
2,6,C10025,0,15.3,1,20.66
2,6,C10026,0,18,0,31.05
2,6,C10027,0,16,0,26.25
2,6,C10028,0,15.4,0,17.99
2,6,C10030,0,17.5,1,36.35
2,6,C10031,0,12.6,0,11.38
2,6,C10032,0,14.5,0,18.41
2,6,C10033,0,15.3,0,23.66
2,6,C10034,0,15.7,1,18.27
2,6,C10035,0,14.2,0,20.78
2,6,C10036,0,19.2,0,44.38
2,6,C10037,0,14.4,1,14.67
2,6,C10038,0,17,1,37.51
2,6,C10039,0,16.5,0,26.96
2,6,C10040,0,14.4,1,17.04
2,6,C10041,0,13,1,12.58
2,6,C10044,0,16,0,24.58
2,6,C10045,0,13,0,20.61
2,6,C10046,0,14.5,0,24.1
2,6,C10047,0,16.8,1,33.03
2,6,C10048,0,12,0,14.76
2,6,C10756,0,16.4,0,23.47
2,6,C17100,0,16.9,0,27.53
2,6,C10049,0,14.4,0,23.96
2,6,C10050,0,15.4,1,27.05
2,6,C10051,0,15.3,1,19.25
2,6,C10052,0,16.5,0,28.74
2,6,C10053,0,12.4,0,12.15
2,6,C10054,0,14,0,24.9
2,6,C10055,0,16.4,1,40.55
2,6,C10056,0,13.8,0,16.47
2,6,C10057,0,16.3,1,18.84
2,6,C10058,0,15.4,1,27.05
2,6,C10059,0,17.7,1,32.57
2,6,C10060,0,16.3,1,24.98
2,6,c10061,0,17.4,1,34.08
2,6,C10062,0,17,0,37.51
2,6,C10063,0,16.8,0,20.8
2,6,C10064,0,16.6,1,28.9
2,6,C10065,0,16.9,0,41.69
2,6,C10066,0,14,1,26.46
2,6,C10067,0,14.7,0,24.39
2,6,C10068,0,15.3,0,22.13
2,6,C10069,0,15,0,23.26
2,6,C10070,0,13.5,1,13.96
2,6,C10071,0,16,0,24.58
2,6,C10072,0,16,1,21.45
2,6,C10073,0,15.9,0,22.86
2,6,C10074,0,11.5,0,11.51
2,7,C1002,0,15.7,0,22.62
2,7,C1003,0,14.5,0,21.15
2,7,C1004,0,15.4,0,27.05
2,7,C1005,0,19.4,1,37.61
2,7,C1007,0,15.3,0,22.13
2,7,C1008,0,16.4,1,26.82
2,7,C1009,0,14.5,0,18.41
2,7,C10010,0,14.7,1,29.32
2,7,C10011,0,16.4,0,21.9
2,7,C10012,0,17.5,0,34.26
2,7,C10013,0,14.3,0,20.9
2,7,C10014,0,14.5,0,15.91
2,7,C10015,0,14.2,1,15.65
2,7,C10016,0,16,0,24.58
2,7,C10017,0,16.5,0,30.59
2,7,C10018,0,16.5,1,26.96
2,7,C10020,0,13.8,0,15.31
2,7,C10021,0,13.2,0,18.28
2,7,C10022,0,13.5,0,11.95
2,7,C10023,0,11.7,0,10
2,7,C10024,0,16.3,0,26.68
2,7,C10025,0,15.4,1,22.25
2,7,C10026,0,16.9,0,31.25
2,7,C10027,0,16.4,0,30.42
2,7,C10028,0,11.7,0,10.81
2,7,C10029,0,14.1,0,20.65
2,7,C10030,0,14.5,0,18.41
2,7,C10031,0,16,0,33.53
2,7,C10032,0,16.4,0,28.59
2,7,C10033,0,9.4,0,5.21
2,7,C10034,0,15.8,0,27.67
2,7,C10035,0,16.2,1,28.28
2,7,C10036,0,16.1,1,35.71
2,7,C10037,0,18.5,0,33.89
2,7,C10038,0,16.4,1,26.82
2,7,C10039,0,17,0,33.38
2,7,C10040,0,16.3,1,28.43
2,7,C10041,0,13,0,15.71
2,7,C10042,0,15.4,0,32.4
2,7,C10043,0,15.4,0,23.79
2,7,C10044,0,14.4,1,15.83
2,7,C10045,0,15.5,0,23.92
2,7,C10047,0,11.2,0,7.68
2,7,C10048,0,15,0,21.76
2,7,C10756,0,15.4,0,23.79
2,7,C17100,0,15.4,0,25.39
2,7,C10049,0,13.6,0,14.04
2,7,C10050,0,14,0,15.48
2,7,C10051,0,13.6,0,22.82
2,7,C10052,0,16.4,0,21.9
2,7,C10053,0,14.2,0,19.41
2,7,C10054,0,19.5,0,47.58
2,7,C10055,0,13.2,0,19.55
2,7,C10057,0,13.1,0,16.96
2,7,C10058,0,16.4,0,21.9
2,7,C10059,0,14.4,1,19.64
2,7,C10060,0,15.4,0,23.79
2,7,c10061,0,15.3,0,32.21
2,7,C10062,0,16.2,0,31.97
2,7,C10063,0,17,0,33.38
2,7,C10064,0,15.6,1,20.99
2,7,C10065,0,16.1,0,18.65
2,7,C10066,0,14.7,0,18.62
2,7,C10067,0,15.4,0,17.99
2,7,C10068,0,16.6,0,32.67
2,7,C10069,0,13,0,16.86
2,7,C10070,0,14.4,1,32.29
2,7,C10071,0,17,0,31.41
2,7,C10072,0,16.3,0,28.43
2,7,C10073,0,16.4,1,28.59
2,7,C10074,0,16,0,26.25
2,8,C1001,0,17.4,0,28.25
2,8,C1002,0,15,1,24.82
2,8,C1003,0,15.3,0,25.25
2,8,C1004,0,18.3,1,37.86
2,8,C1005,0,18,1,39.52
2,8,C1006,0,18.8,0,38.81
2,8,C1007,0,18.5,0,33.89
2,8,C1008,0,17.5,0,40.75
2,8,C1009,0,15.8,1,31.26
2,8,C10010,0,17.6,0,38.72
2,8,C10011,0,16,0,27.97
2,8,C10012,0,18.3,0,42.46
2,8,C10013,0,16.9,0,29.36
2,8,C10014,0,16.3,0,32.14
2,8,C10015,0,14.7,1,17.33
2,8,C10016,0,16.4,1,32.32
2,8,C10017,0,16.9,0,37.31
2,8,C10018,0,15.5,0,23.92
2,8,C10020,0,16.8,0,35.04
2,8,C10021,0,17.6,0,34.44
2,8,C10022,0,17,0,27.68
2,8,C10023,0,17,1,33.38
2,8,C10024,0,13.2,0,14.79
2,8,C10025,0,13.9,0,16.57
2,8,C10026,0,16.5,0,28.74
2,8,C10027,0,16.4,0,23.47
2,8,C10028,0,12.1,0,13.84
2,8,C10029,0,19.1,0,41.73
2,8,C10030,0,17.5,0,32.24
2,8,C10031,0,20.1,0,43.74
2,8,C10032,0,16.8,0,25.64
2,8,C10033,0,13,1,9.9
2,8,C10034,0,16.5,1,26.96
2,8,C10035,0,13.7,0,17.58
2,8,C10036,0,16,1,26.25
2,8,C10037,0,16.6,0,20.59
2,8,C10038,0,12.5,0,16.34
2,8,C10039,0,17.6,0,30.43
2,8,C10040,0,14.9,0,26.28
2,8,C10041,0,17,1,35.41
2,8,C10042,0,14,0,11.31
2,8,C10043,0,15.4,0,20.77
2,8,C10044,0,15.7,0,21.11
2,8,C10045,0,13.8,0,24.59
2,8,C10046,0,17.5,1,36.35
2,8,C10047,0,17,0,39.68
2,8,C10048,0,16,0,26.25
2,8,C10756,0,18.6,1,53.31
2,8,C17100,0,17.5,0,38.52
2,8,C10049,0,20,0,54.21
2,8,C10050,0,16,1,31.61
2,8,C10051,0,14.2,0,23.67
2,8,C10052,0,17,0,27.68
2,8,C10053,0,14.9,0,18.83
2,8,C10054,0,15,0,20.32
2,8,C10055,0,13.3,1,16
2,8,C10056,0,15.6,0,29.1
2,8,C10057,0,15.9,1,26.1
2,8,C10058,0,15,0,21.76
2,8,C10059,0,14.4,1,25.51
2,8,C10060,0,17.2,1,42.37
2,8,c10061,0,14,0,21.93
2,8,C10062,0,14.5,0,24.1
2,8,C10063,0,17.8,1,28.82
2,8,C10064,0,15.4,1,25.39
2,8,C10065,0,17.4,0,34.08
2,8,C10066,0,16.6,0,28.9
2,8,C10067,0,15.5,1,22.37
2,8,C10068,0,16.2,0,28.28
2,8,C10069,0,16.5,1,34.47
2,8,C10070,0,15.2,0,23.52
2,8,C10071,0,9.2,0,4.26
2,8,C10072,0,17.4,0,30.13
2,8,C10073,0,19.2,0,54.92
2,8,C10074,0,16,1,27.97
2,9,C1001,0,16,0,27.97
2,9,C1002,0,15.6,0,25.68
2,9,C1003,0,5.5,0,NA
2,9,C1004,0,17,0,27.68
2,9,C1005,0,17.6,0,30.43
2,9,C1006,0,15.5,0,25.53
2,9,C1007,0,15.2,0,22
2,9,C1008,0,14.2,0,23.67
2,9,C1009,0,15.4,0,23.79
2,9,C10010,0,13.2,1,28.25
2,9,C10011,0,17.6,1,28.54
2,9,C10012,0,14.2,0,12.39
2,9,C10013,0,17,0,29.51
2,9,C10014,0,15.9,0,24.45
2,9,C10015,0,18,0,44.18
2,9,C10016,0,13.5,1,17.38
2,9,C10017,0,14.8,0,21.51
2,9,C10018,0,15.7,0,24.19
2,9,C10020,0,17.6,0,28.54
2,9,C10021,0,15.2,0,23.52
2,9,C10022,0,10,0,9.73
2,9,C10023,0,17.2,0,27.96
2,9,C10024,0,17.4,0,30.13
2,9,C10026,0,9,0,6.35
2,9,C10027,0,16.3,0,40.33
2,9,C10028,0,13.2,0,14.79
2,9,C10029,0,20.1,0,43.74
2,9,C10030,0,14,0,10.4
2,9,C10031,0,17.3,0,33.91
2,9,C10032,0,15.4,0,27.05
2,9,C10033,0,13.2,0,15.9
2,9,C10034,0,17,0,24.21
2,9,C10036,0,13,1,11.63
2,9,C10037,0,18.5,0,42.88
2,9,C10038,0,17,0,22.58
2,9,C10039,0,14.8,0,16.17
2,9,C10040,0,14,1,15.48
2,9,C10041,0,15.4,0,22.25
2,9,C10042,0,15.8,0,27.67
2,9,C10044,0,14.5,0,22.6
2,9,C10045,0,15,0,18.93
2,9,C10046,0,11.3,0,9.04
2,9,C10047,0,16.5,0,25.25
2,9,C10048,0,7.1,0,3.72
2,9,C10756,0,16.5,0,26.96
2,9,C17100,0,17,0,24.21
2,9,C10049,0,15.6,1,19.56
2,9,C10050,0,16.5,1,28.74
2,9,C10051,0,15.6,0,22.49
2,9,C10052,0,10.5,1,6.85
2,9,C10053,0,12.4,1,15.14
2,9,C10054,0,12.9,0,14.53
2,9,C10055,0,15,0,26.44
2,9,C10056,0,11,1,7.6
2,9,C10057,0,11,0,8.23
2,9,C10058,0,18,1,29.11
2,9,C10060,0,14.4,0,21.02
2,9,c10061,0,15,0,26.44
2,9,C10062,0,14.3,0,16.95
2,9,C10063,0,16.2,0,20.18
2,9,C10064,0,18.6,1,36.2
2,9,C10065,0,14.2,0,20.78
2,9,C10066,0,16.5,0,50.1
2,9,C10067,0,15,1,20.32
2,9,C10068,0,15.4,0,27.05
2,9,C10070,0,15.3,0,23.66
2,9,C10071,0,13,0,18.06
2,9,C10072,0,15.8,0,27.67
2,9,C10073,0,17,0,22.58
2,9,C10074,0,12.1,1,11.06
2,10,C1001,0,15.6,0,22.49
2,10,C1002,0,12.5,0,15.24
2,10,C1003,0,15.2,0,25.1
2,10,C1004,0,20,0,38.67
2,10,C1005,0,17.8,1,30.74
2,10,C1006,0,17.3,0,29.97
2,10,C1007,0,15.5,1,20.88
2,10,C1008,0,17,1,29.51
2,10,C1009,0,14.6,0,24.25
2,10,C10010,0,16.7,1,32.85
2,10,C10011,0,17.5,0,34.26
2,10,C10012,0,18,0,33.06
2,10,C10013,0,14.9,0,16.26
2,10,C10014,0,13.6,0,21.4
2,10,C10015,0,16,0,22.98
2,10,C10016,0,19.5,1,35.54
2,10,C10017,0,13.6,0,20.04
2,10,C10018,0,16.5,0,30.59
2,10,C10020,0,17.2,0,37.91
2,10,C10021,0,14.2,0,18.1
2,10,C10022,0,16.7,0,30.92
2,10,C10023,0,15,1,21.76
2,10,C10024,0,16,0,27.97
2,10,C10025,0,14.4,1,17.04
2,10,C10026,0,9.5,0,5.63
2,10,C10027,0,15.5,0,27.2
2,10,C10028,0,16.4,0,28.59
2,10,C10029,0,14.4,0,18.31
2,10,C10030,0,16.6,0,28.9
2,10,C10031,0,16.4,0,28.59
2,10,C10032,0,15.3,0,23.66
2,10,C10033,0,17.8,1,28.82
2,10,C10034,0,12,1,11
2,10,C10035,0,14.6,0,21.27
2,10,C10036,0,13.4,0,16.09
2,10,C10037,0,14.6,0,21.27
2,10,C10038,0,14.1,0,22.07
2,10,C10039,0,17,0,37.51
2,10,C10040,0,14.2,0,20.78
2,10,C10041,0,17,1,33.38
2,10,C10042,0,13.4,0,18.51
2,10,C10043,0,15.3,0,26.9
2,10,C10045,0,7,0,4.74
2,10,C10046,0,16,0,22.98
2,10,C10047,0,15.1,0,26.59
2,10,C10048,0,14,0,26.46
2,10,C10756,0,18.7,0,28.16
2,10,C17100,0,16.7,0,20.7
2,10,C10049,0,14.9,0,20.2
2,10,C10050,0,16.5,0,30.59
2,10,C10051,0,16.6,0,27.11
2,10,C10052,0,15.2,1,19.14
2,10,C10053,0,14.4,0,28.79
2,10,C10054,0,12.6,1,12.29
2,10,C10055,0,15,1,21.76
2,10,C10056,0,16.2,0,24.85
2,10,C10057,0,10.4,1,10.73
2,10,C10058,0,17,1,35.41
2,10,C10059,0,14,0,19.19
2,10,C10060,0,17.3,0,31.91
2,10,c10061,0,16.6,1,32.67
2,10,C10062,0,14.3,0,25.36
2,10,C10063,0,16.6,0,25.38
2,10,C10064,0,15.6,1,27.36
2,10,C10065,0,13.3,0,12.79
2,10,C10066,0,16.1,0,28.13
