site,block,female,male,height,rust,volume
1,10,C10060,0,17,0,39.68
1,10,c10061,0,12.4,0,15.14
1,10,C10062,0,14.4,0,22.46
1,10,C10063,0,16.1,1,33.72
1,10,C10064,0,19,1,43.95
1,10,C10066,0,15,1,29.85
1,10,C10067,0,15.9,0,29.6
1,10,C10068,0,14.8,0,21.51
1,10,C10069,0,17.9,0,43.95
1,10,C10070,0,11,0,12.89
1,10,C10071,0,12.8,0,15.52
1,10,C10072,0,15.3,0,28.61
1,10,C10073,0,14.9,0,29.67
1,10,C10074,0,18.5,1,53.04
1,11,C1001,0,15.3,1,36.05
1,11,C1002,0,11.3,0,10.55
1,11,C1003,0,13.5,0,17.38
1,11,C1004,0,14.4,0,22.46
1,11,C1005,0,14.4,1,15.83
1,11,C1006,0,17.8,0,41.39
1,11,C1007,0,15,1,26.44
1,11,C1008,0,14,0,19.19
1,11,C1009,0,11.8,1,13.58
1,11,C10010,0,14,1,19.19
1,11,C10011,0,16,1,29.76
1,11,C10012,0,15.8,0,27.67
1,11,C10013,0,18.6,0,40.73
1,11,C10014,0,15.9,0,18.46
1,11,C10016,0,17,0,31.41
1,11,C10017,0,11.5,0,8.45
1,11,C10018,0,15.2,1,32.02
1,11,C10020,0,14.9,0,20.2
1,11,C10021,0,15.5,0,30.73
1,11,C10022,0,16,0,31.61
1,11,C10023,0,14.8,0,18.73
1,11,C10024,0,13.6,0,21.4
1,11,C10025,0,16.5,1,32.5
1,11,C10026,0,15.9,1,27.82
1,11,C10027,0,14.6,1,27.45
1,11,C10028,0,7,0,3.71
1,11,C10029,0,15.3,1,22.13
1,11,C10030,0,17,0,31.41
1,11,C10031,0,13.3,0,18.4
1,11,C10032,0,15.9,0,26.1
1,11,C10033,0,14.7,0,21.39
1,11,C10034,0,12.9,0,15.62
1,11,C10035,0,16,0,14.7
1,11,C10036,0,14.6,1,19.86
1,11,C10037,0,16,0,27.97
1,11,C10038,0,15.4,0,20.77
1,11,C10039,0,15.1,0,28.28
1,11,C10040,0,14.6,0,25.82
1,11,C10043,0,13.5,1,22.67
1,11,C10044,0,12.5,0,14.18
1,11,C10045,0,15.5,0,38.51
1,11,C10046,0,14.3,1,25.36
1,11,C10047,0,13.5,0,19.92
1,11,C10048,0,14.8,0,27.78
1,11,C10756,0,15,0,23.26
1,11,C17100,0,14,1,23.39
1,11,C10049,0,13.6,1,14.04
1,11,C10050,0,14.1,1,18
1,11,C10051,0,13.5,0,19.92
1,11,C10052,0,14.9,1,29.67
1,11,C10053,0,15,1,31.64
1,11,C10054,0,15.2,1,26.74
1,11,C10055,0,15.1,0,30.02
1,11,C10056,0,15,0,20.32
1,11,C10057,0,14.2,0,19.41
1,11,C10058,0,15,1,31.64
1,11,C10059,0,11,0,9.61
1,11,C10060,0,18,1,29.11
1,11,c10061,0,11.9,0,11.8
1,11,C10062,0,17.3,0,38.12
1,11,C10063,0,16.4,0,26.82
1,11,C10064,0,15.2,0,32.02
1,11,C10065,0,14,0,23.39
1,11,C10066,0,13.5,0,17.38
1,11,C10067,0,13.7,1,21.53
1,11,C10068,0,15.1,0,33.7
1,11,C10069,0,16.5,0,34.47
1,11,C10070,0,14.9,1,27.95
1,11,C10071,0,14.5,1,24.1
1,11,C10072,0,15.5,0,25.53
1,11,C10073,0,14.5,0,21.15
1,11,C10074,0,13,1,13.57
1,12,C1001,0,16.5,0,30.59
1,12,C1002,0,13,1,19.31
1,12,C1003,0,16,0,27.97
1,12,C1004,0,16.5,0,28.74
1,12,C1005,0,15.9,1,27.82
1,12,C1006,0,15.3,1,22.13
1,12,C1007,0,13.1,1,18.17
1,12,C1008,0,15,1,21.76
1,12,C1009,0,15.1,1,21.88
1,12,C10010,0,12,1,13.75
1,12,C10011,0,15.1,1,20.43
1,12,C10012,0,15.7,0,43.28
1,12,C10013,0,14.3,1,18.21
1,12,C10014,0,13.5,0,19.92
1,12,C10015,0,13.5,1,21.27
1,12,C10016,0,15.3,0,25.25
1,12,C10017,0,18.5,0,33.89
1,12,C10018,0,15.7,1,27.51
1,12,C10020,0,12.4,0,11.25
1,12,C10021,0,15.7,0,25.82
1,12,C10022,0,11.9,0,12.71
1,12,C10024,0,14,0,20.53
1,12,C10025,0,18,1,35.14
1,12,C10026,0,12.9,0,19.18
1,12,C10027,0,15.2,0,23.52
1,12,C10029,0,15.1,0,26.59
1,12,C10030,0,13.5,0,21.27
1,12,C10031,0,14.6,1,19.86
1,12,C10032,0,14.8,0,26.13
1,12,C10033,0,13,0,16.86
1,12,C10034,0,12.9,0,17.94
1,12,C10035,0,15.2,1,22
1,12,C10036,0,16.5,1,30.59
1,12,C10037,0,17,1,31.41
1,12,C10038,0,16.7,0,32.85
1,12,C10039,0,13.8,0,17.69
1,12,C10040,0,15,0,24.82
1,12,C10041,0,14.3,0,22.33
1,12,C10042,0,15,0,35.41
1,12,C10043,0,10.7,0,10.95
1,12,C10045,0,13.5,1,27.2
1,12,C10046,0,15.7,0,34.9
1,12,C10047,0,15,0,23.26
1,12,C10048,0,13.5,0,25.64
1,12,C10756,0,13.1,0,16.96
1,12,C17100,0,15.3,0,32.21
1,12,C10049,0,15.5,0,23.92
1,12,C10050,0,16.2,0,33.9
1,12,C10052,0,11,0,7.02
1,12,C10054,0,13,1,16.86
1,12,C10055,0,11.3,1,13.14
1,12,C10056,0,12.5,0,19.94
1,12,C10057,0,13.1,1,16.96
1,12,C10058,0,15.2,0,30.2
1,12,C10059,0,14.5,1,21.15
1,12,C10060,0,15,1,29.85
1,12,c10061,0,13.6,0,18.73
1,12,C10062,0,13.8,1,21.67
1,12,C10063,0,15,0,28.11
1,12,C10064,0,16.5,1,34.47
1,12,C10065,0,14.8,0,31.27
1,12,C10066,0,16.8,0,29.2
1,12,C10067,0,11.5,1,11.51
1,12,C10069,0,15,1,35.41
1,12,C10070,0,13.1,1,22.1
1,12,C10071,0,15.3,0,28.61
1,12,C10073,0,15.4,0,27.05
1,12,C10074,0,15.2,1,23.52
1,13,C1001,0,14.7,0,25.97
1,13,C1002,0,14.3,0,23.82
1,13,C1003,0,17.5,1,36.35
1,13,C1004,0,14.5,0,17.14
1,13,C1005,0,15.6,0,20.99
1,13,C1006,0,17.3,1,35.98
1,13,C1007,0,14,0,17.9
1,13,C1008,0,17.5,0,23.14
1,13,C1009,0,16.1,1,33.72
1,13,C10010,0,14.5,1,22.6
1,13,C10011,0,13.9,0,21.8
1,13,C10012,0,19,1,41.53
1,13,C10013,0,15.3,0,19.25
1,13,C10014,0,17,0,29.51
1,13,C10015,0,15.5,1,34.5
1,13,C10016,0,13.2,1,17.07
1,13,C10017,0,18.2,1,44.63
1,13,C10018,0,16,0,27.97
1,13,C10020,0,14,0,23.39
1,13,C10021,0,16.2,1,40.1
1,13,C10022,0,13.6,0,22.82
1,13,C10024,0,16,1,29.76
1,13,C10025,0,17.8,0,41.39
1,13,C10026,0,16,0,27.97
1,13,C10027,0,15.3,0,25.25
1,13,C10028,0,12.5,0,15.24
1,13,C10029,0,18.7,0,45.77
1,13,C10030,0,15.2,0,44.18
1,13,C10031,0,14.3,1,23.82
1,13,C10032,0,13.9,0,21.8
1,13,C10033,0,13.5,0,22.67
1,13,C10034,0,14.6,1,24.25
1,13,C10035,0,15.8,0,37.12
1,13,C10036,0,17.9,1,30.89
1,13,C10037,0,15.9,0,27.82
1,13,C10038,0,17.7,1,34.61
1,13,C10039,0,15,1,21.76
1,13,C10040,0,16,0,27.97
1,13,C10041,0,11.9,0,13.66
1,13,C10042,0,15,1,26.44
1,13,C10044,0,12,1,12.79
1,13,C10046,0,15.5,1,27.2
1,13,C10047,0,16,0,33.53
1,13,C10048,0,14.8,1,26.13
1,13,C10756,0,18.7,0,53.58
1,13,C17100,0,14.5,0,18.41
1,13,C10049,0,14.8,0,29.5
1,13,C10050,0,15,0,21.76
1,13,C10051,0,15,0,24.82
1,13,C10052,0,13.1,1,15.81
1,13,C10053,0,14.6,1,24.25
1,13,C10054,0,13,0,15.71
1,13,C10055,0,13.1,0,19.43
1,13,C10056,0,11,1,8.23
1,13,C10057,0,15,1,28.11
1,13,C10058,0,15.5,0,38.51
1,13,C10059,0,15.9,1,26.1
1,13,C10060,0,14.6,1,19.86
1,13,c10061,0,17.2,1,37.91
1,13,C10062,0,13,0,18.06
1,13,C10063,0,16,0,33.53
1,13,C10064,0,13,1,18.06
1,13,C10065,0,14.5,0,30.7
1,13,C10066,0,15,1,26.44
1,13,C10067,0,13,0,21.96
1,13,C10068,0,15.5,0,44.99
1,13,C10069,0,14.9,0,24.67
1,13,C10070,0,15.3,0,22.13
1,13,C10071,0,13.1,1,15.81
1,13,C10072,0,13.4,0,16.09
1,13,C10073,0,17,0,39.68
1,13,C10074,0,14,1,26.46
1,14,C1001,0,16.1,0,31.79
1,14,C1002,0,14,0,26.46
1,14,C1003,0,13.5,1,21.27
1,14,C1004,0,17.5,0,36.35
1,14,C1005,0,15.8,1,35.1
1,14,C1006,0,15.7,0,19.66
1,14,C1007,0,15,0,17.61
1,14,C1008,0,15.3,0,30.38
1,14,C1009,0,14.4,0,19.64
1,14,C10010,0,16,0,33.53
1,14,C10011,0,13.1,1,11.7
1,14,C10012,0,14,0,24.9
1,14,C10013,0,15.1,0,28.28
1,14,C10014,0,13.6,0,16.28
1,14,C10015,0,15.5,0,25.53
1,14,C10016,0,15.9,0,29.6
1,14,C10017,0,16,0,27.97
1,14,C10018,0,16.1,0,35.71
1,14,C10020,0,14,0,23.39
1,14,C10021,0,15.9,0,29.6
1,14,C10022,0,13.9,1,26.3
1,14,C10023,0,12.6,0,15.33
1,14,C10024,0,16,0,31.61
1,14,C10025,0,16.4,0,28.59
1,14,C10026,0,13.9,0,21.8
1,14,C10027,0,15.5,0,36.48
1,14,C10028,0,12.3,0,14.01
1,14,C10029,0,14.3,0,28.61
1,14,C10030,0,12.5,0,15.24
1,14,C10031,0,15,0,26.44
1,14,C10033,0,14.5,1,22.6
1,14,C10034,0,15.5,0,22.37
1,14,C10035,0,15,0,21.76
1,14,C10036,0,15.9,1,27.82
1,14,C10037,0,16,1,37.54
1,14,C10038,0,18.2,1,44.63
1,14,C10039,0,18,0,39.52
1,14,C10040,0,14.5,1,24.1
1,14,C10041,0,15.3,0,32.21
1,14,C10042,0,15.5,0,27.2
1,14,C10045,0,15.3,0,26.9
1,14,C10047,0,16.4,1,34.28
1,14,C10048,0,14,0,28.08
1,14,C10756,0,16.3,0,32.14
1,14,C17100,0,14,1,20.53
1,14,C10049,0,13.5,0,22.67
1,14,C10050,0,15,0,26.44
1,14,C10052,0,15.3,1,22.13
1,14,C10053,0,15.6,1,27.36
1,14,C10054,0,12,0,16.93
1,14,C10056,0,14.9,0,26.28
1,14,C10058,0,16.9,0,33.2
1,14,C10059,0,14.7,1,22.86
1,14,C10060,0,16.5,0,32.5
1,14,c10061,0,14.8,1,36.93
1,14,C10062,0,16.5,1,34.47
1,14,C10063,0,16,0,26.25
1,14,C10064,0,18.2,1,37.67
1,14,C10065,0,14.5,0,28.97
1,14,C10066,0,14.2,1,28.44
1,14,C10067,0,17,1,27.68
1,14,C10068,0,15.8,1,33.15
1,14,C10069,0,15.5,0,28.94
1,14,C10070,0,15.7,1,25.82
1,14,C10071,0,16,0,24.58
1,14,C10072,0,17.5,1,40.75
1,14,C10073,0,16.2,1,28.28
1,14,C10074,0,16.4,1,36.31
1,15,C1001,0,18.4,0,40.32
1,15,C1003,0,15.9,0,35.3
1,15,C1004,0,17.1,0,35.6
1,15,C1005,0,15,1,26.44
1,15,C1006,0,17,0,41.91
1,15,C1007,0,14.2,0,31.89
1,15,C1008,0,15.4,1,23.79
1,15,C1009,0,17,1,35.41
1,15,C10010,0,15.2,0,25.1
1,15,C10011,0,16.4,0,30.42
1,15,C10012,0,17.3,0,31.91
1,15,C10013,0,16,0,24.58
1,15,C10014,0,15.2,0,30.2
1,15,C10016,0,15.2,0,26.74
1,15,C10017,0,12.9,0,14.53
1,15,C10018,0,14.8,0,29.5
1,15,C10020,0,14,0,31.49
1,15,C10021,0,14,0,21.93
1,15,C10022,0,12.3,1,25.08
1,15,C10023,0,13.5,0,24.13
1,15,C10024,0,14.5,0,22.6
1,15,C10025,0,14,1,23.39
1,15,C10026,0,16.5,1,25.25
1,15,C10027,0,14,0,24.9
1,15,C10028,0,13,1,19.31
1,15,C10029,0,15.5,0,27.2
1,15,C10030,0,16,0,33.53
1,15,C10031,0,15.3,0,32.21
1,15,C10032,0,16.3,0,23.35
1,15,C10033,0,16.4,1,32.32
1,15,C10034,0,14,0,15.48
1,15,C10035,0,15.8,0,27.67
1,15,C10036,0,18,0,51.7
1,15,C10037,0,17.1,1,39.89
1,15,C10038,0,13.6,1,20.04
1,15,C10039,0,18.8,1,41.13
1,15,C10041,0,18.7,1,50.9
1,15,C10042,0,15,0,35.41
1,15,C10043,0,15.4,0,30.55
1,15,C10044,0,15.9,0,37.33
1,15,C10045,0,13.5,1,16.19
1,15,C10046,0,15,0,24.82
1,15,C10047,0,18.5,0,38.24
1,15,C10048,0,15,0,28.11
1,15,C10756,0,17.5,0,36.35
1,15,C17100,0,17.7,0,38.92
1,15,C10049,0,17.4,0,45.18
1,15,C10050,0,15.4,0,28.77
1,15,C10051,0,14.5,0,27.29
1,15,C10052,0,15.9,0,31.44
1,15,C10053,0,14,1,24.9
1,15,C10054,0,13,1,14.62
1,15,C10055,0,14.5,1,28.97
1,15,C10056,0,16.4,0,28.59
1,15,C10057,0,16.2,1,33.9
1,15,C10058,0,16.2,0,33.9
1,15,C10059,0,14.2,1,16.85
1,15,C10060,0,17.1,0,39.89
1,15,c10061,0,14,0,28.08
1,15,C10062,0,14.1,0,22.07
1,15,C10063,0,15.5,0,44.99
1,15,C10064,0,16.4,1,30.42
1,15,C10065,0,15,0,24.82
1,15,C10066,0,13.5,1,22.67
1,15,C10067,0,15,0,18.93
1,15,C10068,0,17,0,39.68
1,15,C10070,0,16.1,1,29.93
1,15,C10071,0,14,0,26.46
1,15,C10072,0,16.5,0,43.01
1,15,C10073,0,16.4,0,38.4
1,15,C10074,0,14,1,23.39
1,16,C1001,0,13.9,1,24.74
1,16,C1002,0,14.7,0,34.77
1,16,C1003,0,13.5,0,21.27
1,16,C1004,0,16.3,0,24.98
1,16,C1005,0,16,1,27.97
1,16,C1006,0,18.5,0,42.88
1,16,C1007,0,14.5,0,27.29
1,16,C1008,0,17.1,1,35.6
1,16,C1009,0,17.4,1,40.53
1,16,C10010,0,14.4,1,32.29
1,16,C10011,0,17.7,1,45.9
1,16,C10012,0,17.1,0,27.82
1,16,C10013,0,14.2,0,22.2
1,16,C10014,0,14.1,0,23.53
1,16,C10015,0,14,1,16.66
1,16,C10016,0,14.1,1,16.76
1,16,C10017,0,14.1,1,16.76
1,16,C10018,0,15.3,0,23.66
1,16,C10020,0,17.4,0,38.32
1,16,C10021,0,16.2,1,31.97
1,16,C10022,0,14,0,21.93
1,16,C10023,0,14.9,0,31.45
1,16,C10024,0,15.3,0,32.21
1,16,C10025,0,13.5,1,19.92
1,16,C10026,0,17.6,1,38.72
1,16,C10027,0,14.4,1,22.46
1,16,C10028,0,17,1,25.91
1,16,C10029,0,16.9,0,37.31
1,16,C10030,0,16.4,1,40.55
1,16,C10031,0,18.7,0,53.58
1,16,C10032,0,15.7,1,36.9
1,16,C10033,0,13.4,1,18.51
1,16,C10034,0,14.3,0,20.9
1,16,C10036,0,14.9,1,21.64
1,16,C10037,0,17,1,31.41
1,16,C10038,0,15.5,1,25.53
1,16,C10039,0,17.1,1,44.45
1,16,C10040,0,14.4,0,22.46
1,16,C10041,0,16.3,0,36.11
1,16,C10042,0,13.1,0,18.17
1,16,C10043,0,12.6,1,16.44
1,16,C10044,0,16,1,22.98
1,16,C10045,0,15.6,0,38.74
1,16,C10046,0,16,0,27.97
1,16,C10047,0,14.4,0,25.51
1,16,C10048,0,15.7,0,31.08
1,16,C10756,0,17,0,35.41
1,16,C17100,0,15,1,26.44
1,16,C10049,0,17.5,0,58.29
1,16,C10050,0,16,1,41.81
1,16,C10053,0,14,1,21.93
1,16,C10054,0,14,1,26.46
1,16,C10055,0,14,0,29.76
1,16,C10056,0,16.8,1,33.03
1,16,C10057,0,14,1,21.93
1,16,C10058,0,15.1,1,20.43
1,16,C10059,0,13.9,1,26.3
1,16,C10060,0,16.8,1,27.39
1,16,c10061,0,13.9,1,31.29
1,16,C10062,0,18,0,46.62
1,16,C10063,0,15,0,29.85
1,16,C10064,0,15,1,33.5
1,16,C10065,0,15.4,0,36.26
1,16,C10066,0,18,0,44.18
1,16,C10067,0,14.5,1,22.6
1,16,C10068,0,14.6,1,19.86
1,16,C10069,0,14,1,17.9
1,16,C10070,0,14.2,1,37.49
1,16,C10071,0,16.5,0,28.74
1,16,C10072,0,14,0,20.53
1,16,C10073,0,14.7,1,25.97
1,16,C10074,0,15.6,0,27.36
1,17,C1001,0,15.8,0,27.67
1,17,C1002,0,14.1,0,25.05
1,17,C1003,0,16,0,33.53
1,17,C1004,0,15.7,0,41.09
1,17,C1005,0,17.2,1,31.74
1,17,C1006,0,18.5,0,27.9
1,17,C1007,0,15.9,0,31.44
1,17,C1008,0,16.2,1,28.28
1,17,C1009,0,14.1,0,16.76
1,17,C10010,0,17,0,35.41
1,17,C10011,0,15.8,0,29.43
1,17,C10012,0,15.6,0,24.05
1,17,C10013,0,16.2,1,35.91
1,17,C10014,0,13.5,0,25.64
1,17,C10015,0,14.8,1,26.13
1,17,C10016,0,15,1,26.44
1,17,C10017,0,10.5,0,8
1,17,C10018,0,15,0,26.44
1,17,C10020,0,13.7,1,21.53
1,17,C10021,0,14.7,0,34.77
1,17,C10022,0,14,0,24.9
1,17,C10023,0,14.8,0,29.5
1,17,C10024,0,14.9,1,26.28
1,17,C10026,0,15.6,0,20.99
1,17,C10027,0,14,1,23.39
1,17,C10028,0,12.5,0,17.49
1,17,C10029,0,14.4,0,23.96
1,17,C10030,0,12.5,1,11.31
1,17,C10031,0,12.5,1,17.49
1,17,C10032,0,11.5,0,11.51
1,17,C10033,0,13.3,1,21
1,17,C10034,0,16.5,1,38.61
1,17,C10035,0,14.2,0,20.78
1,17,C10036,0,15.2,1,20.54
1,17,C10037,0,17.7,0,34.61
1,17,C10038,0,16.8,1,29.2
1,17,C10039,0,16,1,27.97
1,17,C10040,0,14.6,1,25.82
1,17,C10041,0,13.4,0,21.14
1,17,C10042,0,15.3,1,30.38
1,17,C10043,0,12,0,16.93
1,17,C10044,0,12.5,1,14.18
1,17,C10045,0,12,0,16.93
1,17,C10046,0,16.7,0,30.92
1,17,C10047,0,15.1,0,30.02
1,17,C10048,0,15.4,0,34.3
1,17,C10756,0,16.1,0,35.71
1,17,C17100,0,14,1,14.35
1,17,C10049,0,17.7,1,48.36
1,17,C10050,0,14.7,0,24.39
1,17,C10051,0,12,0,13.75
1,17,C10052,0,14.7,0,18.62
1,17,C10053,0,15.3,0,34.1
1,17,C10054,0,16.2,0,33.9
1,17,C10055,0,11,1,8.23
1,17,C10056,0,15.3,0,16.6
1,17,C10057,0,11,1,10.36
1,17,C10058,0,14.1,0,25.05
1,17,C10059,0,15.5,0,25.53
1,17,C10060,0,16.5,0,34.47
1,17,c10061,0,15.2,1,20.54
1,17,C10062,0,14.5,1,24.1
1,17,C10063,0,15,0,33.5
1,17,C10065,0,12,0,16.93
1,17,C10066,0,14.1,0,25.05
1,17,C10067,0,15.5,1,23.92
1,17,C10068,0,14.4,0,46.33
1,17,C10069,0,15.5,0,30.73
1,17,C10070,0,12.7,0,16.55
1,17,C10071,0,14.5,0,25.67
1,17,C10072,0,15.1,1,26.59
1,17,C10073,0,16.3,0,34.09
1,17,C10074,0,15,1,20.32
1,18,C1001,0,14.6,0,21.27
1,18,C1002,0,15.1,0,30.02
1,18,C1003,0,13.5,0,24.13
1,18,C1004,0,15.7,1,16.95
1,18,C1005,0,15.5,0,23.92
1,18,C1006,0,12.1,1,11.06
1,18,C1007,0,16.2,0,31.97
1,18,C1008,0,14.9,0,26.28
1,18,C1009,0,16,0,21.45
1,18,C10010,0,15.5,0,28.94
1,18,C10011,0,15,0,31.64
1,18,C10012,0,15.7,0,27.51
1,18,C10013,0,14.3,0,25.36
1,18,C10014,0,16.6,0,41.01
1,18,C10015,0,13.3,0,25.31
1,18,C10016,0,14.9,1,18.83
1,18,C10017,0,16,0,31.61
1,18,C10020,0,16.5,0,19.03
1,18,C10021,0,17.6,1,43.27
1,18,C10022,0,16.3,0,34.09
1,18,C10023,0,16.2,0,30.09
1,18,C10024,0,15.5,0,25.53
1,18,C10026,0,15.5,1,27.2
1,18,C10027,0,14,1,24.9
1,18,C10028,0,13.9,1,20.41
1,18,C10029,0,13.2,0,19.55
1,18,C10030,0,14,0,29.76
1,18,C10031,0,13.6,0,21.4
1,18,C10032,0,16.8,0,33.03
1,18,C10033,0,14.6,0,21.27
1,18,C10034,0,13.5,1,21.27
1,18,C10036,0,12.5,0,16.34
1,18,C10037,0,15.9,0,27.82
1,18,C10038,0,16,0,29.76
1,18,C10039,0,14,0,16.66
1,18,C10040,0,12.5,0,15.24
1,18,C10041,0,12.6,1,15.33
1,18,C10042,0,14,0,15.48
1,18,C10043,0,15,0,29.85
1,18,C10044,0,15.7,1,22.62
1,18,C10045,0,12.8,0,21.67
1,18,C10046,0,14.4,0,21.02
1,18,C10047,0,14.9,0,35.19
1,18,C10048,0,15.5,0,32.59
1,18,C10756,0,17,1,54.08
1,18,C17100,0,16.9,1,31.25
1,18,C10049,0,17,0,35.41
1,18,C10050,0,15,1,21.76
1,18,C10051,0,13,0,21.96
1,18,C10052,0,14.5,0,27.29
1,18,C10053,0,14.1,0,26.63
1,18,C10054,0,12.9,1,17.94
1,18,C10055,0,13,1,20.61
1,18,C10056,0,16,1,31.61
1,18,C10057,0,16.1,0,39.87
1,18,C10058,0,13.1,0,28.06
1,18,C10059,0,13.2,1,15.9
1,18,C10060,0,13.7,0,21.53
1,18,c10061,0,14.4,0,25.51
1,18,C10062,0,18,0,49.12
1,18,C10063,0,14.9,0,29.67
1,18,C10064,0,16,0,31.61
1,18,C10065,0,15,0,33.5
1,18,C10066,0,17.9,0,41.6
1,18,C10067,0,16.2,1,31.97
1,18,C10068,0,15.1,0,26.59
1,18,C10069,0,14,0,23.39
1,18,C10070,0,16,1,31.61
1,18,C10071,0,16.5,0,26.96
1,18,C10072,0,17,0,35.41
1,18,C10073,0,16,1,37.54
1,18,C10074,0,14.2,0,20.78
1,19,C1001,0,13.3,0,23.82
1,19,C1002,0,13.5,0,19.92
1,19,C1003,0,16.2,1,33.9
1,19,C1004,0,15.8,0,33.15
1,19,C1005,0,16.5,0,32.5
1,19,C1007,0,17.6,0,38.72
1,19,C1008,0,14.4,1,25.51
1,19,C1009,0,17,0,27.68
1,19,C10010,0,15,1,26.44
1,19,C10011,0,15.3,0,28.61
1,19,C10012,0,17.3,0,42.59
1,19,C10013,0,16.5,0,30.59
1,19,C10014,0,17.5,0,30.28
1,19,C10015,0,17.5,0,45.42
1,19,C10016,0,14.5,0,24.1
1,19,C10017,0,14,0,24.9
1,19,C10018,0,14.5,1,25.67
1,19,C10020,0,16.5,0,34.47
1,19,C10021,0,13.6,0,24.28
1,19,C10022,0,15,0,26.44
1,19,C10023,0,16,1,29.76
1,19,C10024,0,15.4,0,32.4
1,19,C10025,0,12.6,1,21.39
1,19,C10026,0,15.9,0,31.44
1,19,C10028,0,16.6,1,38.83
1,19,C10029,0,15.5,1,30.73
1,19,C10030,0,15.5,1,25.53
1,19,C10031,0,13.8,0,20.29
1,19,C10032,0,13.8,0,24.59
1,19,C10033,0,13.6,1,21.4
1,19,C10034,0,17.6,0,36.54
1,19,C10035,0,14,0,31.49
1,19,C10036,0,16,1,27.97
1,19,C10037,0,11,1,9.61
1,19,C10038,0,17.7,1,36.73
1,19,C10039,0,15.7,0,31.08
1,19,C10040,0,16,1,27.97
1,19,C10041,0,15,1,29.85
1,19,C10042,0,13,1,19.31
1,19,C10043,0,15.2,0,26.74
1,19,C10044,0,15,0,21.76
1,19,C10045,0,15,0,33.5
1,19,C10046,0,15.5,0,23.92
1,19,C10047,0,15.1,1,21.88
1,19,C10048,0,13.8,0,23.1
1,19,C10756,0,15.6,1,40.85
1,19,C17100,0,16.2,1,30.09
1,19,C10049,0,17,0,27.68
1,19,C10050,0,14.6,0,18.52
1,19,C10051,0,16.5,0,32.5
1,19,C10052,0,15.9,0,31.44
1,19,C10053,0,16.1,1,20.08
1,19,C10054,0,15.5,1,25.53
1,19,C10055,0,11.7,0,13.49
1,19,C10056,0,14,0,16.66
1,19,C10057,0,14.5,0,22.6
1,19,C10058,0,15.9,0,35.3
1,19,C10059,0,17,0,35.41
1,19,C10060,0,NA,NA,NA
1,19,c10061,0,16.1,0,33.72
1,19,C10062,0,15.5,0,27.2
1,19,C10063,0,17.3,0,28.11
1,19,C10064,0,17,1,22.58
1,19,C10065,0,13,0,20.61
1,19,C10066,0,14.8,0,31.27
1,19,C10067,0,15,1,23.26
1,19,C10068,0,13.8,0,21.67
1,19,C10070,0,15,0,26.44
1,19,C10071,0,17,1,25.91
1,19,C10072,0,15.5,1,27.2
1,19,C10073,0,17.5,0,45.42
1,19,C10074,0,14.4,1,23.96
1,20,C1001,0,16.8,1,35.04
1,20,C1002,0,15.6,0,30.91
1,20,C1003,0,13.5,1,17.38
1,20,C1004,0,15.5,1,23.92
1,20,C1005,0,17,1,27.68
1,20,C1006,0,18.1,0,39.72
1,20,C1007,0,15,0,26.44
1,20,C1008,0,13,1,11.63
1,20,C1009,0,14.5,0,25.67
1,20,C10010,0,15.3,0,19.25
1,20,C10011,0,17.2,1,33.73
1,20,C10012,0,17,0,29.51
1,20,C10013,0,16.4,0,32.32
1,20,C10014,0,16.6,0,38.83
1,20,C10015,0,15.3,0,34.1
1,20,C10016,0,13.4,0,17.27
1,20,C10018,0,15.9,0,26.1
1,20,C10020,0,15,0,35.41
1,20,C10021,0,15.5,0,28.94
1,20,C10022,0,15,0,33.5
1,20,C10023,0,15.9,0,27.82
1,20,C10024,0,16.3,0,34.09
1,20,C10025,0,15.9,0,27.82
1,20,C10026,0,16.2,0,35.91
1,20,C10027,0,14.5,0,24.1
1,20,C10028,0,15.6,1,27.36
1,20,C10029,0,16.5,0,38.61
1,20,C10030,0,14.5,0,28.97
1,20,C10031,0,15.6,0,30.91
1,20,C10032,0,14.1,0,25.05
1,20,C10033,0,15.8,1,31.26
1,20,C10034,0,16.6,1,25.38
1,20,C10035,0,14,1,20.53
1,20,C10036,0,18.6,0,40.73
1,20,C10037,0,16.8,0,27.39
1,20,C10038,0,13.5,0,17.38
1,20,C10039,0,14,1,12.27
1,20,C10040,0,16.2,1,42.29
1,20,C10041,0,14.5,0,21.15
1,20,C10042,0,13.2,0,23.67
1,20,C10044,0,14.6,1,24.25
1,20,C10045,0,15.8,0,22.74
1,20,C10046,0,14.6,0,22.73
1,20,C10047,0,15.9,0,33.34
1,20,C10048,0,17.3,0,33.91
1,20,C10756,0,16.4,0,36.31
1,20,C17100,0,15.7,0,25.82
1,20,C10049,0,15,0,37.38
1,20,C10050,0,13.1,1,22.1
1,20,C10051,0,16.6,1,34.66
1,20,C10052,0,15.6,1,24.05
1,20,C10053,0,14.3,1,19.53
1,20,C10054,0,9.5,0,10.1
1,20,C10055,0,14.7,1,19.98
1,20,C10056,0,16.5,0,32.5
1,20,C10057,0,15.8,0,33.15
1,20,C10058,0,14.5,0,28.97
1,20,C10059,0,16,0,29.76
1,20,C10060,0,17.7,1,38.92
1,20,c10061,0,15,1,24.82
1,20,C10062,0,14.8,0,24.53
1,20,C10064,0,12.7,0,15.43
1,20,C10065,0,14.9,0,24.67
1,20,C10066,0,14.6,0,29.14
1,20,C10067,0,15,1,24.82
