TREE,FEMALE,MALE,CROSS,SITE,BLOCK,density
4G62,626,634,626634,4,6,397.5
4G63,626,634,626634,4,6,374.7
4G64,626,634,626634,4,6,369.8
4G65,626,634,626634,4,6,373.8
4G66,626,634,626634,4,6,374.2
4H61,649,590,649590,4,6,441.2
4H63,649,590,649590,4,6,457.1
4H64,649,590,649590,4,6,386.1
4H65,649,590,649590,4,6,422.2
4J61,649,626,649626,4,6,403.6
4J62,649,626,649626,4,6,375.2
4J63,649,626,649626,4,6,390.5
4J64,649,626,649626,4,6,410.3
4J65,649,626,649626,4,6,424.1
4J66,649,626,649626,4,6,395.7
4K61,649,634,649634,4,6,357.1
4K62,649,634,649634,4,6,397.7
4K63,649,634,649634,4,6,392.1
4K64,649,634,649634,4,6,406.4
4K66,649,634,649634,4,6,402.9
4L61,649,652,649652,4,6,387.9
4L63,649,652,649652,4,6,437.2
4L64,649,652,649652,4,6,375.3
4L66,649,652,649652,4,6,397.1
4M61,652,626,652626,4,6,353.0
4M62,652,626,652626,4,6,384.7
4M63,652,626,652626,4,6,384.6
4M64,652,626,652626,4,6,353.0
4M66,652,626,652626,4,6,359.7
4N63,652,634,652634,4,6,370.3
4N66,652,634,652634,4,6,364.2
