cloneid,parent1,parent2,cross,location,block,height8,dia8,fork
112,17,1,Q,Hill,5,32.8,4.85,0
112,17,1,Q,Hill,6,36.6,5.95,0
112,17,1,Q,Hill,7,34.5,5.5,1
112,17,1,Q,Hill,8,27.1,4.5,0
112,17,1,Q,Orchard,1,31.5,4.55,0
112,17,1,Q,Orchard,2,33.4,4.55,0
112,17,1,Q,Orchard,3,39.1,5.75,0
112,17,1,Q,Orchard,4,35.8,4.05,0
112,17,1,Q,Orchard,5,37.49,4.55,0
112,17,1,Q,Orchard,6,37.2,4.45,0
112,17,1,Q,Orchard,7,33.8,6.5,0
112,17,1,Q,Orchard,8,34.4,5.95,0
112,17,1,Q,Rail,1,42.2,6.3,0
112,17,1,Q,Rail,2,39.8,6.25,0
112,17,1,Q,Rail,3,37.6,5.15,0
112,17,1,Q,Rail,4,37.4,6.15,0
113,17,1,Q,Hill,1,36.1,6.5,0
113,17,1,Q,Hill,3,34.5,5.55,0
113,17,1,Q,Hill,5,29,4.2,1
113,17,1,Q,Hill,7,36.1,6.75,0
113,17,1,Q,Orchard,1,31.4,4.25,0
113,17,1,Q,Orchard,4,32,NA,1
113,17,1,Q,Orchard,5,36.2,4.8,0
113,17,1,Q,Orchard,6,34.2,3.8,0
113,17,1,Q,Orchard,7,36.1,5.4,0
113,17,1,Q,Rail,2,40.1,5.7,0
113,17,1,Q,Rail,3,39,6.15,0
114,17,1,Q,Hill,1,38.1,6.9,0
114,17,1,Q,Hill,3,33.1,6.35,0
114,17,1,Q,Hill,4,35.7,7.55,0
114,17,1,Q,Hill,7,35.6,5.4,0
114,17,1,Q,Hill,8,35.4,6.05,0
114,17,1,Q,Orchard,1,39.1,5.35,0
114,17,1,Q,Orchard,2,35.9,5.8,0
114,17,1,Q,Orchard,3,36.9,5.4,0
114,17,1,Q,Orchard,4,39,5.25,0
115,17,1,Q,Hill,4,35.2,5.95,0
115,17,1,Q,Hill,7,35.2,6.6,0
115,17,1,Q,Orchard,5,40.2,5.05,0
115,17,1,Q,Orchard,6,40.1,5.6,0
115,17,1,Q,Rail,2,43.3,7.6,0
115,17,1,Q,Rail,3,36.5,4.05,0
116,17,1,Q,Hill,1,36.1,6.3,0
116,17,1,Q,Hill,3,34,6.8,0
116,17,1,Q,Hill,4,33,5,0
116,17,1,Q,Hill,5,41.6,6.2,0
116,17,1,Q,Hill,6,32.4,7.35,0
116,17,1,Q,Hill,7,36.1,6.1,0
116,17,1,Q,Hill,8,41.6,7.05,0
116,17,1,Q,Orchard,1,38.2,7.35,0
116,17,1,Q,Orchard,2,37.2,5.3,0
116,17,1,Q,Orchard,3,42.9,6.05,0
116,17,1,Q,Orchard,4,35.9,4.7,0
116,17,1,Q,Orchard,5,41.58,5.4,0
116,17,1,Q,Orchard,6,41.8,6.35,0
116,17,1,Q,Orchard,7,35.5,5.8,0
116,17,1,Q,Orchard,8,37.5,6.8,0
116,17,1,Q,Rail,1,42.2,6.5,0
116,17,1,Q,Rail,2,41.4,6.35,0
116,17,1,Q,Rail,3,35.1,5.4,0
116,17,1,Q,Rail,4,36.8,6.05,0
117,17,1,Q,Hill,1,30,4.7,0
117,17,1,Q,Hill,2,36.3,5.65,0
117,17,1,Q,Hill,3,38,5.1,0
117,17,1,Q,Hill,6,39.8,6.1,0
117,17,1,Q,Hill,7,35.8,5.45,0
117,17,1,Q,Hill,8,39.5,5.4,0
117,17,1,Q,Orchard,1,38.9,4.35,0
117,17,1,Q,Orchard,2,39.6,4.65,0
117,17,1,Q,Orchard,3,23.1,3.45,0
117,17,1,Q,Orchard,4,36.3,3.25,0
117,17,1,Q,Orchard,5,36.1,4.15,0
117,17,1,Q,Orchard,6,35.5,4.65,0
117,17,1,Q,Orchard,7,33.1,4.95,0
117,17,1,Q,Orchard,8,39.2,5.8,0
117,17,1,Q,Rail,1,39.1,4.55,0
117,17,1,Q,Rail,2,37.6,5.35,0
117,17,1,Q,Rail,3,40.1,6.35,0
118,17,1,Q,Hill,2,33.5,5.75,0
118,17,1,Q,Hill,3,37.8,7.2,0
118,17,1,Q,Hill,4,39.3,7.3,0
118,17,1,Q,Orchard,4,35.7,NA,1
118,17,1,Q,Rail,1,42.7,7.2,0
118,17,1,Q,Rail,4,40.4,5.4,0
119,17,1,Q,Hill,4,35.7,6.8,0
119,17,1,Q,Hill,6,40.2,6.4,0
119,17,1,Q,Orchard,3,37.3,5.85,0
119,17,1,Q,Orchard,4,34.9,5.7,0
119,17,1,Q,Orchard,8,36.1,6.15,0
119,17,1,Q,Rail,1,41.7,6.3,0
120,17,1,Q,Hill,1,41.8,6.9,0
120,17,1,Q,Hill,2,34.6,6.35,0
120,17,1,Q,Hill,3,34.1,6.5,0
120,17,1,Q,Hill,4,36.5,7.1,0
120,17,1,Q,Hill,5,39.2,6.25,0
120,17,1,Q,Hill,6,38.7,6.9,0
120,17,1,Q,Hill,7,37,5.2,0
120,17,1,Q,Hill,8,36.8,5.55,1
120,17,1,Q,Orchard,1,37.4,6.05,0
120,17,1,Q,Orchard,2,37.3,5.05,0
120,17,1,Q,Orchard,3,28.5,5.1,0
120,17,1,Q,Orchard,4,36.3,5.6,0
120,17,1,Q,Orchard,5,40.6,6,0
120,17,1,Q,Orchard,6,34.9,NA,1
120,17,1,Q,Orchard,7,33.9,5.45,0
120,17,1,Q,Orchard,8,30.7,5.5,0
120,17,1,Q,Rail,1,40,5.75,0
120,17,1,Q,Rail,2,41.1,5.9,0
120,17,1,Q,Rail,3,37.3,4.45,0
120,17,1,Q,Rail,4,37,6.05,0
121,17,1,Q,Hill,2,26.3,3.4,0
121,17,1,Q,Hill,3,39.7,5.75,0
121,17,1,Q,Hill,5,44.3,6.5,0
121,17,1,Q,Hill,8,26,6.35,0
121,17,1,Q,Rail,4,28.5,5.55,0
122,17,1,Q,Hill,1,35.9,6.4,1
122,17,1,Q,Hill,2,33.5,5.15,0
122,17,1,Q,Hill,5,40.9,6.5,0
122,17,1,Q,Orchard,1,43.4,6.85,0
122,17,1,Q,Orchard,2,38.8,5.9,0
122,17,1,Q,Orchard,3,40.2,5.9,0
122,17,1,Q,Orchard,4,36,5.95,0
122,17,1,Q,Orchard,7,39.3,7.15,0
122,17,1,Q,Orchard,8,40,6.95,0
122,17,1,Q,Rail,1,46.7,7.2,0
122,17,1,Q,Rail,4,36.8,6.7,0
123,17,1,Q,Hill,1,42.2,7.45,0
123,17,1,Q,Hill,2,37,5.35,0
123,17,1,Q,Hill,4,41.3,7.7,0
123,17,1,Q,Hill,5,34.7,5.9,0
123,17,1,Q,Hill,6,40.7,6.8,0
123,17,1,Q,Hill,7,41.1,7.1,0
123,17,1,Q,Orchard,1,36.2,5.1,0
123,17,1,Q,Orchard,2,35,5.9,0
123,17,1,Q,Orchard,3,41.3,6.7,0
123,17,1,Q,Orchard,4,37.1,5.85,0
123,17,1,Q,Orchard,5,45.7,7,0
123,17,1,Q,Orchard,6,41.4,6.4,0
123,17,1,Q,Orchard,7,38.6,6.7,0
123,17,1,Q,Orchard,8,40.7,8.15,0
123,17,1,Q,Rail,1,42.7,6.35,0
123,17,1,Q,Rail,2,33.4,5.8,0
123,17,1,Q,Rail,3,42.7,6.4,0
123,17,1,Q,Rail,4,40.3,6.3,0
124,17,1,Q,Hill,2,38.4,6.6,0
124,17,1,Q,Hill,4,27.5,6.55,0
124,17,1,Q,Hill,6,35.8,4.8,0
124,17,1,Q,Hill,8,39.8,6.75,0
124,17,1,Q,Orchard,2,28,3.45,0
124,17,1,Q,Orchard,3,24.9,NA,0
124,17,1,Q,Orchard,8,35.4,6.4,0
124,17,1,Q,Rail,1,25.9,4.9,0
125,17,1,Q,Hill,1,40.4,7.2,0
125,17,1,Q,Hill,2,41.5,8.45,0
125,17,1,Q,Hill,3,37.1,6.2,0
125,17,1,Q,Hill,4,41.7,8.05,0
125,17,1,Q,Hill,5,39.6,6.1,0
125,17,1,Q,Hill,6,38.6,6.2,0
125,17,1,Q,Hill,7,39.8,8.45,0
125,17,1,Q,Hill,8,27.2,5.4,0
125,17,1,Q,Orchard,1,41.1,7,0
125,17,1,Q,Orchard,2,35.5,5.95,0
125,17,1,Q,Orchard,3,38.2,5.8,0
125,17,1,Q,Orchard,4,39.1,6.55,0
125,17,1,Q,Orchard,5,44.3,6.8,0
125,17,1,Q,Orchard,6,41.3,6.8,0
125,17,1,Q,Orchard,7,33.8,5.95,0
125,17,1,Q,Orchard,8,35.5,6.15,0
125,17,1,Q,Rail,1,45.6,7.6,0
125,17,1,Q,Rail,2,37.4,6.4,0
125,17,1,Q,Rail,3,41.3,6.6,0
125,17,1,Q,Rail,4,32.3,6.35,0
126,17,1,Q,Hill,1,40.4,6.25,0
126,17,1,Q,Hill,3,30.5,6.8,0
126,17,1,Q,Hill,4,42.2,7.3,0
126,17,1,Q,Hill,5,36.3,6.1,0
126,17,1,Q,Hill,6,38.9,4.3,0
126,17,1,Q,Orchard,1,34.7,5.5,0
126,17,1,Q,Orchard,2,32.2,3.65,0
126,17,1,Q,Orchard,4,43.4,6.45,0
126,17,1,Q,Orchard,5,39.63,5.3,0
126,17,1,Q,Orchard,6,37.5,5.4,0
126,17,1,Q,Orchard,7,29.2,4.8,0
126,17,1,Q,Orchard,8,33,4.15,0
126,17,1,Q,Rail,1,37.6,4.5,0
126,17,1,Q,Rail,2,38.8,5.6,0
126,17,1,Q,Rail,3,34,5.4,0
126,17,1,Q,Rail,4,37,5.3,0
127,17,1,Q,Hill,2,38.9,5.3,0
127,17,1,Q,Hill,3,44.7,6.9,0
127,17,1,Q,Hill,5,39.1,5.3,0
127,17,1,Q,Hill,6,37.7,7,0
127,17,1,Q,Hill,8,32.1,5.9,0
127,17,1,Q,Orchard,1,38.6,5.85,0
127,17,1,Q,Orchard,2,40.1,5.45,0
127,17,1,Q,Orchard,3,43.7,6.05,0
127,17,1,Q,Orchard,4,38.2,5.65,0
127,17,1,Q,Orchard,5,42.7,5.95,0
127,17,1,Q,Orchard,6,36.6,4.75,0
127,17,1,Q,Orchard,7,31.3,4,0
127,17,1,Q,Orchard,8,40.2,5.95,0
127,17,1,Q,Rail,1,39.5,5.1,0
127,17,1,Q,Rail,2,43.5,6.6,0
127,17,1,Q,Rail,3,37.5,5.6,0
127,17,1,Q,Rail,4,41.6,5.8,0
128,17,1,Q,Hill,1,36.3,7.25,0
128,17,1,Q,Hill,2,42,6.4,0
128,17,1,Q,Hill,3,39.6,6.3,0
128,17,1,Q,Hill,4,42.3,6.05,0
128,17,1,Q,Hill,5,35.6,4.75,0
128,17,1,Q,Hill,6,39.2,6.9,0
128,17,1,Q,Hill,7,40.6,5.5,0
128,17,1,Q,Hill,8,41.9,6.95,0
128,17,1,Q,Orchard,1,36.3,6,0
128,17,1,Q,Orchard,2,41.6,5.7,0
128,17,1,Q,Orchard,3,38.2,5.35,0
128,17,1,Q,Orchard,4,40.9,5.85,0
128,17,1,Q,Orchard,5,35.7,5.4,0
128,17,1,Q,Orchard,6,36.6,4.8,1
128,17,1,Q,Orchard,7,38.2,8.05,0
128,17,1,Q,Orchard,8,30.3,5.05,0
128,17,1,Q,Rail,1,38.7,6.85,0
128,17,1,Q,Rail,2,40.5,6.7,0
128,17,1,Q,Rail,3,37.3,5.6,0
128,17,1,Q,Rail,4,35.2,5.75,0
129,17,1,Q,Hill,2,40.1,5.35,0
129,17,1,Q,Hill,3,38.2,5.45,0
129,17,1,Q,Hill,4,44.4,7.6,0
129,17,1,Q,Hill,6,40.8,7.35,0
129,17,1,Q,Hill,7,42,7.05,0
129,17,1,Q,Hill,8,42.6,6.7,0
129,17,1,Q,Orchard,1,42.3,6.3,0
129,17,1,Q,Orchard,2,42.4,5.3,0
129,17,1,Q,Orchard,3,41.5,6.25,0
129,17,1,Q,Orchard,4,40.4,5.05,0
129,17,1,Q,Orchard,5,41.6,6,0
129,17,1,Q,Orchard,6,42.5,5.15,0
129,17,1,Q,Orchard,7,43.7,6.7,1
129,17,1,Q,Orchard,8,33.7,6.55,1
129,17,1,Q,Rail,1,46.6,7.05,0
129,17,1,Q,Rail,2,38.4,5.95,0
129,17,1,Q,Rail,3,38.7,7.2,0
129,17,1,Q,Rail,4,44,7.6,0
130,17,1,Q,Hill,1,40.6,7.4,0
130,17,1,Q,Hill,2,31,4,0
130,17,1,Q,Hill,3,35.8,6.4,0
130,17,1,Q,Hill,4,40.7,7.05,0
130,17,1,Q,Hill,5,38.8,5.8,0
130,17,1,Q,Hill,6,37.7,5.8,0
130,17,1,Q,Hill,7,40.4,6.45,0
130,17,1,Q,Hill,8,37.5,4.35,0
130,17,1,Q,Orchard,1,36.5,4.35,0
130,17,1,Q,Orchard,2,30.4,NA,1
130,17,1,Q,Orchard,3,39.4,6.1,0
130,17,1,Q,Orchard,4,39.1,5.35,0
130,17,1,Q,Orchard,5,45.1,6.2,0
130,17,1,Q,Orchard,6,35.5,5,0
130,17,1,Q,Orchard,7,28.7,4.95,0
130,17,1,Q,Rail,1,40,6.05,0
130,17,1,Q,Rail,2,36.9,5.3,0
130,17,1,Q,Rail,3,35.4,6.75,0
130,17,1,Q,Rail,4,40.6,5.65,0
131,17,1,Q,Hill,2,34.6,7,0
131,17,1,Q,Hill,5,40.3,8.35,0
131,17,1,Q,Orchard,1,37.7,5.9,0
131,17,1,Q,Orchard,2,35.1,6.2,0
131,17,1,Q,Orchard,3,30.6,5.1,0
131,17,1,Q,Orchard,4,37.7,5.6,0
131,17,1,Q,Orchard,6,34.2,5.35,0
131,17,1,Q,Orchard,7,39.8,6.15,0
131,17,1,Q,Orchard,8,35.7,7.3,0
131,17,1,Q,Rail,1,41,NA,1
131,17,1,Q,Rail,2,37.9,6.25,0
131,17,1,Q,Rail,3,37.8,5.4,0
131,17,1,Q,Rail,4,39.7,6.85,0
132,17,1,Q,Hill,7,40,6.1,0
132,17,1,Q,Orchard,1,37.1,5.55,0
132,17,1,Q,Orchard,2,42.9,5.9,0
132,17,1,Q,Orchard,5,37.77,4.1,0
132,17,1,Q,Orchard,6,34.4,6.15,0
132,17,1,Q,Orchard,7,38,6.5,0
132,17,1,Q,Rail,2,43,6.85,0
132,17,1,Q,Rail,3,30.8,4.65,0
133,17,1,Q,Hill,3,38.9,7.2,0
133,17,1,Q,Hill,4,37.8,6.85,0
133,17,1,Q,Hill,5,38.7,6.5,0
133,17,1,Q,Hill,7,36.4,6.5,0
133,17,1,Q,Hill,8,40.7,6.4,0
133,17,1,Q,Orchard,1,33.3,NA,1
133,17,1,Q,Orchard,2,32.7,4.2,0
133,17,1,Q,Orchard,3,41.3,5.3,0
133,17,1,Q,Orchard,4,36,4.6,0
133,17,1,Q,Orchard,5,39.3,5.95,0
133,17,1,Q,Orchard,6,35.5,4.35,0
133,17,1,Q,Orchard,7,35.4,5.25,0
133,17,1,Q,Orchard,8,39.6,6.65,0
133,17,1,Q,Rail,2,39.2,5.75,0
134,17,1,Q,Hill,4,36.4,6.4,0
134,17,1,Q,Hill,8,31.2,4.05,0
134,17,1,Q,Orchard,5,40.5,5.6,0
135,17,1,Q,Hill,3,35.7,5.55,0
135,17,1,Q,Hill,4,36.8,6.05,1
135,17,1,Q,Hill,5,30.7,4.5,0
135,17,1,Q,Hill,6,32.6,5.65,0
135,17,1,Q,Hill,7,34.1,5.05,0
135,17,1,Q,Hill,8,35.1,5.95,0
135,17,1,Q,Orchard,1,34.6,5.4,0
135,17,1,Q,Orchard,2,35.7,4.35,0
135,17,1,Q,Orchard,3,32.5,4.15,0
135,17,1,Q,Orchard,4,34.8,4.35,1
135,17,1,Q,Orchard,5,40.8,5.05,0
135,17,1,Q,Orchard,6,33.8,5.3,0
135,17,1,Q,Orchard,7,26.3,2.95,0
135,17,1,Q,Orchard,8,34.5,5.35,0
135,17,1,Q,Rail,1,50.1,7.15,0
135,17,1,Q,Rail,2,33.7,4,0
135,17,1,Q,Rail,4,32.4,4.35,0
136,17,1,Q,Hill,1,42.6,5.95,0
136,17,1,Q,Hill,2,42.1,6.75,0
136,17,1,Q,Hill,3,32.6,4.4,0
136,17,1,Q,Hill,4,45,6.4,0
136,17,1,Q,Hill,5,39.6,6.5,0
136,17,1,Q,Hill,6,36,6.6,0
136,17,1,Q,Hill,8,34.4,6.15,0
136,17,1,O,Orchard,3,26.3,3.35,0
136,17,1,O,Orchard,6,38,6.35,0
136,17,1,Q,Rail,1,37.4,5,0
136,17,1,Q,Rail,4,38.5,4,0
137,12,10,R,Hill,1,28.4,3.85,0
137,12,10,R,Hill,4,35.7,6.3,0
137,12,10,R,Hill,5,36.9,5.3,0
137,12,10,R,Hill,6,37.2,6.3,0
137,12,10,R,Hill,7,33.8,5.4,0
137,12,10,R,Hill,8,26.5,5.5,0
137,12,10,R,Orchard,1,40.5,5.5,0
137,12,10,R,Orchard,2,34.1,5.25,0
137,12,10,R,Orchard,3,34,NA,1
137,12,10,R,Orchard,4,35.6,5.25,0
137,12,10,R,Orchard,5,32.6,5.6,0
137,12,10,R,Orchard,6,32.1,5,0
137,12,10,R,Orchard,7,32.9,5.15,0
137,12,10,R,Orchard,8,36.4,4.85,0
137,12,10,R,Rail,2,35.6,4.95,0
137,12,10,R,Rail,3,41,6.4,0
137,12,10,R,Rail,4,34.2,5.45,0
138,12,10,R,Hill,1,39.5,6.5,0
138,12,10,R,Hill,2,33,5.05,0
138,12,10,R,Hill,3,36.6,5.95,0
138,12,10,R,Hill,4,32,5.75,0
138,12,10,R,Hill,5,30.4,5.25,0
138,12,10,R,Hill,7,36.9,7.45,0
138,12,10,R,Hill,8,31.4,5.95,0
138,12,10,R,Orchard,1,23.8,3.6,0
138,12,10,R,Orchard,2,35.1,5,0
138,12,10,R,Orchard,3,36.5,5.95,0
138,12,10,R,Orchard,4,38.2,5.8,0
138,12,10,R,Orchard,5,38.9,5.6,0
138,12,10,R,Orchard,6,21.4,3.7,0
138,12,10,R,Orchard,7,44,6.25,0
138,12,10,R,Orchard,8,34.9,5.95,0
138,12,10,R,Rail,3,33.6,5.95,0
139,12,10,R,Hill,2,28,4.45,0
139,12,10,R,Hill,4,33.3,5,0
139,12,10,R,Hill,6,25.3,3.6,0
139,12,10,R,Hill,7,28.1,3.9,0
139,12,10,R,Hill,8,30.5,5.15,0
139,12,10,R,Orchard,1,35.3,5.15,0
139,12,10,R,Orchard,2,21.1,3,0
139,12,10,R,Orchard,3,26.3,3.5,0
139,12,10,R,Orchard,4,27.8,3.65,0
139,12,10,R,Orchard,5,31.96,3.05,0
139,12,10,R,Orchard,6,29.7,3.65,0
139,12,10,R,Orchard,7,32.6,6.35,0
139,12,10,R,Orchard,8,30.6,3.8,0
139,12,10,R,Rail,1,29.1,4.2,0
139,12,10,R,Rail,3,24.2,3.75,0
139,12,10,R,Rail,4,30.5,3.9,0
140,12,10,R,Hill,1,38.1,5.15,0
140,12,10,R,Hill,3,34.2,4.95,0
140,12,10,R,Hill,4,32.3,6.3,0
140,12,10,R,Hill,6,40.3,4.7,0
140,12,10,R,Hill,8,29.3,5.95,0
140,12,10,R,Orchard,1,38.8,6.4,0
140,12,10,R,Orchard,2,35.2,4.75,0
140,12,10,R,Orchard,3,34.1,6.2,0
140,12,10,R,Orchard,4,34.2,5.75,0
140,12,10,R,Orchard,5,39.44,6.05,0
140,12,10,R,Orchard,6,33.4,5.65,0
140,12,10,R,Orchard,7,28.1,5.2,0
140,12,10,R,Orchard,8,21.9,2.65,0
140,12,10,R,Rail,1,34.3,5,0
140,12,10,R,Rail,3,30.4,3.45,0
141,12,10,R,Hill,3,29.5,4.6,0
141,12,10,R,Hill,4,35.4,6.45,0
141,12,10,R,Hill,5,30.9,5.2,0
141,12,10,R,Hill,7,35.8,6.2,0
141,12,10,R,Hill,8,32.5,5.05,0
141,12,10,R,Orchard,1,31.4,4.7,0
141,12,10,R,Orchard,2,27.7,3.95,0
141,12,10,R,Orchard,3,27.9,5.65,0
141,12,10,R,Orchard,5,40.68,5.65,0
141,12,10,R,Orchard,6,27,3.95,0
141,12,10,R,Orchard,7,28.6,4.45,0
141,12,10,R,Rail,1,41.6,5.55,0
141,12,10,R,Rail,2,25.4,5.05,0
141,12,10,R,Rail,3,29.3,4.35,0
142,12,10,R,Hill,3,33.5,5.9,0
142,12,10,R,Hill,4,34.8,6.3,0
142,12,10,R,Hill,5,34.6,5.95,0
142,12,10,R,Hill,6,30.7,5.3,0
142,12,10,R,Hill,7,35,5.55,0
142,12,10,R,Hill,8,25.7,5.1,0
142,12,10,R,Orchard,1,36.9,4.5,0
142,12,10,R,Orchard,3,36,5.1,0
142,12,10,R,Orchard,4,36.5,6.45,0
142,12,10,R,Orchard,5,37,5.65,0
142,12,10,R,Orchard,6,34.3,NA,0
142,12,10,R,Orchard,7,33.5,5.7,0
142,12,10,R,Orchard,8,32.1,5.6,0
142,12,10,R,Rail,1,39,5.95,0
142,12,10,R,Rail,2,31.2,5.3,0
142,12,10,R,Rail,3,31.9,4.2,0
142,12,10,R,Rail,4,32.4,5.5,0
143,12,10,R,Hill,2,33.3,4.3,0
143,12,10,R,Hill,3,32.4,5.55,0
143,12,10,R,Hill,4,40.1,5.15,0
143,12,10,R,Hill,5,33.5,5.25,0
143,12,10,R,Hill,6,40.5,4.9,0
143,12,10,R,Orchard,2,39.2,6.05,0
143,12,10,R,Orchard,4,38,5.35,0
143,12,10,R,Orchard,5,32,3.45,0
143,12,10,R,Orchard,7,28.4,4.45,0
143,12,10,R,Orchard,8,30.3,5.1,0
143,12,10,R,Rail,1,40.5,6.15,0
143,12,10,R,Rail,4,41.6,6.9,0
144,12,10,R,Hill,1,47.5,7.35,0
144,12,10,R,Hill,2,36.8,5.85,0
144,12,10,R,Hill,3,40.6,7.8,0
144,12,10,R,Hill,4,43.8,6.5,0
144,12,10,R,Hill,5,37.1,6.05,0
144,12,10,R,Hill,6,35.3,6.55,0
144,12,10,R,Hill,7,38.7,5.95,0
144,12,10,R,Hill,8,31.1,6.8,0
144,12,10,R,Orchard,1,35.8,4.9,0
144,12,10,R,Orchard,2,35,5.4,0
144,12,10,R,Orchard,3,40.7,6.2,0
144,12,10,R,Orchard,4,41.2,5.85,0
144,12,10,R,Orchard,5,35.87,5.3,0
144,12,10,R,Orchard,6,36.3,4.05,0
144,12,10,R,Orchard,7,36.7,5.7,0
144,12,10,R,Orchard,8,33,4.6,0
144,12,10,R,Rail,1,40.4,6.2,0
144,12,10,R,Rail,2,44,7,0
144,12,10,R,Rail,3,33.6,5.8,0
144,12,10,R,Rail,4,36.8,4.85,0
145,12,10,R,Hill,1,35.4,5.45,0
145,12,10,R,Hill,3,29.3,4.7,0
145,12,10,R,Hill,4,38.8,6.95,0
145,12,10,R,Hill,5,32,5,0
145,12,10,R,Hill,6,29.9,4.55,0
145,12,10,R,Hill,7,33.2,5.3,0
145,12,10,R,Orchard,1,32.6,6.3,0
145,12,10,R,Orchard,2,31,5.05,0
145,12,10,R,Orchard,3,25.5,4.15,0
145,12,10,R,Orchard,4,31.2,5.5,0
145,12,10,R,Orchard,5,30.1,4.45,0
145,12,10,R,Orchard,6,32.9,4.95,0
145,12,10,R,Orchard,7,31.8,4.45,0
145,12,10,R,Orchard,8,46.4,5.15,0
145,12,10,R,Rail,2,30.2,5.7,0
146,12,10,R,Hill,1,42.9,6.75,0
146,12,10,R,Hill,2,36.7,5.95,0
146,12,10,R,Hill,3,35.1,6.05,0
146,12,10,R,Hill,4,31.9,6.3,1
146,12,10,R,Hill,5,38.9,6.6,0
146,12,10,R,Hill,5,38.5,6.35,0
146,12,10,R,Hill,6,36.3,6.75,0
146,12,10,R,Hill,7,33.4,4.75,0
146,12,10,R,Hill,7,36.8,6.4,0
146,12,10,R,Hill,8,28.3,4.9,0
146,12,10,R,Orchard,1,38.5,5.35,0
146,12,10,R,Orchard,1,35.1,4.7,0
146,12,10,R,Orchard,2,39.8,5.75,0
146,12,10,R,Orchard,3,41.7,6.55,0
146,12,10,R,Orchard,4,34.4,4.55,0
146,12,10,R,Orchard,4,34.2,5.3,0
146,12,10,R,Orchard,5,41.64,5.55,0
146,12,10,R,Orchard,5,32.9,3.55,0
146,12,10,R,Orchard,6,35.3,4.8,0
146,12,10,R,Orchard,6,35.8,5.35,0
146,12,10,R,Orchard,7,28.6,4.5,0
146,12,10,R,Orchard,7,28.6,NA,1
146,12,10,R,Orchard,8,32.8,5.35,0
146,12,10,R,Rail,1,32.9,5.85,0
146,12,10,R,Rail,1,37.4,5.25,0
146,12,10,R,Rail,2,39.1,4.5,0
146,12,10,R,Rail,3,37.1,5.85,1
146,12,10,R,Rail,3,41.1,6.9,0
146,12,10,R,Rail,4,33.4,5.65,0
146,12,10,R,Rail,4,36.8,6.5,1
147,12,10,R,Hill,1,37.3,5.75,0
147,12,10,R,Hill,2,41.2,6.5,0
147,12,10,R,Hill,3,39.6,5.4,0
147,12,10,R,Hill,4,44,7.2,0
147,12,10,R,Hill,6,31.5,5.4,0
147,12,10,R,Hill,7,36.4,6.3,0
147,12,10,R,Hill,8,39.8,6.6,0
147,12,10,R,Orchard,1,36.2,4.85,0
147,12,10,R,Orchard,2,37.4,5.15,0
147,12,10,R,Orchard,3,36.4,5,0
147,12,10,R,Orchard,4,29.2,2.55,0
147,12,10,R,Orchard,5,35.5,4.3,0
147,12,10,R,Orchard,6,32.4,3.85,0
147,12,10,R,Orchard,7,39,5.05,0
147,12,10,R,Orchard,8,32.8,6.1,0
147,12,10,R,Rail,3,41,6.75,0
148,12,10,R,Hill,1,32.5,3.7,0
148,12,10,R,Hill,2,34.2,5.8,0
148,12,10,R,Hill,3,35.1,6.2,0
148,12,10,R,Hill,4,33.8,5.85,0
148,12,10,R,Hill,6,25.6,4.4,0
148,12,10,R,Hill,7,36.4,5.35,0
148,12,10,R,Hill,8,27.2,4.65,0
148,12,10,R,Orchard,1,34.4,4.05,0
148,12,10,R,Orchard,2,32.2,4.1,0
148,12,10,R,Orchard,3,32.6,4.45,1
148,12,10,R,Orchard,4,41,6.25,0
148,12,10,R,Orchard,5,37.6,5.75,0
148,12,10,R,Orchard,6,34.9,5.45,0
148,12,10,R,Orchard,7,33.2,5.3,0
148,12,10,R,Orchard,8,37.5,5.95,0
148,12,10,R,Rail,1,36.2,5.25,0
148,12,10,R,Rail,2,37.8,5.6,0
148,12,10,R,Rail,3,34.4,5.05,0
148,12,10,R,Rail,4,34.4,5.45,0
149,12,10,R,Hill,2,37.2,6.35,0
149,12,10,R,Hill,3,32.3,5.05,0
149,12,10,R,Hill,4,35.8,7,0
149,12,10,R,Orchard,2,33,5.25,0
149,12,10,R,Orchard,3,38.2,5.05,0
149,12,10,R,Orchard,4,36.8,4.95,0
149,12,10,R,Orchard,5,36.6,5.6,0
149,12,10,R,Orchard,8,26.6,5.2,0
149,12,10,R,Rail,2,32.5,5.3,0
149,12,10,R,Rail,3,41.2,6.45,0
149,12,10,R,Rail,4,33.4,5.05,0
150,12,10,R,Hill,2,39.5,6.2,0
150,12,10,R,Hill,3,36.4,6.35,0
150,12,10,R,Hill,4,39.1,7.05,0
150,12,10,R,Hill,5,39.1,6.25,0
150,12,10,R,Hill,6,36,6.4,0
150,12,10,R,Hill,7,32.9,6.1,0
150,12,10,R,Hill,8,30.9,4.8,NA
150,12,10,R,Orchard,1,36,6.2,0
150,12,10,R,Orchard,2,39.8,5.45,0
150,12,10,R,Orchard,3,33.3,4.35,0
150,12,10,R,Orchard,4,36,5.4,0
150,12,10,R,Orchard,5,39.21,6.05,0
150,12,10,R,Orchard,6,31.9,4.15,0
150,12,10,R,Orchard,7,31.6,6.45,0
150,12,10,R,Orchard,8,33.8,6.1,0
150,12,10,R,Rail,1,32.6,5.45,0
150,12,10,R,Rail,2,34.9,5.75,0
150,12,10,R,Rail,3,38.7,5.4,0
150,12,10,R,Rail,4,34,5.55,0
