Year,Progeny,female,male,cross,r,DTA,PltHt
2014,2202,167_5,166_9,166_9x167_5,-1,78,185
2014,2204,171_4,165_2,165_2x171_4,-1,81,210
2014,2205,167_5,169_6,167_5x169_6,1,80,225
2014,2206,168_5,171_7,168_5x171_7,1,84,205
2014,2210,168_5,171_7,168_5x171_7,1,72,210
2014,2211,168_5,171_4,168_5x171_4,1,79,220
2014,2212,168_5,165_2,165_2x168_5,-1,86,230
2014,2215,164_2,166_12,164_2x166_12,1,75,225
2014,2216,171_6,167_1,167_1x171_6,-1,70,205
2014,2220,171_5,170_7,170_7x171_5,-1,79,235
2014,2222,165_6,166_12,165_6x166_12,1,70,225
2014,2223,164_14,169_6,164_14x169_6,1,76,245
2014,2224,166_9,164_14,164_14x166_9,-1,70,230
2014,2225,171_6,170_13,170_13x171_6,-1,75,230
2014,2226,170_6,170_2,170_2x170_6,-1,88,200
2014,2227,170_4,170_7,170_4x170_7,1,82,250
2014,2228,164_2,166_3,164_2x166_3,1,74,200
2014,2229,166_10,169_7,166_10x169_7,1,81,260
2014,2230,169_11,171_13,169_11x171_13,1,72,235
2014,2231,169_11,171_13,169_11x171_13,1,78,210
2014,2232,164_2,166_12,164_2x166_12,1,71,205
2014,2233,167_12,168_2,167_12x168_2,1,79,235
2014,2234,167_5,169_6,167_5x169_6,1,81,NA
2014,2236,170_12,168_2,168_2x170_12,-1,81,265
2014,2237,171_10,164_8,164_8x171_10,-1,70,NA
2014,2238,168_8,166_8,166_8x168_8,-1,98,130
2014,2239,169_6,164_1,164_1x169_6,-1,82,230
2014,2241,170_1,167_6,167_6x170_1,-1,84,260
2014,2242,171_6,165_10,165_10x171_6,-1,83,250
2014,2244,170_4,171_13,170_4x171_13,1,74,240
2014,2246,169_6,164_1,164_1x169_6,-1,75,230
2014,2247,164_4,166_11,164_4x166_11,1,76,245
2014,2248,164_1,164_14,164_1x164_14,1,82,225
2014,2249,168_5,171_7,168_5x171_7,1,70,235
2014,2250,171_5,170_7,170_7x171_5,-1,79,255
2014,2251,171_5,169_11,169_11x171_5,-1,78,245
2014,2252,171_11,167_6,167_6x171_11,-1,72,225
2014,2253,165_4,167_3,165_4x167_3,1,78,245
2014,2254,170_12,168_2,168_2x170_12,-1,79,270
2014,2255,168_5,171_7,168_5x171_7,1,76,210
2014,2258,171_11,170_1,170_1x171_11,-1,81,245
2014,2260,170_6,170_11,170_11x170_6,-1,80,240
2014,2262,167_5,164_14,164_14x167_5,-1,78,230
2014,2265,171_10,169_12,169_12x171_10,-1,69,215
2014,2266,170_6,170_2,170_2x170_6,-1,88,255
2014,2267,164_4,166_11,164_4x166_11,1,78,250
2014,2269,164_4,166_11,164_4x166_11,1,76,250
2014,2270,164_14,166_9,164_14x166_9,1,87,240
2014,2272,170_1,165_5,165_5x170_1,-1,80,275
2014,2273,169_6,164_14,164_14x169_6,-1,73,215
2014,2274,171_8,170_12,170_12x171_8,-1,79,250
2014,2275,164_2,166_12,164_2x166_12,1,75,200
2014,2277,166_9,164_1,164_1x166_9,-1,72,210
2014,2278,164_4,165_4,164_4x165_4,1,85,275
2014,2279,170_2,170_11,170_11x170_2,-1,84,250
2014,2282,167_12,170_12,167_12x170_12,1,89,255
2014,2284,171_10,167_8,167_8x171_10,-1,91,175
2014,2285,166_12,165_6,165_6x166_12,-1,71,240
2014,2288,164_8,167_8,164_8x167_8,1,71,230
2014,2289,166_10,166_8,166_10x166_8,1,80,250
2014,2292,164_14,169_6,164_14x169_6,1,76,230
2014,2293,171_11,170_1,170_1x171_11,-1,76,265
2014,2296,166_3,166_12,166_12x166_3,-1,71,250
2014,2298,170_4,169_11,169_11x170_4,-1,70,230
2014,2299,164_2,166_12,164_2x166_12,1,70,230
2014,2301,164_8,171_10,164_8x171_10,1,75,215
2014,2302,171_4,171_7,171_4x171_7,1,85,215
2014,2304,164_1,166_9,164_1x166_9,1,74,220
2014,2305,164_4,165_4,164_4x165_4,1,84,230
2014,2306,170_4,169_11,169_11x170_4,-1,76,230
2014,2307,170_4,171_5,170_4x171_5,1,69,225
2014,2309,171_5,170_4,170_4x171_5,-1,70,230
2014,2311,166_9,164_1,164_1x166_9,-1,84,235
2014,2312,170_6,170_2,170_2x170_6,-1,90,255
2014,2314,165_7,166_10,165_7x166_10,1,78,260
2014,2316,164_2,166_12,164_2x166_12,1,79,245
2014,2318,171_5,171_13,171_13x171_5,-1,100,165
2014,2320,171_6,165_10,165_10x171_6,-1,79,255
2014,2323,171_4,171_7,171_4x171_7,1,79,275
2014,2325,170_1,171_11,170_1x171_11,1,90,285
2014,2327,166_3,166_12,166_12x166_3,-1,86,265
2014,2330,164_14,169_6,164_14x169_6,1,80,270
2014,2331,164_11,165_10,164_11x165_10,1,84,235
2014,2332,164_2,166_12,164_2x166_12,1,68,220
2014,2333,171_6,165_10,165_10x171_6,-1,81,245
2014,2335,164_11,167_1,164_11x167_1,1,84,265
2014,2336,167_3,166_11,166_11x167_3,-1,85,NA
2014,2340,171_11,165_5,165_5x171_11,-1,81,270
2014,2341,164_14,164_1,164_1x164_14,-1,80,235
2014,2343,170_6,170_11,170_11x170_6,-1,85,280
2014,2344,171_11,170_1,170_1x171_11,-1,91,265
2014,2347,164_14,164_1,164_1x164_14,-1,80,230
2014,2348,167_3,166_11,166_11x167_3,-1,90,265
2014,2349,164_11,167_1,164_11x167_1,1,80,260
2014,2356,171_6,167_1,167_1x171_6,-1,85,230
2014,2358,164_1,169_6,164_1x169_6,1,81,265
2014,2359,171_5,170_7,170_7x171_5,-1,78,260
2014,2361,164_11,167_1,164_11x167_1,1,70,225
2014,2362,164_2,166_3,164_2x166_3,1,78,225
2014,2364,169_11,171_13,169_11x171_13,1,79,250
2014,2365,164_2,165_6,164_2x165_6,1,81,215
2014,2367,171_8,167_13,167_13x171_8,-1,79,235
2014,2368,164_11,165_10,164_11x165_10,1,79,260
2014,2369,170_4,171_13,170_4x171_13,1,75,230
2014,2371,167_5,164_14,164_14x167_5,-1,76,260
2014,2373,171_10,167_8,167_8x171_10,-1,69,225
2014,2375,165_4,166_11,165_4x166_11,1,77,270
2014,2377,164_2,166_3,164_2x166_3,1,75,240
2014,2379,165_4,166_11,165_4x166_11,1,78,235
2014,2380,167_3,166_11,166_11x167_3,-1,76,245
2014,2382,170_4,171_13,170_4x171_13,1,70,245
2014,2383,165_7,166_10,165_7x166_10,1,82,240
2014,2384,168_5,171_7,168_5x171_7,1,80,225
2014,2385,167_8,164_8,164_8x167_8,-1,79,245
2014,2386,170_7,171_13,170_7x171_13,1,93,225
2014,2388,170_7,170_4,170_4x170_7,-1,75,240
2014,2389,171_6,167_1,167_1x171_6,-1,83,210
2014,2390,168_5,171_7,168_5x171_7,1,86,215
2014,2391,167_12,167_13,167_12x167_13,1,81,265
2014,2392,170_4,171_13,170_4x171_13,1,69,230
2014,2393,170_4,169_11,169_11x170_4,-1,73,NA
2014,2394,170_6,170_2,170_2x170_6,-1,85,230
2014,2396,171_11,167_6,167_6x171_11,-1,80,260
2014,2399,164_8,169_12,164_8x169_12,1,74,190
2014,2400,166_12,165_6,165_6x166_12,-1,80,240
2014,2401,168_5,171_7,168_5x171_7,1,71,235
2014,2402,164_2,166_12,164_2x166_12,1,70,215
2014,2403,171_5,170_7,170_7x171_5,-1,78,230
2014,2406,171_11,165_5,165_5x171_11,-1,77,255
2014,2407,170_7,171_13,170_7x171_13,1,74,225
2014,2408,167_3,166_11,166_11x167_3,-1,81,230
2014,2411,171_8,168_2,168_2x171_8,-1,75,235
2014,2412,171_4,171_7,171_4x171_7,1,83,255
2014,2415,171_9,170_11,170_11x171_9,-1,NA,NA
2014,2416,168_5,171_7,168_5x171_7,1,78,225
2014,2417,164_11,167_1,164_11x167_1,1,73,235
2014,2418,170_7,171_5,170_7x171_5,1,79,250
2014,2419,171_4,171_7,171_4x171_7,1,85,235
2014,2422,166_10,165_7,165_7x166_10,-1,80,255
2014,2424,171_8,168_2,168_2x171_8,-1,81,250
2014,2426,166_3,164_2,164_2x166_3,-1,72,225
2014,2428,165_6,166_12,165_6x166_12,1,70,255
2014,2430,171_6,167_1,167_1x171_6,-1,79,250
2014,2431,164_2,166_12,164_2x166_12,1,77,225
2014,2433,171_11,170_1,170_1x171_11,-1,76,275
2014,2434,164_2,166_12,164_2x166_12,1,85,220
2014,2437,171_5,171_13,171_13x171_5,-1,75,245
2014,2441,164_14,166_9,164_14x166_9,1,69,225
2014,2442,166_9,169_6,166_9x169_6,1,75,255
2014,2443,165_4,166_11,165_4x166_11,1,75,250
2014,2444,167_5,164_1,164_1x167_5,-1,67,240
2014,2446,165_4,166_11,165_4x166_11,1,88,235
2014,2447,171_11,167_6,167_6x171_11,-1,73,265
2014,2451,164_4,166_11,164_4x166_11,1,80,265
2014,2453,171_6,165_10,165_10x171_6,-1,79,275
2014,2455,171_8,167_13,167_13x171_8,-1,76,NA
2014,2456,171_5,170_7,170_7x171_5,-1,73,265
2014,2459,167_5,164_1,164_1x167_5,-1,88,NA
2014,2460,170_6,170_11,170_11x170_6,-1,85,285
2014,2461,165_4,166_11,165_4x166_11,1,NA,NA
2014,2462,164_1,166_9,164_1x166_9,1,71,225
2014,2463,164_1,166_9,164_1x166_9,1,74,220
2014,2464,167_3,166_11,166_11x167_3,-1,75,NA
2014,2465,171_4,171_7,171_4x171_7,1,85,260
2014,2466,169_6,164_1,164_1x169_6,-1,69,225
2014,2467,171_6,165_10,165_10x171_6,-1,76,240
2014,2468,170_11,170_2,170_11x170_2,1,82,260
2014,2469,171_11,170_1,170_1x171_11,-1,78,255
2014,2470,170_1,171_11,170_1x171_11,1,79,260
2014,2472,169_11,170_7,169_11x170_7,1,72,NA
2014,2475,167_12,167_13,167_12x167_13,1,75,240
2014,2476,168_5,171_7,168_5x171_7,1,76,245
2014,2478,169_11,171_5,169_11x171_5,1,NA,250
2014,2479,164_1,169_6,164_1x169_6,1,75,230
2014,2480,171_11,170_1,170_1x171_11,-1,77,255
2014,2482,171_6,165_10,165_10x171_6,-1,69,235
2014,2483,171_6,167_1,167_1x171_6,-1,70,215
2014,2485,164_4,166_11,164_4x166_11,1,76,250
2014,2486,168_8,166_10,166_10x168_8,-1,79,235
2014,2487,165_4,166_11,165_4x166_11,1,70,225
2014,2488,171_5,170_7,170_7x171_5,-1,74,240
2014,2489,165_6,166_12,165_6x166_12,1,70,230
2014,2490,169_11,171_13,169_11x171_13,1,76,250
2014,2493,166_9,164_1,164_1x166_9,-1,79,245
2014,2495,171_4,171_7,171_4x171_7,1,76,235
2014,2498,165_7,169_7,165_7x169_7,1,81,230
2014,2499,170_4,171_13,170_4x171_13,1,75,210
2014,2502,168_5,171_7,168_5x171_7,1,82,230
2014,2503,171_10,167_8,167_8x171_10,-1,79,245
2014,2506,164_4,166_11,164_4x166_11,1,77,230
2014,2508,170_11,170_2,170_11x170_2,1,80,255
2014,2509,171_6,165_10,165_10x171_6,-1,75,255
2014,2510,170_4,170_7,170_4x170_7,1,76,240
2014,2512,164_11,167_1,164_11x167_1,1,71,215
2014,2513,171_6,170_13,170_13x171_6,-1,77,200
2014,2515,171_6,167_1,167_1x171_6,-1,79,220
2014,2516,170_7,171_5,170_7x171_5,1,81,270
2014,2519,164_4,167_3,164_4x167_3,1,85,NA
2014,2520,170_4,171_13,170_4x171_13,1,74,245
2014,2523,171_5,171_13,171_13x171_5,-1,81,285
2014,2524,171_4,168_5,168_5x171_4,-1,79,210
2014,2529,171_8,167_13,167_13x171_8,-1,79,260
2014,2532,168_5,171_7,168_5x171_7,1,NA,NA
2014,2533,170_4,171_13,170_4x171_13,1,81,245
2014,2534,166_9,169_6,166_9x169_6,1,70,210
2014,2535,169_6,164_1,164_1x169_6,-1,72,190
2014,2537,171_6,167_1,167_1x171_6,-1,80,245
2014,2538,164_2,166_12,164_2x166_12,1,70,235
2014,2539,165_4,166_11,165_4x166_11,1,82,265
2014,2541,164_11,165_10,164_11x165_10,1,81,260
2014,2543,169_6,164_14,164_14x169_6,-1,76,240
2014,2544,170_7,171_13,170_7x171_13,1,75,255
2014,2545,170_7,170_4,170_4x170_7,-1,74,230
2014,2546,164_14,166_9,164_14x166_9,1,74,245
2014,2547,166_9,169_6,166_9x169_6,1,69,250
2014,2553,171_6,170_13,170_13x171_6,-1,77,240
2014,2557,171_5,171_13,171_13x171_5,-1,69,260
2014,2558,170_7,171_13,170_7x171_13,1,80,NA
2014,2559,170_2,171_3,170_2x171_3,1,NA,NA
2014,2561,165_6,166_3,165_6x166_3,1,73,245
2014,2562,167_5,164_1,164_1x167_5,-1,80,NA
2014,2564,171_10,169_12,169_12x171_10,-1,67,200
2014,2567,164_4,167_3,164_4x167_3,1,76,240
2014,2568,166_10,169_7,166_10x169_7,1,75,230
2014,2569,170_11,170_2,170_11x170_2,1,80,255
2014,2570,171_4,171_7,171_4x171_7,1,79,245
2014,2571,164_2,166_12,164_2x166_12,1,80,245
2014,2572,165_4,164_5,164_5x165_4,-1,69,255
2014,2573,166_9,164_14,164_14x166_9,-1,68,240
2014,2575,167_8,164_8,164_8x167_8,-1,69,250
2014,2579,164_11,165_10,164_11x165_10,1,80,250
2014,2582,171_4,171_7,171_4x171_7,1,76,230
2014,2583,171_11,170_1,170_1x171_11,-1,77,255
2014,2585,165_4,166_11,165_4x166_11,1,77,230
2014,2587,170_6,170_11,170_11x170_6,-1,80,270
2014,2592,170_6,170_2,170_2x170_6,-1,79,245
2014,2593,171_8,167_12,167_12x171_8,-1,79,270
2014,2595,170_4,171_13,170_4x171_13,1,76,220
2014,2598,164_4,167_3,164_4x167_3,1,85,230
2014,2599,170_1,165_5,165_5x170_1,-1,82,250
2014,2600,170_6,170_2,170_2x170_6,-1,82,220
2014,2601,171_6,167_1,167_1x171_6,-1,85,205
2014,2602,171_4,171_7,171_4x171_7,1,85,230
2014,2604,171_5,171_13,171_13x171_5,-1,77,250
2014,2605,169_6,166_9,166_9x169_6,-1,72,220
2014,2608,170_1,165_5,165_5x170_1,-1,78,240
2014,2610,167_12,167_13,167_12x167_13,1,79,240
2014,2611,170_4,169_11,169_11x170_4,-1,76,220
2014,2612,171_11,170_1,170_1x171_11,-1,78,225
2014,2614,171_5,171_13,171_13x171_5,-1,75,260
2014,2616,169_11,171_5,169_11x171_5,1,80,270
2014,2617,164_1,166_9,164_1x166_9,1,75,230
2014,2618,170_4,170_7,170_4x170_7,1,82,235
2014,2620,164_2,165_6,164_2x165_6,1,81,225
2014,2623,170_4,171_5,170_4x171_5,1,76,240
2014,2624,171_8,168_2,168_2x171_8,-1,81,NA
2014,2630,164_4,167_3,164_4x167_3,1,86,240
2014,2631,164_14,169_6,164_14x169_6,1,76,245
2014,2632,166_9,164_1,164_1x166_9,-1,81,240
2014,2633,164_14,166_9,164_14x166_9,1,76,215
2014,2637,164_4,166_11,164_4x166_11,1,83,235
2014,2639,171_8,168_2,168_2x171_8,-1,75,230
2014,2640,167_8,171_10,167_8x171_10,1,73,255
2014,2646,165_4,167_3,165_4x167_3,1,78,245
2014,2647,166_9,164_14,164_14x166_9,-1,75,230
2014,2648,171_4,171_7,171_4x171_7,1,76,245
2014,2649,165_6,166_12,165_6x166_12,1,69,245
2014,2652,170_4,171_13,170_4x171_13,1,72,235
2014,2653,164_2,166_12,164_2x166_12,1,72,235
2014,2656,170_7,170_4,170_4x170_7,-1,84,240
2014,2662,171_8,168_2,168_2x171_8,-1,79,275
2014,2663,170_6,170_2,170_2x170_6,-1,89,235
2014,2664,167_3,164_5,164_5x167_3,-1,83,245
2014,2665,164_1,169_6,164_1x169_6,1,75,235
2014,2666,170_2,171_9,170_2x171_9,1,84,255
2014,2667,164_14,164_1,164_1x164_14,-1,71,235
2014,2669,164_1,169_6,164_1x169_6,1,78,235
2014,2672,167_13,171_8,167_13x171_8,1,87,235
2014,2674,171_5,169_11,169_11x171_5,-1,83,275
2014,2676,170_6,171_9,170_6x171_9,1,83,250
2014,2677,164_14,164_1,164_1x164_14,-1,76,240
2014,2678,167_5,164_1,164_1x167_5,-1,80,245
2014,2681,164_1,169_6,164_1x169_6,1,78,240
2014,2682,170_7,171_13,170_7x171_13,1,77,215
2014,2683,170_7,171_13,170_7x171_13,1,78,240
2014,2685,165_7,166_10,165_7x166_10,1,79,220
2014,2686,167_5,166_9,166_9x167_5,-1,79,225
2014,2687,164_2,166_12,164_2x166_12,1,71,205
2014,2690,170_12,168_2,168_2x170_12,-1,75,235
2014,2693,164_2,166_12,164_2x166_12,1,79,210
2014,2694,165_4,167_3,165_4x167_3,1,81,240
2014,2695,171_10,167_8,167_8x171_10,-1,67,215
2014,2696,165_4,166_11,165_4x166_11,1,83,245
2014,2698,168_5,171_7,168_5x171_7,1,77,245
2014,2700,168_5,171_7,168_5x171_7,1,80,215
2014,2701,170_6,170_11,170_11x170_6,-1,79,245
2014,2702,169_11,171_13,169_11x171_13,1,74,255
2014,2703,170_7,170_4,170_4x170_7,-1,76,215
2014,2705,164_4,166_11,164_4x166_11,1,75,230
2014,2706,166_3,165_6,165_6x166_3,-1,81,255
2014,2708,169_6,164_1,164_1x169_6,-1,90,250
2014,2710,170_7,171_13,170_7x171_13,1,76,230
2014,2713,164_14,164_1,164_1x164_14,-1,80,230
2014,2714,171_10,164_8,164_8x171_10,-1,83,220
2014,2717,164_4,165_4,164_4x165_4,1,86,230
2014,2719,166_10,165_7,165_7x166_10,-1,77,200
2014,2720,171_10,164_8,164_8x171_10,-1,75,220
2014,2721,171_5,171_13,171_13x171_5,-1,79,255
2014,2722,171_4,171_7,171_4x171_7,1,87,215
2014,2723,164_11,167_1,164_11x167_1,1,86,210
2014,2726,165_4,167_3,165_4x167_3,1,88,240
2014,2727,164_4,167_3,164_4x167_3,1,83,230
2014,2729,169_6,166_9,166_9x169_6,-1,76,200
2014,2730,167_5,164_1,164_1x167_5,-1,83,215
2014,2731,169_6,164_14,164_14x169_6,-1,75,235
2014,2732,164_4,166_11,164_4x166_11,1,82,225
2014,2733,164_2,166_12,164_2x166_12,1,84,245
2014,2734,170_2,170_11,170_11x170_2,-1,82,245
2014,2735,171_10,167_8,167_8x171_10,-1,75,230
2014,2738,164_2,166_12,164_2x166_12,1,79,245
2014,2741,171_9,170_2,170_2x171_9,-1,78,255
2014,2744,169_6,166_9,166_9x169_6,-1,83,260
2014,2746,171_8,170_12,170_12x171_8,-1,77,270
2014,2747,164_4,166_11,164_4x166_11,1,81,240
2014,2749,164_8,169_12,164_8x169_12,1,68,195
2014,2750,170_12,168_2,168_2x170_12,-1,83,270
2014,2751,170_2,170_11,170_11x170_2,-1,79,275
2014,2752,170_6,170_11,170_11x170_6,-1,96,170
2014,2753,170_7,169_11,169_11x170_7,-1,76,260
2014,2754,164_14,164_1,164_1x164_14,-1,104,140
2014,2756,164_11,167_1,164_11x167_1,1,78,245
2014,2758,164_1,169_6,164_1x169_6,1,75,260
2014,2759,170_2,170_11,170_11x170_2,-1,81,280
2014,2761,170_4,171_13,170_4x171_13,1,78,275
2014,2762,167_12,168_2,167_12x168_2,1,77,255
2014,2764,167_8,164_8,164_8x167_8,-1,72,250
2014,2765,171_4,171_7,171_4x171_7,1,82,250
2014,2767,166_10,169_7,166_10x169_7,1,85,245
2014,2769,164_1,164_14,164_1x164_14,1,83,260
2014,2771,170_1,171_11,170_1x171_11,1,83,275
2014,2773,169_6,166_9,166_9x169_6,-1,74,230
2014,2774,164_2,166_12,164_2x166_12,1,78,245
2014,2780,171_5,171_13,171_13x171_5,-1,77,250
2014,2783,164_14,169_6,164_14x169_6,1,73,235
2014,2786,164_4,165_4,164_4x165_4,1,85,190
2014,2787,171_11,170_1,170_1x171_11,-1,76,225
2014,2788,171_8,168_2,168_2x171_8,-1,85,240
2014,2789,171_10,167_8,167_8x171_10,-1,NA,115
2014,2790,170_12,167_12,167_12x170_12,-1,75,230
2014,2791,165_4,166_11,165_4x166_11,1,85,255
2014,2792,164_14,164_1,164_1x164_14,-1,87,210
2014,2796,171_5,170_7,170_7x171_5,-1,83,225
2014,2797,170_7,170_4,170_4x170_7,-1,83,245
2014,2800,166_9,164_14,164_14x166_9,-1,78,220
2014,2801,170_4,171_13,170_4x171_13,1,86,NA
2014,2803,170_1,167_9,167_9x170_1,-1,92,280
2014,2804,165_6,166_12,165_6x166_12,1,75,225
2014,2805,171_9,171_3,171_3x171_9,-1,81,215
2014,2806,164_8,171_10,164_8x171_10,1,75,210
2014,2807,171_9,170_11,170_11x171_9,-1,NA,130
2014,2809,171_5,171_13,171_13x171_5,-1,78,240
2014,2810,166_9,164_1,164_1x166_9,-1,81,235
2014,2812,165_4,166_11,165_4x166_11,1,81,240
2014,2814,171_6,167_1,167_1x171_6,-1,79,235
2014,2815,171_11,170_1,170_1x171_11,-1,78,225
2014,2816,166_9,164_1,164_1x166_9,-1,72,205
2014,2817,171_5,171_13,171_13x171_5,-1,72,230
2014,2818,170_4,171_13,170_4x171_13,1,81,215
2014,2819,170_11,170_2,170_11x170_2,1,80,265
2014,2820,170_11,170_2,170_11x170_2,1,86,230
2014,2821,171_6,165_10,165_10x171_6,-1,88,205
2014,2827,169_11,170_4,169_11x170_4,1,69,205
2014,2828,164_11,167_1,164_11x167_1,1,75,240
2014,2829,166_9,164_1,164_1x166_9,-1,77,205
2014,2830,164_2,166_12,164_2x166_12,1,70,220
2014,2831,164_14,164_1,164_1x164_14,-1,79,245
2014,2832,164_11,167_1,164_11x167_1,1,80,250
2014,2833,169_11,170_7,169_11x170_7,1,80,255
2014,2837,167_3,166_11,166_11x167_3,-1,82,215
2014,2838,168_8,169_7,168_8x169_7,1,85,285
2014,2839,164_14,164_1,164_1x164_14,-1,80,260
2014,2840,164_1,166_9,164_1x166_9,1,69,215
2014,2841,164_14,164_1,164_1x164_14,-1,85,260
2014,2842,164_11,167_1,164_11x167_1,1,77,245
2014,2844,169_6,164_1,164_1x169_6,-1,82,260
2014,2846,164_2,166_12,164_2x166_12,1,75,260
2014,2850,170_4,171_13,170_4x171_13,1,79,250
2014,2851,171_4,171_7,171_4x171_7,1,83,255
2014,2854,166_3,166_12,166_12x166_3,-1,69,250
2014,2857,164_11,167_1,164_11x167_1,1,68,235
2014,2858,167_3,166_11,166_11x167_3,-1,79,285
2014,2860,167_5,164_1,164_1x167_5,-1,79,250
2014,2861,168_5,171_7,168_5x171_7,1,75,275
2014,2862,164_14,166_9,164_14x166_9,1,76,250
2014,2864,171_10,164_8,164_8x171_10,-1,80,255
2014,2869,164_2,166_12,164_2x166_12,1,77,260
2014,2870,165_7,166_10,165_7x166_10,1,85,250
2014,2871,171_6,167_1,167_1x171_6,-1,75,245
2014,2873,171_8,167_12,167_12x171_8,-1,80,260
2014,2876,164_1,169_6,164_1x169_6,1,82,250
2014,2877,169_11,171_5,169_11x171_5,1,77,255
2014,2878,170_4,171_13,170_4x171_13,1,75,230
2014,2879,164_2,165_6,164_2x165_6,1,77,240
2014,2880,171_9,170_2,170_2x171_9,-1,88,260
2014,2881,170_11,170_2,170_11x170_2,1,87,250
2014,2882,170_4,170_7,170_4x170_7,1,81,225
2014,2883,170_6,170_11,170_11x170_6,-1,85,270
2014,2884,169_11,171_5,169_11x171_5,1,77,255
2014,2886,167_8,164_8,164_8x167_8,-1,75,230
2014,2887,171_4,171_7,171_4x171_7,1,79,235
2014,2888,167_5,164_1,164_1x167_5,-1,75,210
2014,2889,171_8,167_13,167_13x171_8,-1,79,210
2014,2890,164_4,166_11,164_4x166_11,1,88,260
2014,2892,171_10,169_12,169_12x171_10,-1,73,195
2014,2893,170_7,171_13,170_7x171_13,1,84,230
2014,2895,167_12,168_2,167_12x168_2,1,82,240
2014,2896,164_2,165_6,164_2x165_6,1,85,230
2014,2904,171_10,164_8,164_8x171_10,-1,75,250
2014,2906,170_7,171_13,170_7x171_13,1,81,255
2014,2907,169_11,171_13,169_11x171_13,1,79,260
2014,2908,171_10,167_8,167_8x171_10,-1,78,245
2014,2911,171_4,168_5,168_5x171_4,-1,78,220
2014,2914,164_14,169_6,164_14x169_6,1,75,215
2014,2917,166_9,164_1,164_1x166_9,-1,75,215
2014,2918,170_1,165_5,165_5x170_1,-1,73,210
2014,2920,166_9,164_1,164_1x166_9,-1,74,230
2014,2923,164_4,166_11,164_4x166_11,1,72,210
2014,2924,164_14,166_9,164_14x166_9,1,79,225
2014,2930,165_4,167_3,165_4x167_3,1,78,250
2014,2931,170_4,170_7,170_4x170_7,1,85,280
2014,2934,166_12,165_6,165_6x166_12,-1,70,245
2014,2935,170_2,171_9,170_2x171_9,1,87,260
2014,2936,169_11,171_5,169_11x171_5,1,80,275
2014,2937,164_2,166_12,164_2x166_12,1,77,285
2014,2939,171_6,165_10,165_10x171_6,-1,77,230
2014,2941,169_6,164_14,164_14x169_6,-1,68,255
2014,2942,164_8,167_8,164_8x167_8,1,69,230
2014,2944,164_14,164_1,164_1x164_14,-1,78,270
2014,2945,171_13,170_7,170_7x171_13,-1,72,235
2014,2946,170_11,170_2,170_11x170_2,1,86,265
2014,2947,165_7,166_10,165_7x166_10,1,75,245
2014,2950,166_12,166_3,166_12x166_3,1,68,230
2014,2951,171_4,171_7,171_4x171_7,1,76,255
2014,2953,169_11,171_13,169_11x171_13,1,79,280
2014,2954,170_1,167_6,167_6x170_1,-1,82,275
2014,2955,164_8,171_10,164_8x171_10,1,72,230
2014,2956,164_2,166_12,164_2x166_12,1,71,240
2014,2957,171_4,168_5,168_5x171_4,-1,72,240
2014,2958,171_4,171_7,171_4x171_7,1,82,255
2014,2961,166_9,164_1,164_1x166_9,-1,80,290
2014,2964,170_4,169_11,169_11x170_4,-1,72,270
2014,2965,171_6,167_1,167_1x171_6,-1,81,270
2014,2966,171_8,167_12,167_12x171_8,-1,79,265
2014,2967,169_11,171_5,169_11x171_5,1,75,280
2014,2968,169_6,166_9,166_9x169_6,-1,76,235
2014,2972,165_6,166_3,165_6x166_3,1,76,240
2014,2973,171_10,164_8,164_8x171_10,-1,68,205
2014,2974,166_3,166_12,166_12x166_3,-1,70,220
2014,2975,171_4,171_7,171_4x171_7,1,79,240
2014,2977,171_11,170_1,170_1x171_11,-1,79,275
2014,2978,171_4,171_7,171_4x171_7,1,75,240
2014,2979,171_6,167_1,167_1x171_6,-1,79,235
2014,2982,169_11,171_5,169_11x171_5,1,70,225
2014,2983,171_8,168_2,168_2x171_8,-1,83,240
2014,2984,170_4,171_5,170_4x171_5,1,71,220
2014,2986,170_4,171_13,170_4x171_13,1,70,230
2014,2987,170_7,170_4,170_4x170_7,-1,79,235
2014,2989,171_5,170_4,170_4x171_5,-1,68,235
2014,2990,171_6,165_10,165_10x171_6,-1,81,NA
2014,2992,165_6,166_12,165_6x166_12,1,84,225
2014,2993,171_5,169_11,169_11x171_5,-1,79,260
2014,2995,171_4,171_7,171_4x171_7,1,78,235
2014,2996,165_4,167_3,165_4x167_3,1,82,230
2014,2997,164_14,164_1,164_1x164_14,-1,79,235
2014,2999,170_11,170_2,170_11x170_2,1,86,270
2014,3001,171_8,168_2,168_2x171_8,-1,79,245
2014,3004,171_8,167_13,167_13x171_8,-1,72,220
2014,3009,164_4,166_11,164_4x166_11,1,78,245
2014,3010,164_4,167_3,164_4x167_3,1,88,235
2014,3011,167_5,164_1,164_1x167_5,-1,73,215
2014,3012,171_4,171_7,171_4x171_7,1,91,215
2014,3014,170_2,170_6,170_2x170_6,1,83,235
2014,3016,170_2,171_9,170_2x171_9,1,81,235
2014,3017,165_7,166_8,165_7x166_8,1,77,195
2014,3019,171_8,168_2,168_2x171_8,-1,75,245
2014,3020,169_6,164_1,164_1x169_6,-1,92,185
2014,3021,171_8,167_12,167_12x171_8,-1,79,245
2014,3026,170_7,171_13,170_7x171_13,1,74,230
2014,3027,169_6,164_1,164_1x169_6,-1,71,220
