Year,Progeny,female,male,cross,r,DTA,PltHt
2014,3869,166_9,169_6,166_9x169_6,1,77,NA
2014,3870,170_6,170_2,170_2x170_6,-1,89,235
2014,3872,171_4,171_7,171_4x171_7,1,82,240
2014,3875,170_7,171_5,170_7x171_5,1,84,260
2014,3876,164_8,167_8,164_8x167_8,1,79,245
2014,3877,171_6,165_10,165_10x171_6,-1,81,230
2014,3878,171_4,171_7,171_4x171_7,1,85,260
2014,3882,171_8,168_2,168_2x171_8,-1,79,235
2014,3887,166_9,164_1,164_1x166_9,-1,79,245
2014,3888,168_5,171_7,168_5x171_7,1,84,225
2014,3890,167_12,171_8,167_12x171_8,1,80,265
2014,3891,167_12,168_2,167_12x168_2,1,85,255
2014,3892,166_9,164_1,164_1x166_9,-1,82,250
2014,3897,165_4,167_3,165_4x167_3,1,87,255
2014,3898,171_10,164_8,164_8x171_10,-1,72,225
2014,3903,171_8,168_2,168_2x171_8,-1,85,260
2014,3905,171_11,170_1,170_1x171_11,-1,96,205
2014,3906,169_11,171_13,169_11x171_13,1,85,260
2014,3908,171_10,164_8,164_8x171_10,-1,89,250
2014,3909,164_2,166_3,164_2x166_3,1,78,230
2014,3911,171_6,167_1,167_1x171_6,-1,84,270
2014,3912,165_4,166_11,165_4x166_11,1,80,NA
2014,3914,171_4,171_7,171_4x171_7,1,85,250
2014,3916,164_14,164_1,164_1x164_14,-1,85,265
2014,3918,169_6,164_14,164_14x169_6,-1,84,260
2014,3921,165_4,167_3,165_4x167_3,1,89,275
2014,3924,170_6,170_2,170_2x170_6,-1,81,275
2014,3926,171_4,168_5,168_5x171_4,-1,83,250
2014,3928,165_4,166_11,165_4x166_11,1,77,240
2014,3929,167_12,171_8,167_12x171_8,1,82,270
2014,3930,165_6,166_12,165_6x166_12,1,84,260
2014,3931,171_5,171_13,171_13x171_5,-1,81,265
2014,3932,170_4,171_5,170_4x171_5,1,77,275
2014,3933,171_11,170_1,170_1x171_11,-1,90,285
2014,3934,169_11,170_7,169_11x170_7,1,76,255
2014,3935,171_8,170_12,170_12x171_8,-1,87,255
2014,3936,166_9,164_1,164_1x166_9,-1,79,240
2014,3940,171_4,171_7,171_4x171_7,1,85,265
2014,3941,164_2,166_3,164_2x166_3,1,75,235
2014,3943,167_5,166_9,166_9x167_5,-1,75,225
2014,3944,169_6,164_1,164_1x169_6,-1,85,245
2014,3945,164_2,166_12,164_2x166_12,1,75,240
2014,3950,164_8,171_10,164_8x171_10,1,77,240
2014,3951,171_8,168_2,168_2x171_8,-1,81,270
2014,3953,165_6,166_12,165_6x166_12,1,80,215
2014,3954,164_2,166_12,164_2x166_12,1,84,245
2014,3956,166_10,166_8,166_10x166_8,1,85,240
2014,3957,165_4,166_11,165_4x166_11,1,87,265
2014,3959,171_10,164_8,164_8x171_10,-1,73,210
2014,3961,164_1,164_14,164_1x164_14,1,81,255
2014,3965,164_1,164_14,164_1x164_14,1,85,260
2014,3967,167_5,166_9,166_9x167_5,-1,81,225
2014,3968,164_1,164_14,164_1x164_14,1,76,215
2014,3969,166_3,164_2,164_2x166_3,-1,77,215
2014,3970,164_14,164_1,164_1x164_14,-1,88,255
2014,3971,166_9,164_1,164_1x166_9,-1,73,245
2014,3972,164_1,164_14,164_1x164_14,1,84,230
2014,3975,165_6,164_2,164_2x165_6,-1,90,NA
2014,3976,171_8,167_13,167_13x171_8,-1,82,230
2014,3980,168_5,171_7,168_5x171_7,1,83,245
2014,3982,169_6,164_1,164_1x169_6,-1,79,235
2014,3983,171_4,171_7,171_4x171_7,1,82,245
2014,3984,171_6,165_10,165_10x171_6,-1,80,255
2014,3987,171_5,170_4,170_4x171_5,-1,68,215
2014,3991,171_8,167_13,167_13x171_8,-1,82,260
2014,3992,169_6,164_1,164_1x169_6,-1,80,245
2014,3993,171_6,165_10,165_10x171_6,-1,86,225
2014,3996,164_4,165_4,164_4x165_4,1,84,270
2014,3998,171_5,171_13,171_13x171_5,-1,78,220
2014,3999,168_5,171_7,168_5x171_7,1,76,220
2014,4000,164_4,166_11,164_4x166_11,1,77,235
2014,4003,170_7,170_4,170_4x170_7,-1,82,225
2014,4006,167_5,164_1,164_1x167_5,-1,80,225
2014,4007,171_11,167_6,167_6x171_11,-1,83,245
2014,4008,165_4,167_3,165_4x167_3,1,90,255
2014,4012,168_5,171_7,168_5x171_7,1,83,210
2014,4013,171_6,165_10,165_10x171_6,-1,79,255
2014,4014,164_14,164_1,164_1x164_14,-1,82,245
2014,4016,170_6,170_2,170_2x170_6,-1,76,250
2014,4017,171_4,171_7,171_4x171_7,1,82,270
2014,4019,168_8,166_8,166_8x168_8,-1,NA,100
2014,4021,166_9,164_14,164_14x166_9,-1,78,245
2014,4022,165_4,167_3,165_4x167_3,1,84,275
2014,4023,166_9,169_6,166_9x169_6,1,73,235
2014,4025,171_13,170_4,170_4x171_13,-1,76,250
2014,4026,171_4,171_7,171_4x171_7,1,87,255
2014,4027,171_10,164_8,164_8x171_10,-1,80,230
2014,4028,165_4,167_3,165_4x167_3,1,83,285
2014,4030,167_5,169_6,167_5x169_6,1,NA,NA
2014,4031,170_6,170_2,170_2x170_6,-1,NA,NA
2014,4032,170_7,171_5,170_7x171_5,1,83,245
2014,4033,171_6,167_1,167_1x171_6,-1,76,235
2014,4035,171_11,170_1,170_1x171_11,-1,81,270
2014,4036,164_2,166_12,164_2x166_12,1,77,235
2014,4037,168_5,171_7,168_5x171_7,1,82,255
2014,4039,164_4,166_11,164_4x166_11,1,79,260
2014,4042,171_4,171_7,171_4x171_7,1,83,245
2014,4043,164_2,166_12,164_2x166_12,1,82,270
2014,4044,164_1,166_9,164_1x166_9,1,NA,NA
2014,4045,170_6,170_2,170_2x170_6,-1,80,225
2014,4046,164_4,166_11,164_4x166_11,1,84,255
2014,4047,171_5,171_13,171_13x171_5,-1,79,245
2014,4048,169_6,166_9,166_9x169_6,-1,78,240
2014,4049,166_9,164_1,164_1x166_9,-1,75,210
2014,4050,164_2,166_12,164_2x166_12,1,79,250
2014,4051,167_5,166_9,166_9x167_5,-1,77,230
2014,4052,169_6,164_14,164_14x169_6,-1,82,265
2014,4053,167_12,168_2,167_12x168_2,1,83,245
2014,4056,170_6,170_2,170_2x170_6,-1,82,250
2014,4057,166_9,164_14,164_14x166_9,-1,81,235
2014,4058,169_11,171_13,169_11x171_13,1,76,255
2014,4059,171_5,170_4,170_4x171_5,-1,75,215
2014,4060,167_12,167_13,167_12x167_13,1,77,220
2014,4061,165_6,166_12,165_6x166_12,1,83,240
2014,4063,164_14,169_6,164_14x169_6,1,80,260
2014,4064,170_4,171_13,170_4x171_13,1,82,255
2014,4071,171_8,167_13,167_13x171_8,-1,82,250
2014,4072,166_9,164_14,164_14x166_9,-1,78,220
2014,4074,164_11,165_10,164_11x165_10,1,79,260
2014,4077,167_8,164_8,164_8x167_8,-1,78,240
2014,4079,166_9,169_6,166_9x169_6,1,75,240
2014,4080,167_5,166_9,166_9x167_5,-1,76,245
2014,4081,170_7,171_13,170_7x171_13,1,81,255
2014,4083,166_10,165_7,165_7x166_10,-1,86,115
2014,4084,170_7,171_13,170_7x171_13,1,80,265
2014,4088,171_8,167_13,167_13x171_8,-1,79,235
2014,4089,170_11,170_2,170_11x170_2,1,86,250
2014,4090,170_4,170_7,170_4x170_7,1,84,235
2014,4091,170_4,169_11,169_11x170_4,-1,71,240
2014,4093,166_9,164_14,164_14x166_9,-1,86,250
2014,4094,171_6,165_10,165_10x171_6,-1,79,230
2014,4100,171_8,168_2,168_2x171_8,-1,79,230
2014,4101,170_1,171_11,170_1x171_11,1,79,240
2014,4102,171_11,170_1,170_1x171_11,-1,85,275
2014,4106,166_10,166_8,166_10x166_8,1,79,230
2014,4107,168_5,171_7,168_5x171_7,1,74,220
2014,4108,171_4,171_7,171_4x171_7,1,77,225
2014,4110,167_5,164_1,164_1x167_5,-1,79,230
2014,4111,167_5,164_14,164_14x167_5,-1,75,245
2014,4113,169_6,164_1,164_1x169_6,-1,76,205
2014,4119,170_1,167_6,167_6x170_1,-1,81,240
2014,4120,164_11,165_10,164_11x165_10,1,81,245
2014,4121,165_4,166_11,165_4x166_11,1,87,240
2014,4122,171_6,167_1,167_1x171_6,-1,72,235
2014,4123,170_2,170_6,170_2x170_6,1,81,285
2014,4124,169_6,166_9,166_9x169_6,-1,73,240
2014,4125,164_11,167_1,164_11x167_1,1,81,270
2014,4127,170_4,171_13,170_4x171_13,1,74,230
2014,4128,169_6,164_14,164_14x169_6,-1,77,270
2014,4130,165_7,166_8,165_7x166_8,1,82,245
2014,4131,164_11,170_13,164_11x170_13,1,77,230
2014,4137,164_2,166_12,164_2x166_12,1,75,255
2014,4139,164_14,166_9,164_14x166_9,1,82,255
2014,4140,167_3,166_11,166_11x167_3,-1,74,260
2014,4141,164_14,164_1,164_1x164_14,-1,80,265
2014,4146,171_11,170_1,170_1x171_11,-1,81,260
2014,4148,164_11,165_10,164_11x165_10,1,80,240
2014,4150,169_11,171_5,169_11x171_5,1,78,250
2014,4151,164_4,165_4,164_4x165_4,1,86,255
2014,4152,170_1,171_11,170_1x171_11,1,80,250
2014,4156,171_8,167_12,167_12x171_8,-1,81,255
2014,4158,171_5,171_13,171_13x171_5,-1,75,245
2014,4160,169_11,171_13,169_11x171_13,1,78,255
2014,4161,170_7,171_13,170_7x171_13,1,78,225
2014,4162,164_11,165_10,164_11x165_10,1,84,255
2014,4163,169_6,164_1,164_1x169_6,-1,82,250
2014,4165,165_6,166_12,165_6x166_12,1,78,235
2014,4166,167_5,169_6,167_5x169_6,1,79,260
2014,4167,171_8,168_2,168_2x171_8,-1,81,NA
2014,4171,171_11,170_1,170_1x171_11,-1,79,270
2014,4173,166_12,164_2,164_2x166_12,-1,76,235
2014,4176,164_2,166_12,164_2x166_12,1,75,225
2014,4178,171_11,170_1,170_1x171_11,-1,85,260
2014,4179,168_5,171_7,168_5x171_7,1,79,220
2014,4181,164_4,166_11,164_4x166_11,1,79,230
2014,4182,170_2,170_11,170_11x170_2,-1,82,245
2014,4183,164_14,164_1,164_1x164_14,-1,80,225
2014,4186,170_6,170_2,170_2x170_6,-1,84,250
2014,4189,170_1,171_11,170_1x171_11,1,81,260
2014,4190,171_9,170_11,170_11x171_9,-1,88,235
2014,4191,167_8,164_8,164_8x167_8,-1,81,245
2014,4192,169_6,164_14,164_14x169_6,-1,80,260
2014,4193,167_5,166_9,166_9x167_5,-1,77,235
2014,4194,171_10,164_8,164_8x171_10,-1,75,220
2014,4195,164_2,166_12,164_2x166_12,1,NA,NA
2014,4196,167_8,171_10,167_8x171_10,1,90,225
2014,4199,171_8,167_13,167_13x171_8,-1,79,215
2014,4200,164_2,166_12,164_2x166_12,1,77,215
2014,4201,166_12,166_3,166_12x166_3,1,77,210
2014,4205,164_4,165_4,164_4x165_4,1,83,215
2014,4206,171_6,165_10,165_10x171_6,-1,79,230
2014,4208,169_6,164_1,164_1x169_6,-1,75,215
2014,4209,171_4,171_7,171_4x171_7,1,80,215
2014,4211,170_12,168_2,168_2x170_12,-1,77,230
2014,4217,171_5,171_13,171_13x171_5,-1,81,260
2014,4218,170_2,170_11,170_11x170_2,-1,84,250
2014,4222,171_6,167_1,167_1x171_6,-1,82,235
2014,4223,164_4,166_11,164_4x166_11,1,84,240
2014,4224,164_14,164_1,164_1x164_14,-1,82,240
2014,4225,170_2,170_11,170_11x170_2,-1,86,255
2014,4226,171_11,165_5,165_5x171_11,-1,79,250
2014,4230,167_5,166_9,166_9x167_5,-1,NA,NA
2014,4235,164_14,169_6,164_14x169_6,1,NA,NA
2014,4236,165_4,166_11,165_4x166_11,1,77,250
2014,4237,169_11,170_7,169_11x170_7,1,82,230
2014,4238,164_2,166_12,164_2x166_12,1,NA,NA
2014,4239,170_6,170_2,170_2x170_6,-1,85,245
2014,4240,170_6,170_2,170_2x170_6,-1,81,NA
2014,4243,171_6,170_13,170_13x171_6,-1,75,215
2014,4244,171_4,171_7,171_4x171_7,1,84,230
2014,4245,171_6,170_13,170_13x171_6,-1,84,235
2014,4248,171_8,168_2,168_2x171_8,-1,82,240
2014,4250,170_12,168_2,168_2x170_12,-1,78,265
2014,4254,168_8,166_10,166_10x168_8,-1,85,250
2014,4261,164_2,166_12,164_2x166_12,1,79,230
2014,4263,165_7,166_10,165_7x166_10,1,82,235
2014,4264,171_6,167_1,167_1x171_6,-1,90,210
2014,4267,171_8,168_2,168_2x171_8,-1,78,235
2014,4268,171_11,167_6,167_6x171_11,-1,79,285
2014,4271,171_6,167_1,167_1x171_6,-1,82,245
2014,4275,167_12,170_12,167_12x170_12,1,86,125
2014,4278,164_2,166_12,164_2x166_12,1,81,250
2014,4280,171_8,167_12,167_12x171_8,-1,86,250
2014,4281,164_1,166_9,164_1x166_9,1,78,220
2014,4285,164_14,164_1,164_1x164_14,-1,80,225
2014,4286,170_6,170_2,170_2x170_6,-1,81,255
2014,4287,165_4,167_3,165_4x167_3,1,84,255
2014,4290,164_8,167_8,164_8x167_8,1,79,240
2014,4291,171_11,170_1,170_1x171_11,-1,81,265
2014,4294,169_11,171_5,169_11x171_5,1,75,245
2014,4295,171_10,164_8,164_8x171_10,-1,78,220
2014,4297,170_4,171_13,170_4x171_13,1,NA,NA
2014,4300,164_4,165_4,164_4x165_4,1,90,225
2014,4302,167_3,165_4,165_4x167_3,-1,83,230
2014,4304,165_6,166_12,165_6x166_12,1,80,220
2014,4307,166_9,164_1,164_1x166_9,-1,76,240
2014,4311,164_14,164_1,164_1x164_14,-1,78,235
2014,4313,165_6,166_12,165_6x166_12,1,77,225
2014,4314,170_7,171_5,170_7x171_5,1,78,235
2014,4317,170_11,170_2,170_11x170_2,1,84,250
2014,4319,166_9,164_1,164_1x166_9,-1,74,225
2014,4321,167_5,166_9,166_9x167_5,-1,69,240
2014,4323,166_10,168_8,166_10x168_8,1,87,240
2014,4326,164_4,165_4,164_4x165_4,1,88,255
2014,4328,167_3,166_11,166_11x167_3,-1,77,250
2014,4331,165_6,166_12,165_6x166_12,1,NA,NA
2014,4333,171_5,171_13,171_13x171_5,-1,80,235
2014,4335,171_8,168_2,168_2x171_8,-1,85,260
2014,4336,171_8,168_2,168_2x171_8,-1,82,260
2014,4338,164_14,169_6,164_14x169_6,1,82,230
2014,4339,171_6,165_10,165_10x171_6,-1,85,260
2014,4345,167_3,166_11,166_11x167_3,-1,84,200
2014,4346,171_8,170_12,170_12x171_8,-1,80,265
2014,4347,171_4,168_5,168_5x171_4,-1,85,240
2014,4349,169_6,166_9,166_9x169_6,-1,70,225
2014,4350,167_3,166_11,166_11x167_3,-1,79,230
2014,4352,164_4,165_4,164_4x165_4,1,83,270
2014,4353,164_14,164_1,164_1x164_14,-1,83,245
2014,4356,171_9,170_11,170_11x171_9,-1,81,250
2014,4357,164_2,166_12,164_2x166_12,1,78,240
2014,4360,165_6,166_12,165_6x166_12,1,79,240
2014,4363,169_11,170_4,169_11x170_4,1,83,285
2014,4365,169_6,164_1,164_1x169_6,-1,77,225
2014,4366,164_11,165_10,164_11x165_10,1,75,240
2014,4367,170_6,170_2,170_2x170_6,-1,84,245
2014,4368,166_12,165_6,165_6x166_12,-1,78,205
2014,4370,168_5,171_4,168_5x171_4,1,81,230
2014,4373,169_11,170_4,169_11x170_4,1,69,230
2014,4379,171_6,167_1,167_1x171_6,-1,77,230
2014,4380,171_5,171_13,171_13x171_5,-1,77,230
2014,4382,166_10,165_7,165_7x166_10,-1,79,240
2014,4383,171_4,171_7,171_4x171_7,1,83,255
2014,4384,167_5,169_6,167_5x169_6,1,76,230
2014,4386,170_7,171_5,170_7x171_5,1,75,230
2014,4387,170_2,170_11,170_11x170_2,-1,83,235
2014,4389,166_3,166_12,166_12x166_3,-1,78,230
2014,4390,171_10,167_8,167_8x171_10,-1,81,245
2014,4391,170_4,171_13,170_4x171_13,1,80,225
2014,4393,168_5,171_7,168_5x171_7,1,78,220
2014,4399,164_4,166_11,164_4x166_11,1,82,235
2014,4400,167_3,166_11,166_11x167_3,-1,84,205
2014,4401,169_6,164_14,164_14x169_6,-1,84,240
2014,4402,171_6,165_10,165_10x171_6,-1,84,250
2014,4403,171_11,167_6,167_6x171_11,-1,77,230
2014,4406,168_5,171_7,168_5x171_7,1,81,240
2014,4409,170_2,170_6,170_2x170_6,1,88,255
2014,4416,164_2,166_12,164_2x166_12,1,85,240
2014,4417,171_8,167_13,167_13x171_8,-1,81,250
2014,4421,170_4,171_5,170_4x171_5,1,79,240
2014,4422,171_6,165_10,165_10x171_6,-1,82,260
2014,4423,164_2,166_3,164_2x166_3,1,76,225
2014,4426,165_4,166_11,165_4x166_11,1,77,245
2014,4427,164_14,164_1,164_1x164_14,-1,83,235
2014,4430,171_8,167_12,167_12x171_8,-1,NA,NA
2014,4433,167_13,167_12,167_12x167_13,-1,73,230
2014,4436,164_2,166_12,164_2x166_12,1,78,235
2014,4438,171_6,167_1,167_1x171_6,-1,77,235
2014,4441,164_11,171_6,164_11x171_6,1,72,225
2014,4443,171_6,165_10,165_10x171_6,-1,81,245
2014,4444,168_5,171_7,168_5x171_7,1,80,225
2014,4445,170_7,171_5,170_7x171_5,1,84,220
2014,4446,164_4,165_4,164_4x165_4,1,84,220
2014,4447,165_4,166_11,165_4x166_11,1,78,255
2014,4454,164_4,165_4,164_4x165_4,1,90,270
2014,4455,171_6,167_1,167_1x171_6,-1,83,230
2014,4456,164_4,166_11,164_4x166_11,1,75,235
2014,4458,166_9,164_1,164_1x166_9,-1,72,230
2014,4460,169_6,164_14,164_14x169_6,-1,97,230
2014,4463,170_1,171_11,170_1x171_11,1,80,265
2014,4466,169_6,164_1,164_1x169_6,-1,80,220
2014,4467,170_11,170_2,170_11x170_2,1,85,265
2014,4469,170_7,171_5,170_7x171_5,1,78,215
2014,4474,171_5,170_7,170_7x171_5,-1,85,225
2014,4476,171_10,167_8,167_8x171_10,-1,68,210
2014,4478,171_6,167_1,167_1x171_6,-1,77,220
2014,4484,164_14,164_1,164_1x164_14,-1,84,240
2014,4485,169_6,164_1,164_1x169_6,-1,82,220
2014,4486,165_6,166_12,165_6x166_12,1,75,205
2014,4489,167_13,170_12,167_13x170_12,1,78,235
2014,4490,171_8,167_12,167_12x171_8,-1,84,265
2014,4493,164_8,167_8,164_8x167_8,1,76,210
2014,4494,164_4,166_11,164_4x166_11,1,75,195
2014,4495,169_6,164_1,164_1x169_6,-1,84,210
2014,4496,164_2,166_3,164_2x166_3,1,74,210
2014,4497,164_14,164_1,164_1x164_14,-1,85,230
2014,4498,171_11,170_1,170_1x171_11,-1,80,230
2014,4501,171_8,167_12,167_12x171_8,-1,81,240
2014,4503,164_11,167_1,164_11x167_1,1,81,235
2014,4504,170_11,170_2,170_11x170_2,1,82,255
2014,4507,171_5,170_7,170_7x171_5,-1,70,220
2014,4508,168_5,171_7,168_5x171_7,1,79,240
2014,4509,171_8,170_12,170_12x171_8,-1,82,255
2014,4511,167_13,168_2,167_13x168_2,1,81,240
2014,4512,166_9,164_1,164_1x166_9,-1,72,215
2014,4514,164_11,171_6,164_11x171_6,1,90,100
2014,4515,164_11,167_1,164_11x167_1,1,NA,NA
2014,4516,164_4,167_3,164_4x167_3,1,83,260
2014,4517,164_1,164_14,164_1x164_14,1,84,240
2014,4518,170_4,169_11,169_11x170_4,-1,NA,NA
2014,4520,170_7,171_13,170_7x171_13,1,76,235
2014,4522,170_4,169_11,169_11x170_4,-1,69,245
2014,4525,170_12,168_2,168_2x170_12,-1,74,230
2014,4526,171_4,171_7,171_4x171_7,1,83,250
2014,4527,166_3,166_12,166_12x166_3,-1,69,215
2014,4529,170_6,170_2,170_2x170_6,-1,86,235
2014,4530,168_5,171_7,168_5x171_7,1,79,NA
2014,4531,164_1,164_14,164_1x164_14,1,84,230
2014,4532,171_6,165_10,165_10x171_6,-1,85,260
2014,4534,167_3,166_11,166_11x167_3,-1,101,195
2014,4535,169_11,171_5,169_11x171_5,1,73,260
2014,4536,170_4,170_7,170_4x170_7,1,77,230
2014,4537,166_3,165_6,165_6x166_3,-1,77,215
2014,4538,167_12,171_8,167_12x171_8,1,77,235
2014,4541,171_11,170_1,170_1x171_11,-1,82,290
2014,4543,166_3,165_6,165_6x166_3,-1,81,220
2014,4544,167_13,168_2,167_13x168_2,1,85,260
2014,4545,167_5,166_9,166_9x167_5,-1,NA,NA
2014,4547,166_9,164_14,164_14x166_9,-1,71,230
2014,4551,170_7,171_13,170_7x171_13,1,NA,NA
2014,4553,164_8,171_10,164_8x171_10,1,75,225
2014,4555,170_4,169_11,169_11x170_4,-1,71,255
2014,4558,170_4,171_5,170_4x171_5,1,71,230
2014,4559,168_5,171_7,168_5x171_7,1,86,220
2014,4560,170_11,170_2,170_11x170_2,1,76,230
2014,4562,170_1,167_6,167_6x170_1,-1,83,245
2014,4564,166_9,164_1,164_1x166_9,-1,78,215
2014,4571,171_11,170_1,170_1x171_11,-1,79,255
2014,4572,170_4,169_11,169_11x170_4,-1,72,220
2014,4573,169_11,170_4,169_11x170_4,1,70,225
2014,4576,164_14,166_9,164_14x166_9,1,80,230
2014,4580,169_11,171_13,169_11x171_13,1,77,240
2014,4584,171_11,170_1,170_1x171_11,-1,78,235
2014,4585,167_5,164_1,164_1x167_5,-1,79,230
2014,4586,170_2,170_11,170_11x170_2,-1,84,240
2014,4588,165_6,166_12,165_6x166_12,1,78,200
2014,4589,164_4,167_3,164_4x167_3,1,85,220
2014,4590,171_11,170_1,170_1x171_11,-1,76,245
2014,4593,171_8,168_2,168_2x171_8,-1,79,220
2014,4595,166_9,164_1,164_1x166_9,-1,78,200
2014,4599,171_10,169_12,169_12x171_10,-1,71,150
2014,4600,171_6,167_1,167_1x171_6,-1,76,205
2014,4602,166_3,166_12,166_12x166_3,-1,76,150
2014,4603,167_12,167_13,167_12x167_13,1,84,245
2014,4604,167_5,164_1,164_1x167_5,-1,82,240
2014,4605,171_8,168_2,168_2x171_8,-1,82,225
2014,4606,164_11,165_10,164_11x165_10,1,80,250
2014,4607,164_4,167_3,164_4x167_3,1,87,225
2014,4609,166_12,164_2,164_2x166_12,-1,75,235
2014,4611,166_9,164_1,164_1x166_9,-1,74,215
2014,4612,171_13,171_5,171_13x171_5,1,79,255
2014,4615,171_4,168_5,168_5x171_4,-1,81,250
2014,4616,170_1,167_6,167_6x170_1,-1,78,255
2014,4617,169_11,171_13,169_11x171_13,1,80,235
2014,4618,168_5,171_7,168_5x171_7,1,81,235
2014,4620,164_14,169_6,164_14x169_6,1,80,255
2014,4621,164_14,164_1,164_1x164_14,-1,84,245
2014,4622,164_4,166_11,164_4x166_11,1,81,260
2014,4623,165_6,164_2,164_2x165_6,-1,78,210
2014,4626,168_5,171_7,168_5x171_7,1,82,230
2014,4627,169_11,171_13,169_11x171_13,1,75,220
2014,4629,168_8,169_7,168_8x169_7,1,86,225
2014,4630,170_6,170_11,170_11x170_6,-1,88,270
2014,4631,164_1,164_14,164_1x164_14,1,80,235
2014,4632,164_8,171_10,164_8x171_10,1,76,210
2014,4634,164_4,167_3,164_4x167_3,1,84,225
2014,4636,171_6,170_13,170_13x171_6,-1,79,200
2014,4637,165_4,167_3,165_4x167_3,1,88,225
2014,4638,171_11,170_1,170_1x171_11,-1,79,260
2014,4639,164_8,167_8,164_8x167_8,1,76,225
2014,4640,164_4,166_11,164_4x166_11,1,78,205
2014,4642,165_4,167_3,165_4x167_3,1,85,245
2014,4643,166_3,166_12,166_12x166_3,-1,71,180
2014,4645,166_9,169_6,166_9x169_6,1,79,230
2014,4647,167_5,169_6,167_5x169_6,1,74,240
2014,4648,170_6,170_2,170_2x170_6,-1,83,260
2014,4651,164_14,164_1,164_1x164_14,-1,85,245
2014,4653,167_5,164_1,164_1x167_5,-1,NA,NA
2014,4654,166_12,165_6,165_6x166_12,-1,76,235
2014,4657,171_8,168_2,168_2x171_8,-1,79,245
2014,4660,165_7,166_10,165_7x166_10,1,80,230
2014,4661,166_9,164_1,164_1x166_9,-1,81,215
2014,4663,171_4,171_7,171_4x171_7,1,84,270
2014,4665,164_14,169_6,164_14x169_6,1,75,230
2014,4667,164_11,165_10,164_11x165_10,1,82,255
2014,4671,171_10,164_8,164_8x171_10,-1,75,215
2014,4674,171_11,170_1,170_1x171_11,-1,77,240
2014,4678,164_2,166_12,164_2x166_12,1,80,220
2014,4679,171_4,171_7,171_4x171_7,1,84,235
2014,4681,169_6,166_9,166_9x169_6,-1,74,210
2014,4682,164_11,167_1,164_11x167_1,1,75,205
2014,4683,171_10,164_8,164_8x171_10,-1,71,195
2014,4685,164_1,166_9,164_1x166_9,1,80,255
2014,4688,164_14,169_6,164_14x169_6,1,84,225
2014,4692,164_2,165_6,164_2x165_6,1,81,210
2014,4694,167_5,164_1,164_1x167_5,-1,83,225
2014,4696,164_8,169_12,164_8x169_12,1,68,180
2014,4697,171_11,165_5,165_5x171_11,-1,76,215
2014,4699,171_6,167_1,167_1x171_6,-1,88,190
2014,4702,169_6,164_1,164_1x169_6,-1,76,210
2014,4703,169_6,164_1,164_1x169_6,-1,81,235
2014,4707,166_9,164_1,164_1x166_9,-1,76,245
2014,4708,166_3,165_6,165_6x166_3,-1,75,230
2014,4709,166_9,169_6,166_9x169_6,1,66,235
2014,4711,164_11,171_6,164_11x171_6,1,71,210
2014,4713,171_5,171_13,171_13x171_5,-1,79,235
2014,4714,164_4,167_3,164_4x167_3,1,85,220
2014,4715,168_5,171_4,168_5x171_4,1,81,NA
2014,4717,166_9,164_1,164_1x166_9,-1,79,220
2014,4719,167_5,164_1,164_1x167_5,-1,86,240
2014,4720,171_5,170_7,170_7x171_5,-1,83,185
2014,4725,171_4,171_7,171_4x171_7,1,79,240
2014,4731,167_5,166_9,166_9x167_5,-1,80,235
2014,4733,171_4,171_7,171_4x171_7,1,80,220
2014,4735,170_6,170_2,170_2x170_6,-1,88,220
2014,4737,165_6,166_12,165_6x166_12,1,80,205
2014,4739,169_6,164_1,164_1x169_6,-1,79,230
2014,4740,169_11,170_7,169_11x170_7,1,70,250
2014,4741,165_4,166_11,165_4x166_11,1,83,225
2014,4742,170_2,170_11,170_11x170_2,-1,81,225
2014,4743,170_2,170_11,170_11x170_2,-1,86,255
2014,4745,166_9,169_6,166_9x169_6,1,74,240
2014,4749,164_1,169_6,164_1x169_6,1,75,250
2014,4750,164_14,169_6,164_14x169_6,1,77,250
2014,4751,170_6,170_2,170_2x170_6,-1,83,265
2014,4754,164_4,167_3,164_4x167_3,1,80,250
2014,4755,167_5,166_9,166_9x167_5,-1,80,240
2014,4757,167_5,169_6,167_5x169_6,1,79,255
2014,4758,170_12,171_8,170_12x171_8,1,77,220
2014,4759,171_5,170_7,170_7x171_5,-1,91,210
2014,4760,170_11,171_3,170_11x171_3,1,83,260
2014,4762,170_6,171_3,170_6x171_3,1,81,250
2014,4764,167_5,166_9,166_9x167_5,-1,79,255
2014,4768,168_5,171_7,168_5x171_7,1,80,240
2014,4769,171_4,171_7,171_4x171_7,1,78,235
2014,4770,168_5,171_7,168_5x171_7,1,86,230
2014,4772,171_6,167_1,167_1x171_6,-1,70,215
2014,4773,171_9,170_2,170_2x171_9,-1,88,245
2014,4779,167_5,164_1,164_1x167_5,-1,79,200
2014,4780,171_10,167_8,167_8x171_10,-1,81,210
2014,4781,169_6,164_1,164_1x169_6,-1,86,230
2014,4782,164_14,169_6,164_14x169_6,1,86,210
2014,4783,170_7,171_13,170_7x171_13,1,87,240
2014,4785,171_8,167_13,167_13x171_8,-1,81,225
2014,4786,170_1,165_5,165_5x170_1,-1,82,230
2014,4787,165_4,166_11,165_4x166_11,1,82,190
2014,4788,168_5,171_7,168_5x171_7,1,82,225
2014,4791,170_4,171_13,170_4x171_13,1,81,205
2014,4792,169_11,171_5,169_11x171_5,1,85,235
