treeid,female,male,prov,block,plot,height,diameter,volume
218.26,218,0,12,5,209,11.6,18.1,0.114
218.27,218,0,12,5,209,11.8,20.2,0.1444
218.28,218,0,12,5,209,10.8,18.6,0.1121
218.29,218,0,12,5,209,9.5,13.3,0.0504
218.30,218,0,12,1,12,11.4,18.5,0.117
219.1,219,0,12,1,10,11.6,20.2,0.142
219.2,219,0,12,1,10,10.2,17.2,0.0905
219.3,219,0,12,1,10,10.5,20.2,0.1285
219.4,219,0,12,1,10,5.2,5.7,0.0051
219.5,219,0,12,1,10,10.5,19.4,0.1186
219.6,219,0,12,1,10,7.8,8.3,0.0161
219.7,219,0,12,2,96,12.3,23.3,0.2003
219.8,219,0,12,2,96,11,18.8,0.1166
219.9,219,0,12,2,96,11.1,17.9,0.1067
219.10,219,0,12,2,96,11.9,20.1,0.1442
219.11,219,0,12,3,102,11.7,20.7,0.1504
219.12,219,0,12,3,102,12,24.5,0.2161
219.13,219,0,12,3,102,8.8,11.5,0.0349
219.14,219,0,12,4,191,11.9,20.9,0.1559
219.15,219,0,12,4,191,12,22.3,0.179
219.16,219,0,12,4,191,12,22,0.1742
219.17,219,0,12,4,191,9.8,15.3,0.0688
219.18,219,0,12,4,191,10.3,16.2,0.0811
219.19,219,0,12,5,208,11.3,24.9,0.2102
219.20,219,0,12,5,208,11.5,22.2,0.17
219.21,219,0,12,5,208,9.9,18.8,0.105
219.22,219,0,12,5,208,11,14.8,0.0723
219.23,219,0,12,5,208,11.7,24.3,0.2073
219.24,219,0,12,2,96,8.8,11.6,0.0355
224.1,224,0,12,1,9,10.2,16.7,0.0853
224.2,224,0,12,1,9,11.9,22.8,0.1856
224.3,224,0,12,1,9,10.8,22.3,0.1611
224.4,224,0,12,1,9,9.3,14,0.0547
224.5,224,0,12,2,94,11,17.4,0.0999
224.6,224,0,12,2,94,14.1,21.5,0.1955
224.7,224,0,12,2,94,8.3,15.7,0.0614
224.8,224,0,12,2,94,8.6,17.2,0.0763
224.9,224,0,12,2,94,9,15.9,0.0683
224.10,224,0,12,2,94,8.3,13.6,0.0461
224.11,224,0,12,3,97,9.7,18.9,0.1039
224.12,224,0,12,3,97,12.5,20.5,0.1576
224.13,224,0,12,3,97,11.8,19.9,0.1402
224.14,224,0,12,3,97,14.1,21.4,0.1937
224.15,224,0,12,3,97,11.4,20.1,0.1382
224.16,224,0,12,3,97,12.3,26.8,0.265
224.17,224,0,12,4,190,10.8,22,0.1568
224.18,224,0,12,4,190,9.4,14.7,0.0609
224.19,224,0,12,4,190,11,21.1,0.1469
224.20,224,0,12,4,190,8.5,17,0.0737
224.21,224,0,12,4,190,7.6,13,0.0385
224.22,224,0,12,5,212,11,20.9,0.1441
224.23,224,0,12,5,212,11.9,22.5,0.1807
224.24,224,0,12,5,212,11.3,23.6,0.1888
224.25,224,0,12,5,212,9.6,17.5,0.0882
224.26,224,0,12,5,212,9.3,17.8,0.0884
224.27,224,0,12,5,212,10,25.7,0.1981
225.1,225,0,12,1,11,12.3,22.9,0.1935
225.2,225,0,12,1,11,11.5,21.1,0.1536
225.3,225,0,12,1,11,11.5,18.6,0.1194
225.4,225,0,12,1,11,11.2,21.2,0.151
225.5,225,0,12,1,11,10.5,17.1,0.0921
225.6,225,0,12,1,11,12.1,20.3,0.1496
225.7,225,0,12,2,85,13.8,24.2,0.2425
225.8,225,0,12,2,85,13.5,23.1,0.2161
225.9,225,0,12,2,85,10.9,18.8,0.1156
225.10,225,0,12,2,85,8.8,16.8,0.0745
225.11,225,0,12,2,85,11.7,19.9,0.139
225.12,225,0,12,2,85,11.6,21.3,0.1579
225.13,225,0,12,3,100,11.6,20,0.1392
225.14,225,0,12,3,100,10,20.7,0.1285
225.15,225,0,12,3,100,11.6,19.6,0.1337
225.16,225,0,12,3,100,11.9,20.6,0.1515
225.17,225,0,12,4,184,9.4,10.4,0.0305
225.18,225,0,12,4,184,10.4,13.5,0.0569
225.19,225,0,12,4,184,8.3,12.5,0.0389
225.20,225,0,12,4,184,10.7,18,0.104
225.21,225,0,12,4,184,10.4,18.4,0.1056
225.22,225,0,12,4,184,9.1,17.2,0.0808
225.23,225,0,12,5,216,9.5,16.2,0.0748
225.24,225,0,12,5,216,11.2,20.1,0.1357
225.25,225,0,12,5,216,10,20.2,0.1224
225.26,225,0,12,5,216,9.7,20.1,0.1176
225.27,225,0,12,5,216,9.9,18.9,0.1061
226.1,226,0,12,1,15,10,14.4,0.0622
226.2,226,0,12,1,15,12.3,22.7,0.1901
226.3,226,0,12,1,15,12.4,26,0.2515
226.4,226,0,12,1,15,12.6,25.3,0.242
226.5,226,0,12,1,15,12.6,24.1,0.2195
226.6,226,0,12,2,92,14.7,18.6,0.1526
226.7,226,0,12,2,92,10.1,14.7,0.0655
226.8,226,0,12,2,92,7.6,21.9,0.1094
226.9,226,0,12,2,92,11.2,14.9,0.0746
226.10,226,0,12,2,92,12.1,16.4,0.0976
226.11,226,0,12,3,98,9.9,16,0.076
226.12,226,0,12,3,98,8.9,16.4,0.0718
226.13,226,0,12,3,98,13.4,22.8,0.209
226.14,226,0,12,3,98,13.4,25.4,0.2594
226.15,226,0,12,4,185,12.7,19.9,0.1509
226.16,226,0,12,4,185,12.7,23.5,0.2104
226.17,226,0,12,4,185,11.8,21.5,0.1636
226.18,226,0,12,4,185,9.2,12.1,0.0404
226.19,226,0,12,5,207,11.8,26.7,0.2524
226.20,226,0,12,5,207,10.6,22.4,0.1596
226.21,226,0,12,5,207,8.7,14,0.0512
226.22,226,0,12,5,207,9.9,17.7,0.093
226.23,226,0,12,5,207,11.2,24.9,0.2083
227.1,227,0,12,1,14,11.2,21.3,0.1524
227.2,227,0,12,1,14,12,23.1,0.1921
227.3,227,0,12,1,14,11.9,23.4,0.1955
227.4,227,0,12,2,93,9.6,14.8,0.0631
227.5,227,0,12,2,93,13.2,20.7,0.1697
227.6,227,0,12,2,93,9.6,14.7,0.0622
227.7,227,0,12,2,93,9.9,16,0.076
227.8,227,0,12,2,93,10.6,19.9,0.1259
227.9,227,0,12,2,93,13.5,24.4,0.2411
227.10,227,0,12,3,103,10.9,23.8,0.1852
227.11,227,0,12,3,103,9.6,16.7,0.0803
227.12,227,0,12,3,103,12.9,27.4,0.2905
227.13,227,0,12,3,103,12.4,22.5,0.1883
227.14,227,0,12,3,103,12.1,21.5,0.1678
227.15,227,0,12,3,103,12,21.5,0.1664
227.16,227,0,12,4,189,12.4,14.1,0.074
227.17,227,0,12,4,189,11.7,23.5,0.1938
227.18,227,0,12,4,189,10.5,21.8,0.1497
227.19,227,0,12,4,189,11,21.4,0.1511
227.20,227,0,12,5,206,12.1,25.5,0.236
227.21,227,0,12,5,206,8.1,14.4,0.0504
231.1,231,0,13,1,28,11.7,22.9,0.1841
231.2,231,0,13,1,28,10.2,19.6,0.1176
231.3,231,0,13,1,28,13.6,21.4,0.1868
231.4,231,0,13,1,28,10.1,17.2,0.0896
231.5,231,0,13,1,28,11.4,20.6,0.1451
231.6,231,0,13,1,28,8.8,14.9,0.0586
231.7,231,0,13,2,58,10.2,16.2,0.0803
231.8,231,0,13,2,58,11.4,18.1,0.112
231.9,231,0,13,2,58,9.6,15.8,0.0719
231.10,231,0,13,2,58,8,13.9,0.0464
231.11,231,0,13,3,115,12.8,24.5,0.2305
231.12,231,0,13,3,115,11.5,16,0.0883
231.13,231,0,13,3,115,8.6,16.5,0.0702
231.14,231,0,13,3,115,12.1,19.6,0.1395
231.15,231,0,13,3,115,11.8,22.5,0.1792
231.16,231,0,13,4,176,10.4,13.5,0.0569
231.17,231,0,13,4,176,11.7,19.8,0.1376
231.18,231,0,13,4,176,9.9,16.8,0.0838
231.19,231,0,13,4,176,10.7,18.5,0.1099
231.20,231,0,13,4,176,9.8,18.5,0.1006
231.21,231,0,13,5,196,11.6,21.8,0.1654
231.22,231,0,13,5,196,11.9,20.3,0.1471
231.23,231,0,13,5,196,9.6,11.8,0.0401
231.24,231,0,13,2,58,10.1,19.3,0.1129
232.1,232,0,13,1,33,9.7,15.2,0.0672
232.2,232,0,13,1,33,6.4,9.2,0.0163
232.3,232,0,13,1,33,11.6,25.6,0.2281
232.4,232,0,13,1,33,9.1,18.1,0.0894
232.5,232,0,13,1,33,8,15,0.054
232.6,232,0,13,2,56,12,25.1,0.2268
232.7,232,0,13,2,56,9.9,17.9,0.0952
232.8,232,0,13,2,56,9.8,17.2,0.087
232.9,232,0,13,2,56,9.9,17.4,0.0899
232.10,232,0,13,2,56,11.3,26.2,0.2327
232.11,232,0,13,3,114,11.9,23,0.1889
232.12,232,0,13,3,114,9.6,18.5,0.0986
232.13,232,0,13,3,114,8.6,15.2,0.0596
232.14,232,0,13,3,114,11.1,21.1,0.1483
232.15,232,0,13,3,114,10.3,18.7,0.1081
232.16,232,0,13,4,172,8.5,13.8,0.0486
232.17,232,0,13,4,172,8.7,14.9,0.0579
232.18,232,0,13,4,172,8.7,12.6,0.0414
232.19,232,0,13,4,172,12.1,22.5,0.1838
232.20,232,0,13,4,172,8.9,16.3,0.0709
232.21,232,0,13,5,203,8.8,16.7,0.0736
232.22,232,0,13,5,203,10.5,24.7,0.1922
232.23,232,0,13,5,203,8.8,14.8,0.0578
232.24,232,0,13,5,203,7.9,15,0.0533
232.25,232,0,13,5,203,9.2,16.4,0.0742
232.26,232,0,13,5,203,10.8,19.8,0.127
232.27,232,0,13,1,33,6,7.2,0.0093
232.28,232,0,13,3,114,8.5,17.8,0.0808
232.29,232,0,13,2,56,12.8,24,0.2212
233.1,233,0,13,1,27,11.8,22.6,0.1808
233.2,233,0,13,1,27,10.7,19.7,0.1246
233.3,233,0,13,1,27,7.7,10,0.0231
233.4,233,0,13,1,27,9.9,17.1,0.0868
233.5,233,0,13,1,27,9.3,16.3,0.0741
233.6,233,0,13,2,50,10.9,19,0.118
233.7,233,0,13,2,50,9.3,15.7,0.0688
233.8,233,0,13,2,50,11,21.3,0.1497
233.9,233,0,13,2,50,10.2,19.5,0.1164
233.10,233,0,13,2,50,10.9,18.1,0.1071
233.11,233,0,13,3,116,11.6,24.5,0.2089
233.12,233,0,13,3,116,13.1,26.5,0.276
233.13,233,0,13,3,116,10.3,14.5,0.065
233.14,233,0,13,3,116,10.2,18.5,0.1047
233.15,233,0,13,3,116,8.9,13.3,0.0472
233.16,233,0,13,3,116,9.5,16.2,0.0748
233.17,233,0,13,4,179,10.4,16.9,0.0891
233.18,233,0,13,4,179,9.2,15,0.0621
233.19,233,0,13,4,179,7.3,11.8,0.0305
233.20,233,0,13,4,179,9.6,17.9,0.0923
233.21,233,0,13,4,179,8,12.8,0.0393
233.22,233,0,13,5,201,7.8,12.1,0.0343
233.23,233,0,13,5,201,7.8,13.5,0.0426
233.24,233,0,13,5,201,9.8,17.9,0.0942
233.25,233,0,13,4,179,14.1,29.9,0.3782
233.26,233,0,13,1,27,9.9,15.9,0.0751
238.1,238,0,13,1,35,11.3,21.9,0.1626
238.2,238,0,13,1,35,9.4,15.8,0.0704
238.3,238,0,13,1,35,12.1,21.2,0.1631
238.4,238,0,13,1,35,13.3,25.8,0.2656
238.5,238,0,13,1,35,9.9,14.9,0.0659
238.6,238,0,13,2,54,11.7,25,0.2194
238.7,238,0,13,2,54,13.8,23.2,0.2228
238.8,238,0,13,2,54,11.9,22,0.1728
238.9,238,0,13,2,54,12.7,22.5,0.1929
238.10,238,0,13,2,54,11.7,14.7,0.0758
238.11,238,0,13,3,112,11.6,23.5,0.1922
238.12,238,0,13,3,112,10.6,15.7,0.0784
238.13,238,0,13,3,112,8.1,11.5,0.0321
238.14,238,0,13,3,112,9.2,13.1,0.0474
238.15,238,0,13,3,112,9.2,17.6,0.0855
238.16,238,0,13,3,112,10.8,20.2,0.1322
238.17,238,0,13,4,174,12.8,19.4,0.1445
238.18,238,0,13,4,174,11.4,16.4,0.092
238.19,238,0,13,4,174,9.3,17.4,0.0845
238.20,238,0,13,4,174,10.6,16.4,0.0855
238.21,238,0,13,5,198,10.4,18.5,0.1068
238.22,238,0,13,5,198,10.2,15.7,0.0754
238.23,238,0,13,5,198,11.3,19.5,0.1289
238.24,238,0,13,5,198,12.2,19.7,0.142
238.25,238,0,13,5,198,9.6,14.7,0.0622
238.26,238,0,13,5,198,10.8,20.3,0.1335
238.27,238,0,13,4,174,10.4,16.7,0.087
238.28,238,0,13,4,174,9.2,13.9,0.0533
239.1,239,0,13,1,32,9.8,15.4,0.0697
239.2,239,0,13,1,32,12,20.3,0.1484
239.3,239,0,13,1,32,8.9,13.8,0.0508
239.4,239,0,13,1,32,8,19.9,0.095
239.5,239,0,13,1,32,10.3,16.5,0.0841
239.6,239,0,13,1,32,10,17.4,0.0908
239.7,239,0,13,2,52,10.8,20.7,0.1388
239.8,239,0,13,2,52,12.1,24.9,0.2251
239.9,239,0,13,2,52,7.7,11.2,0.029
239.10,239,0,13,2,52,10.2,15.9,0.0774
239.11,239,0,13,3,109,10.5,15.4,0.0747
239.12,239,0,13,3,109,9.2,17,0.0798
239.13,239,0,13,3,109,12.5,23,0.1984
239.14,239,0,13,3,109,9.5,16,0.073
239.15,239,0,13,3,109,11,20.6,0.14
239.16,239,0,13,3,109,10.8,19.5,0.1232
239.17,239,0,13,4,173,10.9,22.2,0.1612
239.18,239,0,13,4,173,11.4,19.5,0.13
239.19,239,0,13,4,173,10.6,20,0.1272
239.20,239,0,13,4,173,8.5,13.2,0.0444
239.21,239,0,13,4,173,11.7,25.4,0.2265
239.22,239,0,13,5,204,9.8,18,0.0953
239.23,239,0,13,5,204,10.1,17.1,0.0886
239.24,239,0,13,5,204,11,23.5,0.1822
239.25,239,0,13,5,204,6.9,8.3,0.0143
239.26,239,0,13,5,204,9.8,16,0.0753
239.27,239,0,13,5,204,11.8,15.3,0.0829
245.1,245,0,13,1,31,9.3,15,0.0628
245.2,245,0,13,1,31,10.4,17.5,0.0956
245.3,245,0,13,1,31,13.9,26.5,0.2928
245.4,245,0,13,1,31,10.7,21.9,0.154
245.5,245,0,13,1,31,10.3,25.3,0.1978
245.6,245,0,13,2,49,13.3,20.2,0.1628
245.7,245,0,13,2,49,10.2,16.4,0.0823
245.8,245,0,13,2,49,11.6,23,0.1841
245.9,245,0,13,2,49,10.7,21,0.1416
245.10,245,0,13,3,111,8.6,13.1,0.0443
245.11,245,0,13,3,111,11.1,20.9,0.1455
245.12,245,0,13,3,111,8.5,14.3,0.0521
245.13,245,0,13,3,111,12.1,20.4,0.1511
245.14,245,0,13,3,111,11.1,18.6,0.1152
245.15,245,0,13,3,111,9.8,17.7,0.0921
245.16,245,0,13,4,175,12.9,23.6,0.2155
245.17,245,0,13,4,175,6.7,8.4,0.0142
245.18,245,0,13,4,175,12.6,26,0.2555
245.19,245,0,13,4,175,10,13.3,0.0531
245.20,245,0,13,4,175,7.7,11.8,0.0322
245.21,245,0,13,4,175,9.6,15.5,0.0692
245.22,245,0,13,5,199,11.7,19.3,0.1307
245.23,245,0,13,5,199,12.5,25.8,0.2496
245.24,245,0,13,5,199,11.6,18.9,0.1243
245.25,245,0,13,5,199,11.8,23.6,0.1972
245.26,245,0,13,5,199,10.1,17.2,0.0896
245.27,245,0,13,5,199,11.7,26.9,0.254
247.1,247,0,13,1,34,10.6,18.2,0.1053
247.2,247,0,13,1,34,9.3,18.4,0.0945
247.3,247,0,13,1,34,7.3,13.2,0.0382
247.4,247,0,13,1,34,6.3,8.4,0.0133
247.5,247,0,13,1,34,8.4,14,0.0494
247.6,247,0,13,2,53,12.5,19.5,0.1426
247.7,247,0,13,2,53,10.9,21.2,0.147
247.8,247,0,13,2,53,11.5,15.3,0.0808
247.9,247,0,13,2,53,9.9,20.7,0.1273
247.10,247,0,13,2,53,9.3,16.9,0.0797
247.11,247,0,13,3,113,11.1,23.4,0.1823
247.12,247,0,13,3,113,8.5,16.6,0.0703
247.13,247,0,13,3,113,7.4,13.3,0.0393
247.14,247,0,13,3,113,7.5,13.1,0.0386
247.15,247,0,13,3,113,10.8,19,0.117
247.16,247,0,13,3,113,10,18.1,0.0983
247.17,247,0,13,4,178,9,14.8,0.0591
247.18,247,0,13,4,178,10.2,20.2,0.1249
247.19,247,0,13,4,178,8.9,16.8,0.0754
247.20,247,0,13,4,178,6,9.6,0.0166
247.21,247,0,13,4,178,6.4,10.5,0.0212
247.22,247,0,13,5,202,7.9,13,0.0401
247.23,247,0,13,5,202,9.5,16.1,0.0739
247.24,247,0,13,5,202,6.7,11.4,0.0261
247.25,247,0,13,5,202,9,18.1,0.0885
247.26,247,0,13,5,202,6.4,8.7,0.0145
247.27,247,0,13,1,34,5.1,7.4,0.0084
251.1,251,0,13,1,29,10.9,21.3,0.1484
251.2,251,0,13,1,29,9.8,13,0.0497
251.3,251,0,13,2,57,8.1,12.4,0.0374
251.4,251,0,13,2,57,10.5,22.7,0.1623
251.5,251,0,13,2,57,11.7,24.8,0.2159
251.6,251,0,13,2,57,9.5,16.4,0.0767
251.7,251,0,13,2,57,8.5,15.8,0.0637
251.8,251,0,13,3,118,11.9,21.4,0.1635
251.9,251,0,13,3,118,10.1,14.2,0.0611
251.10,251,0,13,3,118,13.5,17.7,0.1269
251.11,251,0,13,3,118,14.7,31.2,0.4293
251.12,251,0,13,3,118,13.5,15.6,0.0986
251.13,251,0,13,4,180,11.7,19.7,0.1362
251.14,251,0,13,4,180,10.5,14.1,0.0626
251.15,251,0,13,4,180,9.3,14.2,0.0563
251.16,251,0,13,4,180,8.7,11.7,0.0357
251.17,251,0,13,4,180,8.8,13.7,0.0496
251.18,251,0,13,4,180,10.7,19,0.1159
251.19,251,0,13,5,197,12.4,27.1,0.2732
251.20,251,0,13,5,197,11.3,24.7,0.2068
251.21,251,0,13,5,197,11.4,22.3,0.1701
251.22,251,0,13,5,197,14,26.3,0.2905
251.23,251,0,13,5,197,11.8,19.5,0.1346
251.24,251,0,13,1,29,12.1,23.2,0.1954
251.25,251,0,13,1,29,9.5,17.1,0.0833
251.26,251,0,13,1,29,14.6,25.6,0.287
252.1,252,0,13,1,36,11.4,22.1,0.167
252.2,252,0,13,1,36,11.4,23.6,0.1905
252.3,252,0,13,1,36,7.4,10.4,0.024
252.4,252,0,13,1,36,13.1,23.2,0.2115
252.5,252,0,13,1,36,13.5,26.8,0.2909
252.6,252,0,13,2,51,13,28.4,0.3146
252.7,252,0,13,2,51,10.2,18.1,0.1002
252.8,252,0,13,2,51,12.5,21,0.1654
252.9,252,0,13,2,51,10.5,20.7,0.135
252.10,252,0,13,2,51,11.1,19.5,0.1266
252.11,252,0,13,2,51,13,27.7,0.2992
252.12,252,0,13,3,110,12.7,23.5,0.2104
252.13,252,0,13,3,110,10.1,17.5,0.0928
252.14,252,0,13,3,110,10.6,21.5,0.147
252.15,252,0,13,3,110,9.2,13.1,0.0474
252.16,252,0,13,3,110,14.4,19.9,0.1711
252.17,252,0,13,3,110,8.5,12.7,0.0411
252.18,252,0,13,4,177,10.5,20.9,0.1376
252.19,252,0,13,4,177,10.3,19.8,0.1211
252.20,252,0,13,4,177,9.7,16,0.0745
252.21,252,0,13,4,177,10,16.1,0.0778
252.22,252,0,13,4,177,9.9,20.3,0.1224
252.23,252,0,13,5,200,10.5,21.5,0.1456
252.24,252,0,13,5,200,11.3,20.7,0.1453
252.25,252,0,13,5,200,8.5,11,0.0309
252.26,252,0,13,1,36,12,22.1,0.1758
253.1,253,0,13,1,30,10.5,16.5,0.0858
253.2,253,0,13,1,30,12,21.2,0.1618
253.3,253,0,13,1,30,11.9,19.1,0.1302
253.4,253,0,13,1,30,9,16.7,0.0753
253.5,253,0,13,1,30,7.8,11.3,0.0299
253.6,253,0,13,2,55,14.3,23.1,0.2289
253.7,253,0,13,2,55,7.8,13,0.0395
253.8,253,0,13,2,55,11.8,20.5,0.1488
253.9,253,0,13,2,55,8.2,13.2,0.0429
253.10,253,0,13,2,55,11,19,0.1191
253.11,253,0,13,3,117,9,11.2,0.0339
253.12,253,0,13,3,117,11.3,21,0.1495
253.13,253,0,13,3,117,12.1,25.2,0.2305
253.14,253,0,13,3,117,5.6,9,0.0136
253.15,253,0,13,3,117,10.5,20.5,0.1324
253.16,253,0,13,4,171,7.4,12.3,0.0336
253.17,253,0,13,4,171,12.1,27.3,0.2705
253.18,253,0,13,4,171,7.5,10.8,0.0262
253.19,253,0,13,5,205,11,20.5,0.1387
253.20,253,0,13,5,205,9.8,16.7,0.082
253.21,253,0,13,5,205,9.6,17.5,0.0882
253.22,253,0,13,5,205,10.4,17.8,0.0989
253.23,253,0,13,5,205,11.2,21.4,0.1539
253.24,253,0,13,1,30,8,16,0.0614
