tree,female,male,cross,site,rep,col,row,HT05,VOL05
73,6,7,L,3,4,16,20,113.2,212
filler,0,0,,3,4,16,21,,
63,6,7,L,3,4,16,22,107.7,71.6
filler,0,0,,3,4,16,23,,
133,0,0,NP,3,4,16,24,113.2,125.9
79,16,21,N,3,5,16,25,102.2,115.3
78,6,7,L,3,5,16,26,128.8,177.8
filler,0,0,,3,5,16,27,,
filler,0,0,,3,5,16,28,,
73,6,7,L,3,5,16,29,101,92.1
142,17,9,P,3,5,16,30,102.2,98.4
filler,0,0,,3,6,16,31,,
65,6,7,L,3,6,16,32,102.2,115.3
93,16,21,N,3,6,16,33,108.8,160.9
filler,0,0,,3,6,16,34,,
63,6,7,L,3,6,16,35,102.2,72.9
34,20,23,J,3,6,16,36,99.4,106.9
filler,0,0,,3,7,16,37,,
filler,0,0,,3,7,16,38,,
139,15,6,O,3,7,16,39,107.7,133
35,20,23,J,3,7,16,40,100.5,91.7
129,0,0,NP,3,7,16,41,,
126,16,21,N,3,7,16,42,102.2,93
99,16,21,N,3,8,16,43,70.6,32.5
150,24,1,Q,3,8,16,44,49.5,0.1
filler,0,0,,3,8,16,45,,
116,16,21,N,3,8,16,46,85.5,79.8
55,6,7,L,3,8,16,47,94.4,72.4
filler,0,0,,3,8,16,48,,
103,16,21,N,3,1,17,1,113.2,159.3
80,16,21,N,3,1,17,2,101,97.4
84,16,21,N,3,1,17,3,21.2,-12.9
79,16,21,N,3,1,17,4,104.4,117.4
82,16,21,N,3,1,17,5,98.3,84.8
143,17,9,P,3,1,17,6,81.1,71.8
53,6,7,L,3,2,17,7,107.7,97.4
163,8,14,S,3,2,17,8,82.8,41.4
filler,0,0,,3,2,17,9,,
27,7,24,A,3,2,17,10,104.9,74.7
156,24,1,Q,3,2,17,11,113.2,152.3
122,16,21,N,3,2,17,12,110.5,149.1
55,6,7,L,3,3,17,13,110.5,162.9
filler,0,0,,3,3,17,14,,
57,6,7,L,3,3,17,15,,
107,16,21,N,3,3,17,16,91.1,34.7
filler,0,0,,3,3,17,17,,
55,6,7,L,3,3,17,18,98.3,100.5
51,6,7,L,3,4,17,19,107.7,126.7
116,16,21,N,3,4,17,20,135.4,194
76,6,7,L,3,4,17,21,101.6,82.3
113,16,21,N,3,4,17,22,104.9,106.3
filler,0,0,,3,4,17,23,,
127,0,0,NP,3,4,17,24,113.2,166.4
filler,0,0,,3,5,17,25,,
74,6,7,L,3,5,17,26,18.4,-10.5
26,7,24,A,3,5,17,27,118.8,144.7
103,16,21,N,3,5,17,28,96.1,98.5
80,16,21,N,3,5,17,29,100.5,91.7
filler,0,0,,3,5,17,30,,
filler,0,0,,3,6,17,31,,
147,24,1,Q,3,6,17,32,116,116
152,24,1,Q,3,6,17,33,22.9,-10.2
filler,0,0,,3,6,17,34,,
30,7,24,A,3,6,17,35,103.8,99.8
92,16,21,N,3,6,17,36,80,58.6
53,6,7,L,3,7,17,37,82.8,38
103,16,21,N,3,7,17,38,95.5,73.2
filler,0,0,,3,7,17,39,,
149,24,1,Q,3,7,17,40,95,39.7
67,6,7,L,3,7,17,41,95,63.8
70,6,7,L,3,7,17,42,78.9,50.2
62,6,7,L,3,8,17,43,102.2,87.8
163,8,14,S,3,8,17,44,85.5,54
80,16,21,N,3,8,17,45,90,56.6
111,16,21,N,3,8,17,46,79.4,66.4
33,8,9,H,3,8,17,47,60.6,5.3
133,0,0,NP,3,8,17,48,110.5,142.5
56,6,7,L,3,1,18,1,108.8,175
104,16,21,N,3,1,18,2,118.2,165.2
113,16,21,N,3,1,18,3,113.2,173.6
filler,0,0,,3,1,18,4,,
161,17,15,R,3,1,18,5,77.2,56.8
27,7,24,A,3,1,18,6,101,81.9
119,16,21,N,3,2,18,7,110.5,149.1
152,24,1,Q,3,2,18,8,77.8,42.4
filler,0,0,,3,2,18,9,,
71,6,7,L,3,2,18,10,113.2,125.9
filler,0,0,,3,2,18,11,,
114,16,21,N,3,2,18,12,93.8,54.7
118,16,21,N,3,3,18,13,121.6,140.7
filler,0,0,,3,3,18,14,,
101,16,21,N,3,3,18,15,98.8,135.8
78,6,7,L,3,3,18,16,121.6,176.7
121,16,21,N,3,3,18,17,102.2,133.3
60,6,7,L,3,3,18,18,82.8,28.3
filler,0,0,,3,4,18,19,,
29,7,24,A,3,4,18,20,,
filler,0,0,,3,4,18,21,,
58,6,7,L,3,4,18,22,102.2,146
filler,0,0,,3,4,18,23,,
104,16,21,N,3,4,18,24,113.2,90.7
76,6,7,L,3,5,18,25,106.6,119.5
39,23,13,K,3,5,18,26,107.1,108.2
154,24,1,Q,3,5,18,27,119.9,159.9
150,24,1,Q,3,5,18,28,84.4,42.2
49,6,7,L,3,5,18,29,77.2,32.3
96,16,21,N,3,5,18,30,114.9,109
110,16,21,N,3,6,18,31,102.2,98.4
filler,0,0,,3,6,18,32,,
59,6,7,L,3,6,18,33,102.2,82.7
filler,0,0,,3,6,18,34,,
28,7,24,A,3,6,18,35,102.2,115.3
148,24,1,Q,3,6,18,36,63.4,23.9
116,16,21,N,3,7,18,37,82.8,68.7
91,16,21,N,3,7,18,38,90.5,69.8
71,6,7,L,3,7,18,39,82.8,56.4
filler,0,0,,3,7,18,40,,
89,16,21,N,3,7,18,41,96.6,115.6
41,23,13,K,3,7,18,42,66.1,24.9
48,0,0,KP,3,8,18,43,88.9,87.2
142,17,9,P,3,8,18,44,56.7,37.5
61,6,7,L,3,8,18,45,85,42.5
112,16,21,N,3,8,18,46,77.2,29.3
41,23,13,K,3,8,18,47,93.8,91.4
36,0,0,JP,3,8,18,48,91.6,61.8
163,8,14,S,3,1,19,1,77.2,35.5
154,24,1,Q,3,1,19,2,116,148.6
109,16,21,N,3,1,19,3,82.8,34.6
65,6,7,L,3,1,19,4,113.2,138.8
filler,0,0,,3,1,19,5,,
124,16,21,N,3,1,19,6,95.5,68.6
57,6,7,L,3,2,19,7,,
133,0,0,NP,3,2,19,8,106.6,138.2
140,15,6,O,3,2,19,9,124.3,150.5
79,16,21,N,3,2,19,10,31.2,-10.9
56,6,7,L,3,2,19,11,124.3,165
filler,0,0,,3,2,19,12,,
147,24,1,Q,3,3,19,13,121.6,140.7
156,24,1,Q,3,3,19,14,118.8,118.5
163,8,14,S,3,3,19,15,,
83,16,21,N,3,3,19,16,96.6,48.1
50,6,7,L,3,3,19,17,110.5,117.1
104,16,21,N,3,3,19,18,95.5,98
77,6,7,L,3,4,19,19,116,135.1
149,24,1,Q,3,4,19,20,107.7,139.4
filler,0,0,,3,4,19,21,,
145,24,1,Q,3,4,19,22,121,147
141,17,9,P,3,4,19,23,88.3,96.7
157,17,15,R,3,4,19,24,110.5,177.3
37,0,0,JP,3,5,19,25,113.2,96.2
156,24,1,Q,3,5,19,26,124.3,188
95,16,21,N,3,5,19,27,102.2,103.9
146,24,1,Q,3,5,19,28,121,250.2
141,17,9,P,3,5,19,29,88.3,91.7
filler,0,0,,3,5,19,30,,
106,16,21,N,3,6,19,31,103.3,110.5
36,0,0,JP,3,6,19,32,81.1,33.9
108,16,21,N,3,6,19,33,93.3,90.9
filler,0,0,,3,6,19,34,,
156,24,1,Q,3,6,19,35,93.3,58.5
97,16,21,N,3,6,19,36,83.3,41.7
56,6,7,L,3,7,19,37,85,61.8
144,17,9,P,3,7,19,38,,
filler,0,0,,3,7,19,39,,
filler,0,0,,3,7,19,40,,
81,16,21,N,3,7,19,41,84.4,45.8
152,24,1,Q,3,7,19,42,62.8,7.6
137,15,6,O,3,8,19,43,85,74.8
110,16,21,N,3,8,19,44,107.7,173.5
filler,0,0,,3,8,19,45,,
90,16,21,N,3,8,19,46,99.9,107.4
filler,0,0,,3,8,19,47,,
63,6,7,L,3,8,19,48,116,135.1
filler,0,0,,3,1,20,1,,
filler,0,0,,3,1,20,2,,
filler,0,0,,3,1,20,3,,
151,24,1,Q,3,1,20,4,124.3,157.7
123,16,21,N,3,1,20,5,135.4,275.1
133,0,0,NP,3,1,20,6,80,62.6
filler,0,0,,3,2,20,7,,
87,16,21,N,3,2,20,8,92.7,85.5
113,16,21,N,3,2,20,9,110.5,184.7
50,6,7,L,3,2,20,10,116,141.8
147,24,1,Q,3,2,20,11,,
129,0,0,NP,3,2,20,12,102.2,133.3
123,16,21,N,3,3,20,13,113.2,138.8
98,16,21,N,3,3,20,14,116,169.8
132,0,0,NP,3,3,20,15,113.2,101.8
126,16,21,N,3,3,20,16,124.3,212.3
filler,0,0,,3,3,20,17,,
160,17,15,R,3,3,20,18,113.2,181
124,16,21,N,3,4,20,19,107.7,120.6
81,16,21,N,3,4,20,20,107.7,92
146,24,1,Q,3,4,20,21,118.8,165.9
filler,0,0,,3,4,20,22,,
49,6,7,L,3,4,20,23,107.1,138.8
162,17,15,R,3,4,20,24,102.2,133.3
filler,0,0,,3,5,20,25,,
136,15,6,O,3,5,20,26,107.7,133
112,16,21,N,3,5,20,27,92.7,38.8
44,23,13,K,3,5,20,28,20.7,-9.2
filler,0,0,,3,5,20,29,,
61,6,7,L,3,5,20,30,93.3,67.2
99,16,21,N,3,6,20,31,102.2,115.3
95,16,21,N,3,6,20,32,87.2,47.3
33,8,9,H,3,6,20,33,61.1,5.4
68,6,7,L,3,6,20,34,92.2,70.9
49,6,7,L,3,6,20,35,90.5,37.9
146,24,1,Q,3,6,20,36,92.7,66.8
133,0,0,NP,3,7,20,37,93.8,86.4
93,16,21,N,3,7,20,38,87.2,71.9
111,16,21,N,3,7,20,39,82.8,41.4
37,0,0,JP,3,7,20,40,85.5,35.8
filler,0,0,,3,7,20,41,,
141,17,9,P,3,7,20,42,82.8,77.6
filler,0,0,,3,8,20,43,,
74,6,7,L,3,8,20,44,,
filler,0,0,,3,8,20,45,,
153,24,1,Q,3,8,20,46,96.1,83.2
146,24,1,Q,3,8,20,47,101,86.9
164,0,0,SP,3,8,20,48,107.7,159.5
128,0,0,NP,3,1,21,1,99.4,106.9
55,6,7,L,3,1,21,2,102.2,77.7
41,23,13,K,3,1,21,3,121.6,242.3
138,15,6,O,3,1,21,4,99.4,57.7
105,16,21,N,3,1,21,5,105.5,95.7
73,6,7,L,3,1,21,6,99.4,136.4
105,16,21,N,3,2,21,7,105.5,106.8
139,15,6,O,3,2,21,8,135.4,202.3
101,16,21,N,3,2,21,9,102.2,68.2
filler,0,0,,3,2,21,10,,
111,16,21,N,3,2,21,11,121.6,216.5
89,16,21,N,3,2,21,12,104.9,123.9
36,0,0,JP,3,3,21,13,80,24.4
filler,0,0,,3,3,21,14,,
filler,0,0,,3,3,21,15,,
65,6,7,L,3,3,21,16,116,141.8
92,16,21,N,3,3,21,17,102.2,87.8
74,6,7,L,3,3,21,18,88.3,47.8
30,7,24,A,3,4,21,19,113.2,152.3
136,15,6,O,3,4,21,20,114.4,160.6
105,16,21,N,3,4,21,21,121.6,140.7
109,16,21,N,3,4,21,22,93.3,58.5
filler,0,0,,3,4,21,23,,
68,6,7,L,3,4,21,24,96.6,99
91,16,21,N,3,5,21,25,118.8,151.6
140,15,6,O,3,5,21,26,113.2,60.5
filler,0,0,,3,5,21,27,,
54,6,7,L,3,5,21,28,96.6,115.6
162,17,15,R,3,5,21,29,90,98.3
55,6,7,L,3,5,21,30,100.5,113.6
44,23,13,K,3,6,21,31,,
125,16,21,N,3,6,21,32,92.2,80.2
123,16,21,N,3,6,21,33,102.2,139.6
142,17,9,P,3,6,21,34,68.3,20.5
103,16,21,N,3,6,21,35,88.9,118.7
47,23,13,K,3,6,21,36,91.1,70.2
34,20,23,J,3,7,21,37,85.5,94.2
filler,0,0,,3,7,21,38,,
145,24,1,Q,3,7,21,39,85.5,54
156,24,1,Q,3,7,21,40,101,72.2
38,23,13,K,3,7,21,41,80,79.8
filler,0,0,,3,7,21,42,,
66,6,7,L,3,8,21,43,97.2,94.2
31,22,19,C,3,8,21,44,102.2,87.8
97,16,21,N,3,8,21,45,103.3,110.5
79,16,21,N,3,8,21,46,108.8,87.5
filler,0,0,,3,8,21,47,,
50,6,7,L,3,8,21,48,107.7,86.7
110,16,21,N,3,1,22,1,112.7,227.4
filler,0,0,,3,1,22,2,,
155,24,1,Q,3,1,22,3,102.2,59.2
145,24,1,Q,3,1,22,4,99.4,96.1
38,23,13,K,3,1,22,5,93.8,130.1
33,8,9,H,3,1,22,6,80,36.7
154,24,1,Q,3,2,22,7,113.2,74.9
filler,0,0,,3,2,22,8,,
63,6,7,L,3,2,22,9,114.4,127
146,24,1,Q,3,2,22,10,113.2,181
148,24,1,Q,3,2,22,11,113.2,113.6
136,15,6,O,3,2,22,12,118.8,165.9
filler,0,0,,3,3,22,13,,
51,6,7,L,3,3,22,14,121.6,147.6
35,20,23,J,3,3,22,15,113.2,159.3
159,17,15,R,3,3,22,16,118.8,173.3
filler,0,0,,3,3,22,17,,
filler,0,0,,3,3,22,18,,
129,0,0,NP,3,4,22,19,107.7,103
filler,0,0,,3,4,22,20,,
143,17,9,P,3,4,22,21,76.7,26.1
99,16,21,N,3,4,22,22,124.3,165
144,17,9,P,3,4,22,23,85,57.7
152,24,1,Q,3,4,22,24,63.4,5.8
149,24,1,Q,3,5,22,25,103.8,64.6
133,0,0,NP,3,5,22,26,115.5,121.7
filler,0,0,,3,5,22,27,,
41,23,13,K,3,5,22,28,103.3,140.9
66,6,7,L,3,5,22,29,107.1,102.5
117,16,21,N,3,5,22,30,84.4,61.4
37,0,0,JP,3,6,22,31,99.4,80.7
filler,0,0,,3,6,22,32,,
27,7,24,A,3,6,22,33,98.8,53.2
35,20,23,J,3,6,22,34,102.2,121.1
52,6,7,L,3,6,22,35,99.4,96.1
121,16,21,N,3,6,22,36,81.1,80.8
137,15,6,O,3,7,22,37,77.8,26.5
75,6,7,L,3,7,22,38,82.8,56.4
150,24,1,Q,3,7,22,39,55,5.9
47,23,13,K,3,7,22,40,83.3,56.7
42,23,13,K,3,7,22,41,84.4,74.4
filler,0,0,,3,7,22,42,,
68,6,7,L,3,8,22,43,,
147,24,1,Q,3,8,22,44,104.9,117.9
119,16,21,N,3,8,22,45,96.6,60.4
filler,0,0,,3,8,22,46,,
filler,0,0,,3,8,22,47,,
114,16,21,N,3,8,22,48,107.7,114.6
156,24,1,Q,3,1,23,1,116,169.8
89,16,21,N,3,1,23,2,118.8,165.9
filler,0,0,,3,1,23,3,,
72,6,7,L,3,1,23,4,101,157.8
filler,0,0,,3,1,23,5,,
filler,0,0,,3,1,23,6,,
131,0,0,NP,3,2,23,7,116,155.5
filler,0,0,,3,2,23,8,,
149,24,1,Q,3,2,23,9,113.2,138.8
109,16,21,N,3,2,23,10,95,59.5
filler,0,0,,3,2,23,11,,
59,6,7,L,3,2,23,12,107.7,114.6
125,16,21,N,3,3,23,13,113.2,101.8
54,6,7,L,3,3,23,14,107.7,120.6
filler,0,0,,3,3,23,15,,
89,16,21,N,3,3,23,16,,
59,6,7,L,3,3,23,17,114.9,140.6
filler,0,0,,3,3,23,18,,
85,16,21,N,3,4,23,19,116.6,122.7
65,6,7,L,3,4,23,20,118.8,165.9
125,16,21,N,3,4,23,21,113.2,101.8
94,16,21,N,3,4,23,22,118.8,151.6
79,16,21,N,3,4,23,23,99.9,96.5
62,6,7,L,3,4,23,24,107.7,108.7
46,23,13,K,3,5,23,25,107.1,126.2
filler,0,0,,3,5,23,26,,
filler,0,0,,3,5,23,27,,
filler,0,0,,3,5,23,28,,
139,15,6,O,3,5,23,29,95,68.2
99,16,21,N,3,5,23,30,103.3,110.5
42,23,13,K,3,6,23,31,95,82.3
filler,0,0,,3,6,23,32,,
filler,0,0,,3,6,23,33,,
filler,0,0,,3,6,23,34,,
135,0,0,NP,3,6,23,35,53.9,0.8
filler,0,0,,3,6,23,36,,
filler,0,0,,3,7,23,37,,
109,16,21,N,3,7,23,38,71.7,36.1
62,6,7,L,3,7,23,39,89.4,69
130,0,0,NP,3,7,23,40,91.1,70.2
147,24,1,Q,3,7,23,41,93.3,67.2
filler,0,0,,3,7,23,42,,
filler,0,0,,3,8,23,43,,
filler,0,0,,3,8,23,44,,
139,15,6,O,3,8,23,45,124.3,150.5
109,16,21,N,3,8,23,46,57.8,14.7
95,16,21,N,3,8,23,47,102.2,42.8
87,16,21,N,3,8,23,48,96.1,64.5
118,16,21,N,3,1,24,1,18.4,-9.4
88,16,21,N,3,1,24,2,102.2,50.7
139,15,6,O,3,1,24,3,124.3,204
121,16,21,N,3,1,24,4,74.4,19.8
144,17,9,P,3,1,24,5,,
filler,0,0,,3,1,24,6,,
filler,0,0,,3,2,24,7,,
155,24,1,Q,3,2,24,8,104.9,60.7
126,16,21,N,3,2,24,9,107.7,114.6
37,0,0,JP,3,2,24,10,118.8,165.9
100,16,21,N,3,2,24,11,116,116
33,8,9,H,3,2,24,12,91.6,34.9
30,7,24,A,3,3,24,13,114.4,153.6
filler,0,0,,3,3,24,14,,
61,6,7,L,3,3,24,15,107.7,92
49,6,7,L,3,3,24,16,113.2,132.3
94,16,21,N,3,3,24,17,96.6,56.2
filler,0,0,,3,3,24,18,,
122,16,21,N,3,4,24,19,116,141.8
filler,0,0,,3,4,24,20,,
83,16,21,N,3,4,24,21,121.6,133.9
148,24,1,Q,3,4,24,22,110.5,94.1
filler,0,0,,3,4,24,23,,
121,16,21,N,3,4,24,24,105.5,118.5
100,16,21,N,3,5,24,25,118.2,137.3
31,22,19,C,3,5,24,26,113.2,132.3
35,20,23,J,3,5,24,27,102.2,139.6
70,6,7,L,3,5,24,28,99.4,90.8
68,6,7,L,3,5,24,29,94.4,113.3
135,0,0,NP,3,5,24,30,86.6,32.9
filler,0,0,,3,6,24,31,,
144,17,9,P,3,6,24,32,80,66.7
153,24,1,Q,3,6,24,33,86.6,85.4
filler,0,0,,3,6,24,34,,
136,15,6,O,3,6,24,35,107.7,139.4
31,22,19,C,3,6,24,36,90.5,83.7
90,16,21,N,3,7,24,37,71.7,39.3
162,17,15,R,3,7,24,38,74.4,58.8
132,0,0,NP,3,7,24,39,72.8,30.5
123,16,21,N,3,7,24,40,102.2,103.9
25,7,24,A,3,7,24,41,85.5,54
104,16,21,N,3,7,24,42,98.3,75.1
filler,0,0,,3,8,24,43,,
128,0,0,NP,3,8,24,44,90.5,65.4
162,17,15,R,3,8,24,45,97.7,105.4
54,6,7,L,3,8,24,46,95.5,114.4
59,6,7,L,3,8,24,47,99.4,57.7
78,6,7,L,3,8,24,48,96.6,88.6
122,16,21,N,3,1,25,1,107.7,159.5
64,6,7,L,3,1,25,2,104.9,123.9
filler,0,0,,3,1,25,3,,
90,16,21,N,3,1,25,4,96.6,78.7
filler,0,0,,3,1,25,5,,
126,16,21,N,3,1,25,6,99.4,142.7
83,16,21,N,3,2,25,7,85.5,70.7
filler,0,0,,3,2,25,8,,
55,6,7,L,3,2,25,9,107.7,120.6
115,16,21,N,3,2,25,10,76.1,41.6
48,0,0,KP,3,2,25,11,102.2,98.4
55,6,7,L,3,2,25,12,101,108.5
100,16,21,N,3,3,25,13,107.7,114.6
91,16,21,N,3,3,25,14,113.2,125.9
80,16,21,N,3,3,25,15,135.4,154.7
66,6,7,L,3,3,25,16,116,135.1
99,16,21,N,3,3,25,17,99.9,76.2
37,0,0,JP,3,3,25,18,113.2,74.9
filler,0,0,,3,4,25,19,,
159,17,15,R,3,4,25,20,104.9,79.6
filler,0,0,,3,4,25,21,,
filler,0,0,,3,4,25,22,,
140,15,6,O,3,4,25,23,121.6,169.2
55,6,7,L,3,4,25,24,102.2,121.1
105,16,21,N,3,5,25,25,107.7,120.6
42,23,13,K,3,5,25,26,107.7,159.5
34,20,23,J,3,5,25,27,116,148.6
85,16,21,N,3,5,25,28,101.6,77.3
159,17,15,R,3,5,25,29,113.2,132.3
filler,0,0,,3,5,25,30,,
131,0,0,NP,3,6,25,31,92.7,66.8
164,0,0,SP,3,6,25,32,110.5,117.1
51,6,7,L,3,6,25,33,71.1,21.4
75,6,7,L,3,6,25,34,106.6,80.7
filler,0,0,,3,6,25,35,,
163,8,14,S,3,6,25,36,68.3,31.5
159,17,15,R,3,7,25,37,73.3,47
78,6,7,L,3,7,25,38,91.1,84.2
filler,0,0,,3,7,25,39,,
118,16,21,N,3,7,25,40,84.4,42.2
73,6,7,L,3,7,25,41,98.8,112
filler,0,0,,3,7,25,42,,
filler,0,0,,3,8,25,43,,
39,23,13,K,3,8,25,44,102.2,115.3
55,6,7,L,3,8,25,45,102.2,133.3
103,16,21,N,3,8,25,46,110.5,105.3
85,16,21,N,3,8,25,47,113.2,145.5
26,7,24,A,3,8,25,48,98.8,100.9
